country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,MERRA-2,Point 96,9,-18.5,143.75,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2023,1,1,0,0,13,-163,48.4,9.3,0.0,0.0,0,0.0,0,1001.6,59.5,6.08,90.0,,
2023,1,1,1,0,13.1,-149,69.2,9.6,0.0,0.0,0,0.0,0,1001.2,68.1,6.05,90.0,,
2023,1,1,2,0,13.2,-136,80.9,10,0.0,0.0,0,0.0,0,1000.7,245.4,6.01,90.0,,
2023,1,1,3,0,13.4,-125,79.4,10.5,0.0,0.0,0,0.0,0,1000.8,215.1,5.94,90.0,,
2023,1,1,4,0,13.6,-116,86.8,11.1,0.0,0.0,0,0.0,0,1001.2,191,5.79,90.0,,
2023,1,1,5,0,13.8,-107,88.2,11.8,0.0,0.0,0,0.0,0,1001.7,179.3,5.79,90.0,,
2023,1,1,6,0,14.2,-98,82.3,12.5,45.13,55.51,0,52.231402698754266,0,1002.3,159.8,5.74,82.65,,
2023,1,1,7,0,14.8,-88,90.4,13.2,117.77,70.92,0,142.7689493322075,0,1003,138.1,6.95,69.36,,
2023,1,1,8,0,15.4,-76,88.5,13.9,205.68,79.71,0,250.4721590052023,0,1003.7,28.5,8.69,55.81,,
2023,1,1,9,0,15.9,-60,80.8,13.5,279.27,19.6,0,293.8058442126374,0,1004,263.1,9.32,42.13,,
2023,1,1,10,0,16.4,-33,59.9,12.3,388.56,25.5,7,410.9804460275619,0,1004.1,258.3,8.74,28.45,,
2023,1,1,11,0,16.9,6,25.9,10.9,347.1,150.71,353,492.60638019980803,0,1004.2,235.9,7.99,15.1,,
2023,1,1,12,0,17.1,42,5.9,9.7,337.39,306.87,734,642.5338491037182,0,1004.4,243.1,7.29,6.08,,
2023,1,1,13,0,17.2,65,7.9,8.6,314.1,179.16,628,486.8107145819339,0,1004.7,234.4,6.6,15.42,,
2023,1,1,14,0,17.2,80,4.1,7.6,290.04,50.07,606,333.9250927557649,0,1005,232.8,5.9,28.78,,
2023,1,1,15,0,16.9,91,0,7,185.27,14.6,544,196.03941221945237,0,1005.3,227,5.31,42.47,,
2023,1,1,16,0,16.3,100,0.2,6.8,128.94,2.23,349,130.18215588077305,0,1005.7,217,4.87,56.15,,
2023,1,1,17,0,15.6,109,12.4,6.7,55.35,33.29,117,66.89948784087369,0,1006.1,220.5,4.52,69.7,,
2023,1,1,18,0,14.7,118,6.9,6.7,23.61,0.0,10,23.61,0,1006.5,221.9,4.1,83.0,,
2023,1,1,19,0,13.5,129,0.6,6.8,0.0,0.0,0,0.0,0,1006.9,210.6,3.63,90.0,,
2023,1,1,20,0,12.3,140,32.9,6.8,0.0,0.0,0,0.0,0,1007.3,198.9,2.74,90.0,,
2023,1,1,21,0,11.6,153,18.4,7,0.0,0.0,0,0.0,0,1007.4,202.4,1.69,90.0,,
2023,1,1,22,0,11.3,167,0.6,7.3,0.0,0.0,0,0.0,0,1007.2,198.5,1.23,90.0,,
2023,1,1,23,0,11,-178,33.5,7.6,0.0,0.0,0,0.0,0,1007,181.4,1.27,90.0,,
2023,1,2,0,0,10.9,-163,49.4,7.9,0.0,0.0,0,0.0,0,1006.8,139.9,0.94,90.0,,
2023,1,2,1,0,11,-149,41.5,8.2,0.0,0.0,0,0.0,0,1006.7,93.8,0.7,90.0,,
2023,1,2,2,0,11.1,-136,13.7,8.5,0.0,0.0,0,0.0,0,1006.6,85.9,2.24,90.0,,
2023,1,2,3,0,11.8,-126,0.7,9.1,0.0,0.0,0,0.0,0,1006.6,95.5,3.48,90.0,,
2023,1,2,4,0,12.9,-116,34.1,10,0.0,0.0,0,0.0,0,1006.8,89.6,4.01,90.0,,
2023,1,2,5,0,14.1,-107,62.1,10.9,0.0,0.0,0,0.0,0,1007.1,78.4,4.03,90.0,,
2023,1,2,6,0,15.5,-98,66.4,11.7,43.8,112.7,0,57.944569965404604,0,1007,74,4.04,82.79,,
2023,1,2,7,0,17.1,-88,49.3,12.4,129.49,46.65,3,145.84242603692223,0,1006.8,84,4.17,69.48,,
2023,1,2,8,0,18.7,-76,27.8,13.1,221.75,61.05,148,255.95053639494483,0,1006.5,85.9,5.12,55.93,,
2023,1,2,9,0,19.5,-60,23.1,13.4,351.84,40.19,211,381.59408239291906,0,1006.1,83.1,6.32,42.24,,
2023,1,2,10,0,19.8,-33,47.7,13.3,336.15,114.15,72,436.41940320748984,0,1005.5,83.5,7.02,28.55,,
2023,1,2,11,0,19.9,6,51.5,13.2,273.55,478.28,0,735.1418336581262,0,1005,83.1,7.22,15.18,,
2023,1,2,12,0,20.1,42,40.8,13.2,344.49,448.08,1,790.0989944909319,0,1004.4,81.7,7.39,6.02,,
2023,1,2,13,0,20.1,65,33.4,13.4,294.01,414.65,44,693.9637335635259,0,1003.7,82.7,7.19,15.3,,
2023,1,2,14,0,20.2,80,33.2,13.6,238.94,282.73,27,487.00659175172683,0,1003.1,82.4,6.19,28.67,,
2023,1,2,15,0,20,91,28.2,13.7,206.03,166.05,52,328.70911876104105,0,1002.5,84.4,4.72,42.37,,
2023,1,2,16,0,19.6,100,38.5,13.8,114.62,168.11,29,208.5042603849957,0,1001.9,88.9,3.34,56.05,,
2023,1,2,17,0,19.2,109,21.9,13.8,75.92,148.06,21,127.5053559133684,0,1001.3,89.4,2.16,69.61,,
2023,1,2,18,0,19.1,118,37.1,13.8,35.51,45.34,12,41.09838532835701,0,1000.9,93.4,1.32,82.92,,
2023,1,2,19,0,19.2,128,20.2,14,0.0,0.0,0,0.0,0,1000.6,95,0.91,90.0,,
2023,1,2,20,0,19.4,140,45,14.1,0.0,0.0,0,0.0,0,1000.4,96.6,0.48,90.0,,
2023,1,2,21,0,19.5,153,57.1,14.1,0.0,0.0,0,0.0,0,999.9,97.6,0.58,90.0,,
2023,1,2,22,0,19.7,167,18.1,14.1,0.0,0.0,0,0.0,0,999.2,101.2,1.52,90.0,,
2023,1,2,23,0,19.8,-178,0,14.1,0.0,0.0,0,0.0,0,998.5,104.1,2.5,90.0,,
2023,1,3,0,0,20,-163,0.6,13.9,0.0,0.0,0,0.0,0,998.1,93.5,3.18,90.0,,
