PV_capex,Wind_capex,EL_CAPEX,UG_capex,PV_FOM,Wind_FOM,EL_FOM
842.05,1091.59,1067.50,1.00,9.51,13.99,37.36
842.05,1455.45,1067.50,1.00,9.51,18.65,37.36
842.05,1819.31,1067.50,1.00,9.51,23.31,37.36
1122.73,1091.59,1067.50,1.00,12.68,13.99,37.36
1122.73,1455.45,1067.50,1.00,12.68,18.65,37.36
1122.73,1819.31,1067.50,1.00,12.68,23.31,37.36
1403.41,1091.59,1067.50,1.00,15.85,13.99,37.36
1403.41,1455.45,1067.50,1.00,15.85,18.65,37.36
1403.41,1819.31,1067.50,1.00,15.85,23.31,37.36
