cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2388463245.645678,0.0,1001653.125536675,872594.1405715231,0.0,0.0,0.0,0.0,0.0,1457405297.655862,931057947.9898151,0.0,0.0,0.0,5.0
60,2870479579.048628,115561.936853285,1162989.369614177,1013142.857142858,0.0,1.060641757535639e-12,2.04009874571079e-10,0.0,97306039.87888731,1692149532.7886274,1081023428.5714295,0.0,5.472911468883898e-10,0.0,5.0
70,3381082080.232973,209851.4282135743,1333990.128786176,1161049.123048038,188123.2723096983,0.0,0.0,0.0,176700148.84153494,1940955637.383886,1238839414.2922566,24585703.090597294,0.0,0.0,5.0
80,3879882638.388088,124863.3656073642,1566854.911063774,1362464.371578364,572985.2456743728,0.0,2.259919573920229e-11,-1.024738115833173e-12,105138075.42554085,2279773895.597791,1453749484.4741144,41219431.10114563,0.0,-2.0084867070330192e-10,5.0
90,4425334904.125957,-0.0,1822780.76236009,1583826.178374607,1653353.774902114,0.0,0.0,0.0,-0.0,2652146009.233931,1689942532.3257058,83253590.02954388,0.0,0.0,5.0
100,5157661674.089683,-0.0,2007993.028565512,1744024.617416193,8955778.24644984,0.0,0.0,0.0,-0.0,2921629856.56282,1860874266.783078,375175475.31060433,0.0,0.0,5.0
