cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2757501115.885674,0.0,1156417.046162702,1007417.351189262,0.0,0.0,0.0,0.0,0.0,1682586802.1667314,1074914313.7189426,0.0,0.0,0.0,5.0
60,3371384890.767748,-0.0,1392641.90776523,1211779.690909216,661950.5304699664,-0.0,0.0,0.0,-0.0,2026293975.7984095,1292968930.2001333,52118927.22174911,-0.0,0.0,5.0
70,3982168612.027955,0.0,1621261.003104857,1409522.653396846,2099879.953097779,0.0,0.0,0.0,0.0,2358934759.5175667,1503960671.1744347,119268735.82532918,0.0,0.0,5.0
80,4637743297.240467,-0.0,1895735.215747766,1646927.774145135,2622941.676998877,-0.0,0.0,0.0,-0.0,2758294738.9129996,1757271935.012859,122167227.27767572,-0.0,0.0,5.0
90,5348714836.335767,0.0,2085735.231859269,1811267.353928582,8918330.386780493,0.0,0.0,0.0,0.0,3034744762.3552365,1932622266.641797,381338418.9646143,0.0,0.0,5.0
100,6130190533.748005,628616.3381445386,2073075.986092796,1800317.801543193,11602246.17531621,0.0,0.0,0.0,705747562.8348734,3016325559.7650185,1920939094.2465868,487214067.6952192,0.0,0.0,5.0
