cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2280569692.361089,678973.2195843561,796565.7717667124,693931.4691910442,0.0,0.0,0.0,0.0,381141616.81367826,1159003197.9205666,740424877.6268442,0.0,0.0,0.0,5.0
60,2736683630.833302,814767.8635012256,955878.9261200532,832717.7630292514,0.0,0.0,0.0,0.0,457369940.176413,1390803837.5046773,888509853.1522112,0.0,0.0,0.0,5.0
70,3192797569.305521,950562.5074180971,1115192.080473396,971504.0568674606,0.0,0.0,0.0,0.0,533598263.5391488,1622604477.0887911,1036594828.6775805,0.0,0.0,0.0,5.0
80,3668708660.78126,1133131.086188517,1265042.827594824,1101413.493868197,128621.9028169653,0.0,0.0,0.0,636083135.231924,1840637314.1504688,1175208197.9573662,16779979.42559015,0.0,0.0,5.0
90,4190964900.556082,1261193.744316005,1447734.744236441,1259431.968946096,481687.2012774046,0.0,0.0,0.0,707971108.3717893,2106454052.8640218,1343813910.8654845,32725055.64452134,0.0,0.0,5.0
100,4859051446.552523,1171868.350821593,1642355.648730457,1427768.363416983,6772428.558168902,0.0,2.968722878584979e-12,0.0,657828298.7337013,2389627468.902815,1523428843.7659209,288147663.4810611,0.0,0.0,5.0
