cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2360226518.632929,832277.4714575803,793881.578746564,691593.1236681967,0.0,0.0,0.0,0.0,467198958.60271275,1155097697.0762506,737929862.9539659,0.0,0.0,0.0,5.0
60,2832271822.35955,998732.9657491085,952657.8944958886,829911.7484018466,0.0,0.0,0.0,0.0,560638750.3232621,1386117236.491518,885515835.5447704,0.0,0.0,0.0,5.0
70,3304317126.086134,1165188.460040624,1111434.210245201,968230.3731354856,0.0,0.0,0.0,0.0,654078542.0438043,1617136775.9067674,1033101808.1355631,0.0,0.0,0.0,5.0
80,3801040782.496487,1412676.562334331,1235471.189773425,1118034.995733676,141248.1630732375,0.0,0.0,0.0,793005988.2663767,1797610581.1203334,1192943340.4478323,17480542.591769107,0.0,0.0,5.0
90,4299543819.36516,1563558.123607701,1409256.392029162,1255532.710435777,480736.8026761434,0.0,0.0,0.0,877703352.6871829,2050468050.4024308,1339653402.034974,31719593.286718234,0.0,0.0,5.0
100,4840951654.385588,1793822.722904945,1526918.304641109,1406376.86616124,2465115.168491619,0.0,0.0,0.0,1006962385.5026909,2221666133.2528133,1500604116.1940432,111706774.66349061,0.0,0.0,5.0
