cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,3080533375.189664,-0.0,1284307.866101171,1118076.694205964,161914.3776884576,0.0,0.0,0.0,-0.0,1868667945.1772037,1192987832.7177637,18877898.572864044,0.0,0.0,5.0
60,3735510414.118545,-0.0,1539333.99921219,1338660.29418138,1393159.325894136,0.0,0.0,0.0,-0.0,2239730968.8537364,1428350533.8915324,67423055.61268856,0.0,0.0,5.0
70,4402363115.589403,-0.0,1793342.760939346,1558363.923780321,3048796.904962635,0.0,0.0,0.0,-0.0,2609313717.1667485,1662774306.6736023,130279120.46826762,0.0,0.0,5.0
80,5161999319.260459,0.0,2050488.280540071,1780780.676679853,6448492.104151281,0.0,0.0,0.0,0.0,2983460448.1858034,1900092982.0174031,278452958.6292321,0.0,0.0,5.0
90,5943839767.814999,0.0,2307709.436711015,2003262.851058922,10792424.23191248,0.0,0.0,0.0,0.0,3357717230.414527,2137481462.0798697,448598959.2323022,0.0,0.0,5.0
100,6842956206.110106,-0.0,2564987.719108541,2225794.436486807,17742922.15708185,0.0,0.0,0.0,-0.0,3732057131.302927,2374922663.7314234,735976411.0757551,0.0,0.0,5.0
