cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2555986678.07886,-0.0,1071907.658447424,933796.6588920873,0.0,0.0,0.0,0.0,-0.0,1559625643.0410018,996361035.0378572,0.0,0.0,0.0,5.0
60,3102632940.053499,0.0,1291705.154034779,1125274.129357784,0.0,43671.40486073677,-8.945415259896841e-12,0.0,0.0,1879430999.1206033,1200667496.0247555,0.0,22534444.908140175,0.0,5.0
70,3611647329.742614,0.0,1503986.729431881,1308086.846972937,346828.7416690133,0.0,0.0,0.0,0.0,2188300691.323387,1395728665.7201238,27618713.335492123,0.0,0.0,5.0
80,4143759999.014089,0.0,1721957.600978249,1496619.68064354,717451.7641447909,0.0,3.139840680401307e-11,0.0,0.0,2505448309.4233522,1596893199.2466574,41419245.57963545,0.0,0.0,5.0
90,4720906280.140395,0.0,1946428.432104732,1690774.622395327,1743346.820152086,0.0,0.0,0.0,0.0,2832053368.7123847,1804056522.095814,84799481.31582665,0.0,0.0,5.0
100,5483293655.639647,-0.0,2149160.142635941,1866126.418670576,8776652.869780038,0.0,0.0,0.0,-0.0,3127028007.535294,1991156888.7215047,365104095.6504621,0.0,0.0,5.0
