cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2720165088.382402,-0.0,1140759.384814154,993777.116661489,0.0,0.0,0.0,0.0,-0.0,1659804904.904594,1060360183.4778087,0.0,0.0,0.0,5.0
60,3304869743.505614,-0.0,1374733.012129088,1196289.479679433,357861.5897415087,0.0,0.0,0.0,-0.0,2000236532.6478229,1276440874.817955,28193981.028525323,0.0,0.0,5.0
70,3882469008.745478,-0.0,1600852.029723478,1391870.012213179,1308182.913299192,0.0,6.163366591910889e-12,0.0,-0.0,2329239703.2476606,1485125303.031462,68109411.01250422,0.0,0.0,5.0
80,4471310156.833273,-0.0,1836779.20814678,1595934.065233185,2108456.293975782,0.0,4.537329126567558e-11,0.0,-0.0,2672513747.8535647,1702861647.6038084,95942573.00346854,0.0,0.0,5.0
90,5115898674.045064,0.0,2057742.29816105,1787055.003556088,5025606.108093254,0.0,0.0,0.0,0.0,2994015043.824328,1906787688.794346,215072566.3969459,0.0,0.0,5.0
100,5870465558.4141,244094.4005543412,2216131.428766372,1924052.90333873,9341732.728973735,0.0,0.0,0.0,205533587.62676919,3224471228.8550715,2052964447.862425,387495073.5978305,0.0,0.0,5.0
