cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2357813945.972108,854597.9468244859,784057.8030269867,690985.2719005785,0.0,0.0,0.0,0.0,479728557.4499252,1140804103.4042656,737281285.1179173,0.0,0.0,0.0,5.0
60,2829376735.16653,1025517.536189383,940869.3636323836,829182.3262806942,0.0,0.0,0.0,0.0,575674268.9399102,1368964924.0851183,884737542.1415007,0.0,0.0,0.0,5.0
70,3300939524.360942,1196437.125554277,1097680.924237778,967379.3806608074,0.0,0.0,0.0,0.0,671619980.4298935,1597125744.765967,1032193799.1650815,0.0,0.0,0.0,5.0
80,3818481728.609447,1466424.079546878,1226035.579289184,1111625.155738173,0.0,49067.36921979635,0.0,0.0,823177157.05364,1783881767.8657627,1186104041.1726305,0.0,25318762.517414916,0.0,5.0
90,4291506234.87129,1593129.759065208,1391459.53751184,1247606.775802963,619139.0878443989,-0.0,0.0,0.0,894303390.2512546,2024573627.0797272,1331196429.7817614,41430924.73679185,-0.0,0.0,5.0
100,4885697557.495609,1689536.841061686,1582842.598881925,1376292.843551767,3872327.250530299,0.0,-0.0,0.0,948421505.7299775,2303035981.373201,1468504464.0697355,165743034.95799583,0.0,0.0,5.0
