cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2336822894.000667,498155.7286306572,862723.7457104895,751565.2537254783,0.0,0.0,0.0,0.0,279639718.2668194,1255263050.0087621,801920125.7250854,0.0,0.0,0.0,5.0
60,2804187472.800731,597786.874356774,1035268.494852562,901878.3044705515,0.0,0.0,0.0,0.0,335567661.92017514,1506315660.0104778,962304150.8700784,0.0,0.0,0.0,5.0
70,3277058360.68996,897631.4230514003,1162989.369614177,1013142.857142857,0.0,-9.064422346938078e-13,0.0,0.0,503885399.3299036,1692149532.7886274,1081023428.5714285,0.0,-4.677241931020048e-10,0.0,5.0
80,3794273980.896192,1068764.651651222,1330532.399669135,1158058.37724849,250137.5882248296,0.0,0.0,0.0,599951037.2044135,1935924641.5185914,1235648288.524139,22750297.311732285,0.0,0.0,5.0
90,4316849684.625637,1180719.81655436,1511025.379198216,1314174.892482173,934515.5838471493,0.0,-1.487935287039436e-10,0.0,662797069.0227901,2198541926.733404,1402224610.2784786,53288292.04329029,0.0,0.0,5.0
100,4938933249.205415,1279188.221627611,1664853.545603837,1447227.808704677,5815388.983610388,0.0,0.0,0.0,718072308.2106595,2422361908.853583,1544192071.8878903,254316302.95392367,0.0,0.0,5.0
