cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,3253026273.195735,-0.0,1357437.504751257,1170165.615001849,321672.4231138677,0.0,0.0,0.0,-0.0,1975071569.4130788,1248566711.2069728,29387090.234968994,0.0,0.0,5.0
60,3954312901.126034,-0.0,1625558.93099901,1413240.124997744,1372041.959274803,0.0,0.0,0.0,-0.0,2365188244.6035595,1507927213.372593,81193541.80584176,0.0,0.0,5.0
70,4643181813.774229,-0.0,1890428.899443245,1638288.344039825,3167961.910887861,0.0,0.0,0.0,-0.0,2750574048.6899214,1748053663.0904932,144549659.21818596,0.0,0.0,5.0
80,5426992697.861833,-0.0,2159421.772714529,1874415.116266856,6546465.078214438,0.0,0.0,0.0,-0.0,3141958679.29964,2000000929.0567353,285061829.85307574,0.0,0.0,5.0
90,6224913498.10815,-0.0,2429947.202269739,2108991.805385952,10478426.31166755,0.0,0.0,0.0,-0.0,3535573179.30247,2250294256.346811,439030758.56931406,0.0,0.0,5.0
100,7191637408.735655,809433.1961262668,2298332.717497633,1995152.503876791,14049981.3008771,0.0,0.0,0.0,1135938311.6136997,3344074103.959056,2128827721.6365361,582793224.3603821,0.0,0.0,5.0
