cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2615999574.820067,-0.0,1097075.34972462,955721.5941618972,0.0,0.0,0.0,0.0,-0.0,1596244633.8493223,1019754940.9707443,0.0,0.0,0.0,5.0
60,3159023067.088136,0.0,1318184.511654068,1147378.132219363,128513.4960511159,0.0,0.0,0.0,0.0,1917958464.4566689,1224252467.0780604,16812504.333768897,0.0,0.0,5.0
70,3704182865.28653,0.0,1538259.300162106,1337730.738521864,572440.1828496567,0.0,-7.285060844344163e-11,0.0,0.0,2238167281.735864,1427358698.0028288,38655203.620757066,0.0,0.0,5.0
80,4283424129.479989,0.0,1773933.323807231,1541575.826561144,1076183.758886697,0.0,0.0,0.0,0.0,2581072986.139521,1644861406.9407408,57490732.71500891,0.0,0.0,5.0
90,4866859997.365379,0.0,1987127.379908193,1725976.977197886,3081946.743243936,0.0,0.0,0.0,0.0,2891270337.766421,1841617434.6701443,133970372.27558887,0.0,0.0,5.0
100,5509805191.570337,-0.0,2199848.269203393,1909968.864532353,6535419.031421892,0.0,0.0,0.0,-0.0,3200779231.6909366,2037936778.4560206,271089181.4233801,0.0,0.0,5.0
