cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2616537347.799139,-0.0,1097300.87632056,955918.0625611288,0.0,0.0,0.0,0.0,-0.0,1596572775.0464149,1019964572.7527244,0.0,0.0,0.0,5.0
60,3159684057.395917,-0.0,1318462.843482518,1147618.873965937,128644.6403979166,0.0,0.0,0.0,-0.0,1918363437.2670639,1224509338.5216546,16810653.73263028,0.0,0.0,5.0
70,3704947297.497471,-0.0,1538588.331426265,1338015.332496087,572513.1945314928,0.0,0.0,0.0,-0.0,2238646022.2252154,1427662359.773325,38639195.86934533,0.0,0.0,5.0
80,4284335399.551952,0.0,1774314.642389179,1541905.646193814,1076268.633225327,0.0,0.0,0.0,0.0,2581627804.676255,1645213324.4887996,57498446.82624801,0.0,0.0,5.0
90,4867878480.628261,0.0,1987557.611109008,1726349.103559761,3081841.798168601,0.0,0.0,0.0,0.0,2891896324.1636066,1842014493.498265,133954521.38178639,0.0,0.0,5.0
100,5510833707.470598,-0.0,2200301.585902804,1910360.958582736,6534227.511432959,0.0,-9.856822275622656e-12,0.0,-0.0,3201438807.4885798,2038355142.8077793,271039757.1742391,0.0,0.0,5.0
