cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2389987409.055093,-0.0,1002292.316047835,873150.9739507906,0.0,0.0,0.0,0.0,-0.0,1458335319.8496,931652089.2054936,0.0,0.0,0.0,5.0
60,2881920768.017009,-0.0,1203687.962065084,1048597.599305362,0.0,22676.63711916615,0.0,0.0,-0.0,1751365984.804697,1118853638.4588213,0.0,11701144.753489733,0.0,5.0
70,3372967930.519822,-0.0,1405650.862943007,1223031.722730534,241551.6790523579,0.0,0.0,0.0,-0.0,2045222005.582075,1304974848.1534796,22771313.315593973,0.0,0.0,5.0
80,3866236529.696777,-0.0,1607806.610660744,1397885.342802043,545449.9909789336,0.0,0.0,0.0,-0.0,2339358618.5113826,1491543660.76978,35336468.35841905,0.0,0.0,5.0
90,4382016436.09796,-0.0,1807870.869686816,1570929.94001269,1451609.372426403,0.0,0.0,0.0,-0.0,2630452115.394317,1676182245.99354,75380643.45589247,0.0,0.0,5.0
100,5012899947.085979,-0.0,2009172.185191473,1745044.523142389,5486786.678868304,0.0,-8.343317487606646e-11,0.0,-0.0,2923345529.4535933,1861962506.192929,227591911.43945724,0.0,0.0,5.0
