cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2754092457.281226,0.0,1154987.552302473,1006172.041875471,0.0,0.0,0.0,0.0,0.0,1680506888.6000981,1073585568.6811275,0.0,0.0,0.0,5.0
60,3338215394.429453,-0.0,1388837.296615008,1208488.911200545,295602.402909987,0.0,0.0,0.0,-0.0,2020758266.5748367,1289457668.2509816,27998202.6724289,0.0,0.0,5.0
70,3913886390.39511,-0.0,1626001.858128481,1413623.232640689,649725.1364396361,0.0,0.0,0.0,-0.0,2365832703.57694,1508335989.227615,39718291.42998791,0.0,0.0,5.0
80,4496884478.620388,-0.0,1864915.495375087,1620270.408536718,1080409.713908933,0.0,-4.752603141131184e-12,1.667580049519714e-12,-0.0,2713452045.7707515,1728828525.908678,54603220.08203527,0.0,3.26845689705864e-10,5.0
90,5090475505.8324,-0.0,2100878.441184479,1824365.39838147,1864686.230699091,0.0,-2.353313966147825e-10,2.760911723174355e-11,-0.0,3056778131.9234166,1946597880.0730286,87097401.79570526,0.0,5.411386977421736e-09,5.0
100,5833722158.750582,61050.42010156254,2285513.118275439,1984064.25455827,7285508.30712784,0.0,7.520152926809929e-24,0.0,85676633.31003033,3325421587.0907636,2116996559.6136742,305605752.59192634,0.0,0.0,5.0
