cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2391526139.620449,-0.0,1002937.615607272,873713.1292519851,0.0,0.0,4.31579802496191e-12,1.393328941423184e-10,-0.0,1459274230.7085807,932251908.9118681,0.0,0.0,2.7309247251894406e-08,5.0
60,2892005522.182736,0.0,1206297.187456373,1050870.636477436,0.0,30163.07231064035,0.0,0.0,0.0,1755162407.7490225,1121278969.1214242,0.0,15564145.31229042,0.0,5.0
70,3391972670.05307,-0.0,1406084.925105244,1223407.162663655,653047.9477932295,0.0,0.0,0.0,-0.0,2045853566.0281298,1305375442.5621197,40741341.787436694,0.0,0.0,5.0
80,3908412826.310417,-0.0,1610105.043662817,1399873.361126734,1479365.738373557,0.0,0.0,0.0,-0.0,2342702838.529399,1493664876.322225,72041411.36995378,0.0,0.0,5.0
90,4455732151.819838,-0.0,1828862.365877983,1589086.431436657,2311939.093810231,0.0,0.0,0.0,-0.0,2660994742.352465,1695555222.342913,99178039.35341589,0.0,0.0,5.0
100,5113940133.439677,-0.0,2010266.626836476,1745991.155062313,7859923.552100232,0.0,-4.205955027979304e-23,1.999687755914801e-23,-0.0,2924937942.0470724,1862972562.451488,326029628.9411176,0.0,3.91938800159301e-21,5.0
