cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2667847679.613976,0.0,1118818.960941854,974663.6283444968,0.0,0.0,0.0,0.0,0.0,1627881588.1703975,1039966091.4435781,0.0,0.0,0.0,5.0
60,3224961566.258431,402412.5811866794,1162989.369614213,1013142.857142889,0.0,7.217581779421755e-09,-7.188202038528013e-10,0.0,451788604.89828503,1692149532.7886798,1081023428.5714626,0.0,3.7242721981816257e-06,0.0,5.0
70,3793927011.723983,342166.2048660591,1417285.730766558,1233095.244450638,375675.6848344547,0.0,1.081887443864883e-11,1.119402333729697e-11,384149998.2031246,2062150738.265342,1315712625.8288307,31912967.001675393,0.0,2.194028574110206e-09,5.0
80,4350331207.067347,299030.2829176052,1664454.075465878,1446882.28897288,847705.0043043778,0.0,-7.869742879518117e-12,6.273755131730363e-13,335721298.6315954,2421780679.8028526,1543823402.334063,49004220.32417085,0.0,1.229656005819151e-10,5.0
90,4926668523.500804,351736.0517925162,1862254.198106546,1617968.532548801,1867150.734192348,0.0,0.0,0.0,394894065.34745795,2709579858.245024,1726372424.2295706,95824580.53290598,0.0,0.0,5.0
100,5603873193.702241,947497.8567298742,1828842.516187589,1589069.262544544,4340770.349022234,0.0,0.0,0.0,1063755843.7506298,2660965861.052942,1695536903.1350284,183598774.84220168,0.0,0.0,5.0
