cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2342941507.383327,725791.9671718142,811700.9314197417,707116.5242696392,0.0,0.0,0.0,0.0,407423320.7718979,1181024855.2157242,754493331.395705,0.0,0.0,0.0,5.0
60,2811529808.859976,870950.3606061713,974041.1177036846,848539.829123562,0.0,-0.0,0.0,0.0,488907984.9262743,1417229826.258861,905391997.6748406,0.0,-0.0,0.0,5.0
70,3280118110.33663,1016108.754040531,1136381.303987629,989963.1339774866,0.0,0.0,7.839584815710124e-10,0.0,570392649.0806521,1653434797.3020003,1056290663.9539782,0.0,0.0,0.0,5.0
80,3775610952.734384,1206689.774429375,1290528.269083523,1123457.001182378,197483.8763738872,0.0,0.0,0.0,677375304.8759297,1877718631.516526,1198728620.2615974,21788900.265951693,0.0,0.0,5.0
90,4340606507.083866,1331921.378648813,1486856.524005101,1293270.160011242,824260.0136157138,0.0,0.0,0.0,747674065.9045112,2163376242.427422,1379919260.731995,49639174.86709908,0.0,0.0,5.0
100,5063047370.885863,1453430.056236383,1625952.813941275,1413580.812112095,8994993.683929816,0.0,4.468683662762609e-12,0.0,815882962.0682937,2365761344.284555,1508290726.5236053,373112338.0094087,0.0,0.0,5.0
