cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2933242964.23222,701554.9911900472,982382.7461870793,855806.6722570418,0.0,0.0,0.0,0.0,590726841.4567996,1429366895.7022004,913145719.2982635,0.0,0.0,0.0,5.0
60,3520728737.295176,887801.8312116215,1162989.369614176,1013142.857142856,-0.0,-6.533164834297077e-12,0.0,0.0,747551336.9259657,1692149532.788626,1081023428.5714273,-0.0,-3.3711130544972918e-09,0.0,5.0
70,4171432002.002428,1161576.68930115,1321096.095641423,1149896.49247416,504797.4161660129,0.0,0.0,0.0,978076611.8088008,1922194819.1582706,1226939557.4699287,44214338.59198086,0.0,0.0,5.0
80,4804870925.338757,1274280.827520037,1529304.691077698,1329985.493420448,1653875.342346985,0.0,0.0,0.0,1072976313.7925594,2225138325.5180507,1419094521.4796178,87649557.1558504,0.0,0.0,5.0
90,5509482378.107376,1503455.456847884,1693458.169187609,1471969.237236251,4744663.203421918,0.0,0.0,0.0,1265947081.0523396,2463981636.167971,1570591176.1310797,208975914.14714736,0.0,0.0,5.0
100,6254221603.627276,1684825.099129079,1878520.681540315,1632038.147419208,8661291.827937713,0.0,0.0,-1.322257907040244e-23,1418664854.094163,2733247591.6411586,1741384703.296295,360911610.15770626,0.0,-2.5916254977988784e-21,5.0
