cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2358217905.273415,-0.0,988969.0954298575,861544.3968350257,0.0,0.0,0.0,-0.0,-0.0,1438950033.8504426,919267871.4229724,0.0,0.0,-0.0,5.0
60,2840948547.038222,0.0,1188229.493904387,1035130.892722673,0.0,14709.24587644498,9.923104932696604e-14,0.0,0.0,1728873913.6308832,1104484662.535092,0.0,7589970.87224561,0.0,5.0
70,3347223370.714376,-0.0,1392421.497458634,1211589.048098192,407504.6865707161,0.0,-1.398255143741402e-11,-0.0,-0.0,2025973278.8023124,1292765514.320771,28484888.125651464,0.0,-0.0,5.0
80,3854503422.553062,-0.0,1585024.546406243,1378180.108335184,1531899.38818866,0.0,0.0,0.0,-0.0,2306210715.0210834,1470518175.5936413,77779092.05283304,0.0,0.0,5.0
90,4398442245.048146,0.0,1800566.843439516,1564612.358420991,2396314.780694762,0.0,0.0,0.0,0.0,2619824757.2044954,1669441386.4351976,109176124.05057894,0.0,0.0,5.0
100,5045686644.357689,-0.0,1982125.357247769,1721650.502290648,7827704.040936901,0.0,0.0,0.0,-0.0,2883992394.7955036,1837001085.9441214,324693163.6180626,0.0,0.0,5.0
