cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2697341015.462552,1003734.635334171,855032.5375878175,833947.7373265609,0.0,0.0,0.0,0.0,563446437.5448369,1244072342.1902745,889822235.7274405,0.0,0.0,0.0,5.0
60,3236809218.555053,1204481.562401002,1026039.045105378,1000737.28479187,0.0,0.0,0.0,0.0,676135725.0538025,1492886810.628325,1067786682.8729253,0.0,0.0,0.0,5.0
70,3827522814.651807,1648474.784430211,1072291.11272337,1230193.872325005,0.0,56881.9062570241,0.0,0.0,925371320.2398989,1560183569.0125034,1312616861.7707803,0.0,29351063.628624436,0.0,5.0
80,4404674672.992757,1843270.739727231,1241063.422662314,1402008.986332681,996551.4577553032,0.0,0.0,0.0,1034720029.7458812,1805747279.973667,1495943588.4169707,68263848.56747553,0.0,0.0,5.0
90,5035503056.725208,2175527.416650141,1373117.976915456,1620384.946625471,1693132.202309953,0.0,0.0,0.0,1221232315.3365567,1997886656.4119883,1728950738.0493777,87425274.97696945,0.0,0.0,5.0
100,5715263803.188855,2308885.848966013,1548938.150498398,1745001.090370641,7246348.996685177,0.0,2.666751836086623e-10,0.0,1296093071.3170714,2253705008.975169,1861916163.425474,303579747.9041596,0.0,0.0,5.0
