cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2566675432.439942,611616.8429577906,860414.0689235799,749553.169522385,0.0,0.0,0.0,0.0,514996672.1915337,1251902470.2838087,799773231.8803848,0.0,0.0,0.0,5.0
60,3080010518.927911,733940.2115493439,1032496.882708289,899463.8034268564,0.0,0.0,0.0,0.0,617996006.6298363,1502282964.3405604,959727878.2564558,0.0,0.0,0.0,5.0
70,3598356711.60324,979993.2903141041,1162989.369614176,1013142.857142856,0.0,4.985138700160658e-12,4.088173962982654e-12,4.303341013665954e-12,825178850.2767335,1692149532.788626,1081023428.5714273,0.0,2.5723315692829e-09,8.434548386785269e-10,5.0
80,4143952831.261686,1091684.775114731,1342408.542434081,1168330.588542904,300607.4445445546,0.0,-5.82094526387973e-12,0.0,919225872.7659814,1953204429.2415879,1246608737.9752786,24907560.180704013,0.0,0.0,5.0
90,4686880878.524521,1223877.789723982,1511190.993089334,1314318.13940304,927529.2243269802,0.0,0.0,-3.068938915262053e-10,1030535695.8923361,2198782894.944981,1402377454.7430437,55175520.71406232,0.0,-6.015120273913623e-08,5.0
100,5283595012.989257,1392731.433515392,1667021.266666165,1449102.768379741,3184548.447730839,0.0,9.86173097081174e-10,0.0,1172714685.305798,2425515942.9992704,1546192653.861184,139162074.4573896,0.0,0.0,5.0
