cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2729188046.547146,412105.8101135676,999019.1988433988,870299.5847610808,0.0,0.0,0.0,0.0,347003394.76087683,1453572934.3171453,928609656.9400733,0.0,0.0,0.0,5.0
60,3277306645.574932,598712.2599133966,1162989.369614176,1013142.857142856,0.0,0.0,0.0,0.0,504130690.6535778,1692149532.788626,1081023428.5714273,0.0,0.0,0.0,5.0
70,3885381089.674886,936718.8518277175,1286557.464799151,1120022.473539427,307021.286095324,0.0,0.0,0.0,788740691.2102339,1871941111.2827647,1195063979.2665684,29630271.70278778,0.0,0.0,5.0
80,4485410360.556326,1046113.663491595,1475195.86969589,1283184.334397149,1554298.642396857,0.0,-4.195252426558353e-12,0.0,880853857.5015104,2146409990.40752,1369157684.801758,88977546.65601312,0.0,0.0,5.0
90,5174300480.574702,1219648.139337066,1645659.442702183,1430625.963769427,4904847.602579202,0.0,0.0,0.0,1026974224.5252932,2394434489.131676,1526477903.3419785,226384691.25225124,0.0,0.0,5.0
100,5877335337.028328,1322084.510574582,1839160.902584727,1597994.100127472,9175130.502812494,0.0,0.0,0.0,1113228210.0165625,2675979113.2607775,1705059704.8360126,383034614.6111093,0.0,0.0,5.0
