cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2358070955.29496,38237.3422038237,979905.8584062792,853648.9215254986,0.0,0.0,0.0,-0.0,21464532.046116434,1425763023.9811363,910843399.267707,0.0,0.0,-0.0,5.0
60,2829936152.389203,101119.0719322138,1162989.369614176,1013142.857142856,0.0,0.0,0.0,-0.0,56763191.02914822,1692149532.788626,1081023428.5714273,0.0,0.0,-0.0,5.0
70,3341889565.407473,552260.1262595545,1264545.191546429,1100983.06601481,127659.4868294169,0.0,0.0,0.0,310011221.87580097,1839913253.7000542,1174748931.4378023,17215739.964231305,0.0,0.0,5.0
80,3851551957.883177,574089.1145109581,1455175.213802753,1265867.566515738,955686.5185780467,0.0,0.0,-0.0,322264924.43072635,2117279936.0830057,1350680693.4722924,61328803.779709354,0.0,-0.0,5.0
90,4356618730.609454,774431.179214552,1611748.407843936,1401294.780895444,1680039.595080283,0.0,0.0,0.0,434726942.45208883,2345093933.4129267,1495181531.2154388,81615321.33741316,0.0,0.0,5.0
100,4987885028.863381,913573.8270550745,1778835.905926073,1545816.29086085,5724641.648386027,0.0,-6.515535482327695e-12,0.0,512834667.8173661,2588206243.122436,1649385982.348527,237458135.57505238,0.0,0.0,5.0
