cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2389987409.055094,-0.0,1002292.316047835,873150.973950791,0.0,0.0,0.0,0.0,-0.0,1458335319.8496,931652089.205494,0.0,0.0,0.0,5.0
60,2871394549.048471,116648.5608451215,1162989.369614176,1013142.857142856,3.809570061324208e-12,0.0,-2.976219645439098e-11,0.0,98221004.44561344,1692149532.788626,1081023428.5714273,1.9657381516432916e-09,0.0,0.0,5.0
70,3375063810.228995,175470.6970257549,1345793.240394715,1171258.166402782,168549.3144395152,0.0,0.0,0.0,147750713.66311127,1958129164.7743104,1249732463.5517685,19449945.239934567,0.0,0.0,5.0
80,3869393813.681997,167803.9533581166,1549645.869560318,1347579.495739753,478702.4770233816,0.0,0.0,0.0,141295123.82636812,2254734740.210263,1437867321.9543164,35494215.33826144,0.0,0.0,5.0
90,4388940612.804435,3.432883799643342e-23,1807870.869686816,1570929.94001269,1451609.372426403,0.0,-4.738564901388886e-11,0.0,2.8905739813946854e-20,2630452115.394317,1676182245.99354,82312291.22809349,0.0,0.0,5.0
100,5010828198.614602,222441.2843148664,1933118.899425693,1679262.607542109,5276126.278206668,0.0,-3.995839880535564e-12,0.0,187301122.4252254,2812687998.6643834,1791773202.2474303,219056758.36748016,0.0,0.0,5.0
