cf,capex[USD],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,2651735646.299892,690585.5444739702,868200.201036946,756336.0897635601,0.0,0.0,0.0,0.0,581490293.0856948,1263231292.5087564,807010607.7777187,0.0,0.0,0.0,5.0
60,3182082775.55988,828702.6533687667,1041840.241244338,907603.3077162748,0.0,0.0,0.0,0.0,697788351.7028358,1515877551.0105119,968412729.3332652,0.0,0.0,0.0,5.0
70,3723371014.620792,1084954.24870954,1177298.3052969,1025608.143893566,0.0,4872.218679211208,-2.39465419115412e-11,0.0,913558601.2696506,1712969034.2069895,1094323889.5344348,0.0,2514064.8384729833,0.0,5.0
80,4280267139.500481,1183206.342049949,1367798.646004379,1190291.633793303,286205.7775010408,0.0,0.0,0.0,996289320.1646085,1990147029.9363716,1270041173.2574544,23784262.726654407,0.0,0.0,5.0
90,4851343611.832231,1335265.977053255,1539496.404541498,1338800.765872484,1067114.753559208,0.0,0.0,0.0,1124327334.3282673,2239967268.6078796,1428500417.1859405,58538835.39705851,0.0,0.0,5.0
100,5604883312.590842,1509081.67683926,1696608.666646932,1474694.244523987,6860659.919293085,0.0,0.0,-2.030891452976502e-11,1270684498.940578,2468565609.9712863,1573498758.907094,292124564.2409264,0.0,-3.980547247833944e-09,5.0
