cf,capex[USD],lcoh[USD/kg],fom[USD],hy[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,3984176733.198618,1.298490143457858,110741783.2100845,3153600000.0,-8.117798505327453e-08,1648762.090456526,1436325.712616217,47805.51486373754,52062.73927310511,1.201524207715169e-07,3.803223193827531e-08,-9.113852381931133e-05,2398948841.6142454,1532559535.3615036,25803917.70829108,26864373.464922234,7.45431745990196e-06,5.0
60,4202955166.212959,1.37007778255533,117722128.8535296,3153600000.0,3.487875723841e-10,1756119.746106005,1526168.060110905,209946.1074112472,129.2113752601892,-6.252327607640546e-09,-1.781062164163142e-08,3.915838075156291e-07,2555154230.584237,1628421320.1383357,19313576.91494093,66673.06963425763,-3.490881841759758e-06,5.0
70,4946686031.996818,1.612386407857365,138135743.8221671,3153600000.0,-3.428736917972703e-10,2061813.469864778,1790576.343504603,492349.718810755,0.0,0.0,-9.499999999999982e-13,-3.8494429378079535e-07,2999938598.653252,1910544958.5194113,36200848.59667444,0.0,-1.8619999999999965e-10,5.0
80,7899503384.323709,2.564569472253102,188122903.3736723,3153600000.0,1228272.219388046,2671207.77294635,2297233.173578372,2470377.735226261,0.0,102645.4914797812,60567.21546951425,1378981220.7069595,3886607309.636939,2451147796.208123,138116040.68955088,0.0,11871174.232024793,5.0
90,6004941886.935635,1.957268005646304,167498495.6705496,3153600000.0,-4.391225577031693e-09,2501520.447932278,2170898.732483161,934621.1784804877,0.0,-2.316149783680413e-08,2.894483354337129e-07,-4.9300289553334814e-06,3639712251.741464,2316348947.559533,48883133.75809445,0.0,5.6731873745007725e-05,5.0
100,7499675375.051073,2.443715705017917,206826472.2934281,3153600000.0,0.0,3090456.588993158,2680296.151978717,3111365.578109953,-2.432600331544675e-07,5.613959137837882e-07,3.33093641122143e-07,0.0,4496614336.985045,2859875994.161291,143169669.74522716,-0.00012552217710770522,6.528635365994002e-05,5.0
