cf,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
100,5955033933.599803,3.709175310446423,10770977.54124365,36414673.09893098,63364488.32860948,8469862.514166782,157680000.0,849446.1783315181,1952529.388682627,1696051.614791474,8223167.489482312,0.0,0.0,0.0,953698707.7981453,2841808898.7581296,1810535098.7898986,348970769.65361065,0.0,0.0,5.0
