cf,capex[USD],lcoh[USD/kg],fom[USD],hy[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,3593708664.426919,1.171542989764962,100869308.0958658,3153600000.0,0.0,1503748.8876797,1307881.126918143,80993.52068380687,0.0,-2.162963214681819e-12,4.525594984843404e-10,0.0,2187954631.5739636,1395509162.4216585,10244584.689132392,0.0,8.870166170293072e-08,5.0
60,3406747213.913398,1.110497956865089,95319142.85634449,3153600000.0,0.0,1420635.20666675,1235992.357333448,188046.4412284826,129.2113772536865,-1.190932192634089e-10,-1.341112447549829e-11,0.0,2067024225.7001212,1318803845.274789,20852001.835794486,66673.07066290223,-2.628580397197665e-09,5.0
70,3610315354.447263,1.176828508189625,100931028.9795388,3153600000.0,0.0,1504673.157427163,1308680.569492572,306380.9304985977,129.2113752979867,0.0,-1.936914582549377e-12,0.0,2189299444.0565224,1396362167.6485744,24586744.281515505,66673.06965376114,-3.796352581796779e-10,5.0
80,4142821430.266972,1.350314148980602,115529269.9582543,3153600000.0,-6.925218078280065e-07,1723281.701381203,1497764.954775512,586694.1381799191,0.0,1.230059317099415e-06,-6.581981162005118e-09,-0.000777494233648503,2507374875.50965,1598115206.7454712,37330482.16934969,0.0,-1.2900683077530032e-06,5.0
90,6646153306.025364,2.163348440306116,176182335.324004,3153600000.0,-1.23776098107052e-06,2637334.810162885,2282210.559454837,864000.0000000062,576649.3723951618,7321.363538608911,71336.36269623543,-0.0013896342534478728,3837322148.786998,2435118666.938311,45836352.35929259,297551076.15590346,13981927.088462144,5.0
100,6482259438.269354,2.111975072787839,178065151.2743736,3153600000.0,0.0,2659756.032721299,2307763.823409189,3334751.136171513,0.0,-7.151615515036833e-08,2.629362060661154e-09,0.0,3869945027.6094904,2462383999.577605,149944737.37236193,0.0,5.153549638895862e-07,5.0
