cf,capex[USD],lcoh[USD/kg],fom[USD],hy[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,3594804511.454647,1.171656073179104,100130080.9229753,3153600000.0,0.0,1490771.385062484,1298691.475494189,38388.75760865623,37361.33832132041,0.0,-1.952567560423277e-11,0.0,2169072365.2659144,1385703804.3522997,20749988.722748045,19278450.57380133,-3.8270324184296234e-09,5.0
60,3700376246.736532,1.206177052208175,103423705.107169,3153600000.0,3.193203431020174e-23,1542000.962853536,1340967.07126955,197842.5121209559,0.0,0.0,-1.124010731675714e-12,3.5850094920063494e-20,2243611400.9518948,1430811865.0446098,25953037.221955776,0.0,-2.2030610340843996e-10,5.0
70,4187820591.987339,1.365080164342331,117096214.2826356,3153600000.0,0.0,1746746.680155159,1518060.872981346,333039.0471980231,0.0,1.038532978400441e-06,4.532317349756853e-08,0.0,2541516419.6257563,1619770951.4710963,26532759.891492542,0.0,8.88334200552343e-06,5.0
80,5369262013.845016,1.749855092241108,149081005.0465417,3153600000.0,-3.788273645795283e-07,2229455.270804449,1931590.761509125,893305.3380168296,15887.42524148743,1553.129295275001,15133.05468477329,-0.0004253094822134364,3243857419.0204735,2061007342.5302362,49763743.3881685,8197911.4246075135,2966078.7182155647,5.0
90,7116043807.121808,2.317812066247883,193408324.9975165,3153600000.0,-1.041735621972858e-11,2903322.158250529,2503709.724911714,2740539.917736812,0.0,7286.337565982801,149659.9969694111,-1.1695565827889276e-08,4224333740.2545195,2671458276.4807987,158205088.9580506,0.0,29333359.406004574,5.0
100,7561296525.514761,2.464476520787229,210676630.4398453,3153600000.0,-5.994292928767778e-07,3148112.676984076,2730165.501814743,1521824.905979466,0.0,5.959241576987045e-07,3.177043476316265e-07,-0.0006729792671127584,4580503945.01183,2913086590.436331,67703338.3162107,0.0,6.22700521357988e-05,5.0
