cf,capex[USD],lcoh[USD/kg],fom[USD],hy[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
50,3571979727.260065,1.163932894154292,98599047.74490988,3153600000.0,0.0,1469894.523778058,1278446.644905921,65548.69704133547,65550.99486675987,0.0,0.0,0.0,2138696532.0970743,1364102570.1146178,35356567.34060359,33824313.35124809,0.0,5.0
60,3884029579.057359,1.265797329450193,107788879.0967706,3153600000.0,0.0,1610528.625340921,1396869.206335924,110512.4879312489,68448.92205716598,0.0,0.0,0.0,2343319149.8710403,1490459443.160431,14931168.31491322,35319643.78149765,0.0,5.0
70,6125006449.857716,1.995313473131493,167414119.0097603,3153600000.0,-1.870368122792368e-07,2501462.038038937,2169562.472566341,3037771.067591646,0.0,1248.360802621165,12163.51550125857,-0.00020998622914589915,3639627265.346653,2314923158.228286,165289196.62004018,0.0,2384049.0382466796,5.0
80,5196267518.988628,1.693810015138142,145331744.7510161,3153600000.0,0.0,2169573.527232133,1883782.875313048,411673.758457517,0.0,-1.605710913869784e-07,-6.948622823415774e-08,0.0,3156729482.122753,2009996327.9590223,29540469.93111974,0.0,-1.3619300733894918e-05,5.0
90,5540044349.386944,1.805806426455527,154746797.0832072,3153600000.0,0.0,2310563.861927059,2005731.772118007,760706.1649644881,0.0,-4.684510267619074e-08,-2.536912176815182e-09,0.0,3361870419.103871,2140115800.8499136,38056879.122266814,0.0,-4.972347866557757e-07,5.0
100,7413321792.677527,2.416265923491387,206614423.6449106,3153600000.0,0.0,3087281.16214726,2677549.582141155,1395670.878138354,0.0,-2.634072579523911e-12,3.187508917238688e-07,0.0,4491994090.924263,2856945404.1446123,64387547.43807792,0.0,6.247517477787829e-05,5.0
