cf,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
100,5955032460.528693,3.709173500298239,10771114.72722812,36414609.23540654,63364377.67401571,8469729.655653445,157680000.0,849456.9974154672,1952525.964364962,1696048.652944746,8223038.500634413,0.0,0.0,0.0,953710854.7082675,2841803914.834984,1810531937.0185163,348964778.48870736,0.0,0.0,5.0
