cf,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
100,5955033933.599782,3.70917531044641,10770977.54124361,36414673.09893084,63364488.32860922,8469862.51416683,157680000.0,849446.1783315148,1952529.388682619,1696051.614791467,8223167.48948236,0.0,4.932725486439645e-12,1.614501020534246e-12,953698707.7981416,2841808898.7581177,1810535098.789891,348970769.6536123,0.0,3.164422000247122e-10,5.0
