cf,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
100,5974936350.854643,3.694871422245665,15369938.70549583,33620841.75602967,58523692.66366508,7693190.479927296,157680000.0,1212140.276458662,1802726.099519017,1566479.996350778,7469116.970803199,0.0,0.0,0.0,1360906252.5884335,2623777701.5449533,1672217396.1044555,317998824.42590636,0.0,0.0,5.0
