cf,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s]
100,6515681471.663588,4.102272351105235,3497794.264948698,46875342.47300336,81489405.95724352,5283383.182315967,157680000.0,275851.2827246607,2513423.188900984,2181193.949605019,5129498.235258221,-2.100793478482142e-06,-9.90723717551567e-08,-1.389579969694603e-07,309706510.6534583,3658161780.2859373,2328424541.2033577,219375379.5627039,-0.0010840094348967852,-2.7235767406014216e-05,5.0
