electricity,irradiance_direct,irradiance_diffuse,temperature
0.756,0.845,0.20800000000000002,33.237
0.759,0.846,0.223,34.778
0.768,0.878,0.215,35.974
0.752,0.845,0.224,36.773
0.719,0.781,0.233,37.194
0.679,0.726,0.22,37.286
0.619,0.653,0.19,36.97
0.467,0.456,0.154,36.182
0.319,0.324,0.083,35.047
0.07200000000000001,0.091,0.012,32.168
0.0,0.0,0.0,30.402
0.0,0.0,0.0,29.617
0.0,0.0,0.0,28.838
0.0,0.0,0.0,28.07
0.0,0.0,0.0,27.336
0.0,0.0,0.0,26.724
0.0,0.0,0.0,26.191
0.0,0.0,0.0,25.681
0.0,0.0,0.0,25.207
0.028,0.04,0.006,24.748
0.376,0.394,0.067,26.833
0.585,0.632,0.124,29.594
0.6880000000000001,0.773,0.159,32.694
0.732,0.841,0.183,35.438
0.753,0.886,0.193,37.697
0.759,0.902,0.199,39.306
0.758,0.906,0.202,40.378
0.75,0.897,0.202,41.061
0.734,0.873,0.198,41.389
0.706,0.8320000000000001,0.187,41.391
0.657,0.764,0.166,41.018
0.561,0.635,0.132,40.261
0.377,0.41300000000000003,0.08,38.929
0.039,0.052000000000000005,0.01,35.487
0.0,0.0,0.0,33.784
0.0,0.0,0.0,33.35
0.0,0.0,0.0,32.501
0.0,0.0,0.0,32.207
0.0,0.0,0.0,31.718
0.0,0.0,0.0,30.907
0.0,0.0,0.0,30.304
0.0,0.0,0.0,29.602
0.0,0.0,0.0,28.737
0.027,0.04,0.006,27.958
0.387,0.41400000000000003,0.066,29.096
0.586,0.645,0.122,31.572
0.675,0.761,0.161,34.537
0.6910000000000001,0.758,0.203,36.72
0.719,0.797,0.226,38.435
0.732,0.8200000000000001,0.23500000000000001,39.845
0.744,0.865,0.222,41.05
0.74,0.871,0.216,41.965
0.724,0.851,0.209,42.467
0.6950000000000001,0.811,0.196,42.438
0.625,0.6980000000000001,0.182,41.84
0.338,0.275,0.168,40.44
0.188,0.164,0.083,38.483
0.012,0.019,0.008,35.392
0.0,0.0,0.0,33.354
0.0,0.0,0.0,31.802
0.0,0.0,0.0,29.748
0.0,0.0,0.0,26.862
0.0,0.0,0.0,24.18
0.0,0.0,0.0,22.25
0.0,0.0,0.0,20.859
0.0,0.0,0.0,19.71
0.0,0.0,0.0,18.724
0.032,0.044,0.006,17.971
0.439,0.453,0.066,18.386
0.656,0.6970000000000001,0.11800000000000001,20.104
0.751,0.8180000000000001,0.153,22.179
0.794,0.882,0.17500000000000002,24.651
0.8140000000000001,0.937,0.17200000000000001,27.14
0.8160000000000001,0.9550000000000001,0.17500000000000002,29.361
0.811,0.961,0.17500000000000002,31.158
0.803,0.9570000000000001,0.17300000000000001,32.437
0.788,0.9390000000000001,0.17,33.162
0.764,0.904,0.163,33.272
0.721,0.842,0.147,32.757
0.64,0.731,0.11800000000000001,31.63
0.462,0.51,0.073,29.923000000000002
0.113,0.136,0.011,27.079
0.0,0.0,0.0,25.112
0.0,0.0,0.0,23.957
0.0,0.0,0.0,22.785
0.0,0.0,0.0,21.285
0.0,0.0,0.0,19.208
0.0,0.0,0.0,17.422
0.0,0.0,0.0,16.29
0.0,0.0,0.0,15.516
0.0,0.0,0.0,14.933
0.041,0.054,0.005,14.525
0.497,0.521,0.062,15.468
0.6960000000000001,0.75,0.11,17.306
0.782,0.863,0.14100000000000001,19.322
0.8220000000000001,0.922,0.158,21.347
0.839,0.9590000000000001,0.164,23.183
0.843,0.977,0.166,24.794
0.84,0.983,0.165,26.136
0.8320000000000001,0.979,0.164,27.215
0.8190000000000001,0.962,0.162,27.838
0.795,0.928,0.155,28.06
0.749,0.861,0.14200000000000002,27.74
0.665,0.748,0.115,26.833
0.47900000000000004,0.519,0.07200000000000001,25.419
0.114,0.134,0.011,22.82
0.0,0.0,0.0,20.755
0.0,0.0,0.0,19.855
0.0,0.0,0.0,19.057
0.0,0.0,0.0,18.076
0.0,0.0,0.0,17.141
0.0,0.0,0.0,16.239
0.0,0.0,0.0,15.346
0.0,0.0,0.0,14.499
0.0,0.0,0.0,13.681000000000001
0.042,0.056,0.005,12.992
0.521,0.548,0.061,13.854
0.718,0.779,0.107,16.006
0.799,0.888,0.136,18.298
0.834,0.9430000000000001,0.153,20.543
0.845,0.97,0.162,22.846
0.844,0.98,0.166,25.098
0.835,0.979,0.168,27.064
0.8220000000000001,0.968,0.169,28.674
0.804,0.9440000000000001,0.168,29.767
0.775,0.904,0.162,30.367
0.727,0.836,0.146,30.297
0.638,0.717,0.11800000000000001,29.744
0.449,0.487,0.073,28.575
0.101,0.122,0.011,25.189
0.0,0.0,0.0,23.248
0.0,0.0,0.0,22.485
0.0,0.0,0.0,21.562
0.0,0.0,0.0,20.54
0.0,0.0,0.0,19.58
0.0,0.0,0.0,18.783
0.0,0.0,0.0,18.141
0.0,0.0,0.0,17.505
0.0,0.0,0.0,16.827
0.039,0.052000000000000005,0.005,16.2
0.503,0.536,0.061,17.52
0.6930000000000001,0.762,0.109,20.184
0.768,0.868,0.14,23.803
0.8,0.923,0.159,26.65
0.8150000000000001,0.9530000000000001,0.168,28.39
0.8170000000000001,0.965,0.17200000000000001,29.954
0.8130000000000001,0.966,0.17400000000000002,31.234
0.803,0.9550000000000001,0.17400000000000002,32.193
0.787,0.931,0.17200000000000001,32.648
0.76,0.89,0.165,32.745
0.711,0.8180000000000001,0.15,32.377
0.622,0.7010000000000001,0.12,31.504
0.436,0.47300000000000003,0.074,30.032
0.095,0.116,0.01,26.434
0.0,0.0,0.0,24.544
0.0,0.0,0.0,23.727
0.0,0.0,0.0,22.797
0.0,0.0,0.0,21.81
0.0,0.0,0.0,20.918
0.0,0.0,0.0,20.176
0.0,0.0,0.0,19.573
0.0,0.0,0.0,19.104
0.0,0.0,0.0,18.803
0.035,0.049,0.005,18.698
0.488,0.525,0.061,20.305
0.673,0.746,0.11,23.244
0.75,0.852,0.14300000000000002,26.314
0.785,0.908,0.163,28.873
0.799,0.9380000000000001,0.17300000000000001,30.773
0.803,0.9500000000000001,0.178,32.275
0.798,0.9500000000000001,0.179,33.451
0.789,0.9400000000000001,0.179,34.323
0.772,0.915,0.177,34.833
0.745,0.875,0.169,34.964
0.6970000000000001,0.807,0.152,34.63
0.609,0.6910000000000001,0.121,33.87
0.424,0.465,0.074,32.533
0.092,0.114,0.01,28.747
0.0,0.0,0.0,26.752
0.0,0.0,0.0,25.823
0.0,0.0,0.0,24.872
0.0,0.0,0.0,23.886
0.0,0.0,0.0,22.953
0.0,0.0,0.0,22.153
0.0,0.0,0.0,21.444
0.0,0.0,0.0,20.781
0.0,0.0,0.0,20.146
0.036000000000000004,0.05,0.005,19.686
0.5,0.546,0.061,21.787
0.68,0.766,0.109,24.713
0.745,0.868,0.14100000000000001,29.704
0.778,0.922,0.16,31.899
0.793,0.936,0.182,33.374
0.797,0.9490000000000001,0.188,34.583
0.795,0.9510000000000001,0.189,35.553
0.786,0.9410000000000001,0.188,36.261
0.769,0.916,0.185,36.706
0.74,0.871,0.177,36.767
0.657,0.729,0.17300000000000001,36.318
0.321,0.242,0.168,35.249
0.121,0.08600000000000001,0.075,33.788
0.011,0.017,0.008,30.72
0.0,0.0,0.0,29.454
0.0,0.0,0.0,28.819
0.0,0.0,0.0,28.317
0.0,0.0,0.0,27.792
0.0,0.0,0.0,27.206
0.0,0.0,0.0,26.541
0.0,0.0,0.0,25.753
0.0,0.0,0.0,25.092
0.0,0.0,0.0,24.464
0.023,0.035,0.005,23.627
0.435,0.47200000000000003,0.064,26.338
0.443,0.41200000000000003,0.14200000000000002,29.094
0.631,0.66,0.181,32.954
0.729,0.8300000000000001,0.19,35.485
0.761,0.865,0.223,37.006
0.769,0.88,0.233,38.219
0.768,0.882,0.23600000000000002,39.123
0.759,0.869,0.23500000000000001,39.663
0.74,0.841,0.229,39.789
0.706,0.793,0.214,39.544
0.644,0.707,0.189,38.962
0.308,0.22,0.177,37.728
0.055,0.024,0.058,35.904
0.001,0.004,0.005,33.372
0.0,0.0,0.0,32.395
0.0,0.0,0.0,31.754
0.0,0.0,0.0,31.186
0.0,0.0,0.0,30.48
0.0,0.0,0.0,29.478
0.0,0.0,0.0,28.308
0.0,0.0,0.0,27.156
0.0,0.0,0.0,26.0
0.0,0.0,0.0,24.964
0.0,0.004,0.003,24.167
0.055,0.032,0.046,24.374
0.133,0.048,0.121,25.692
0.24,0.076,0.219,27.546
0.341,0.106,0.318,30.073
0.418,0.10300000000000001,0.427,32.472
0.445,0.094,0.47700000000000004,33.766
0.422,0.068,0.47400000000000003,34.546
0.371,0.047,0.428,35.047
0.289,0.028,0.34,35.25
0.218,0.021,0.259,35.239
0.159,0.019,0.189,35.075
0.097,0.016,0.117,34.736
0.037,0.011,0.05,33.669
0.001,0.003,0.005,32.212
0.0,0.0,0.0,31.482
0.0,0.0,0.0,30.812
0.0,0.0,0.0,30.103
0.0,0.0,0.0,29.409
0.0,0.0,0.0,28.61
0.0,0.0,0.0,27.639
0.0,0.0,0.0,26.596
0.0,0.0,0.0,25.515
0.0,0.0,0.0,24.43
0.003,0.008,0.004,23.652
0.114,0.082,0.064,24.967
0.202,0.095,0.154,26.6
0.28,0.097,0.25,29.824
0.374,0.11900000000000001,0.353,32.741
0.482,0.20800000000000002,0.418,34.52
0.554,0.274,0.462,35.775
