electricity,irradiance_direct,irradiance_diffuse,temperature
0.791,0.842,0.233,27.94
0.788,0.8320000000000001,0.247,29.044
0.776,0.806,0.256,29.709
0.743,0.74,0.266,29.866
0.687,0.65,0.262,29.537
0.579,0.501,0.241,28.661
0.47200000000000003,0.41300000000000003,0.17500000000000002,27.384
0.228,0.185,0.094,25.658
0.05,0.059000000000000004,0.013000000000000001,23.735
0.0,0.0,0.0,22.238
0.0,0.0,0.0,21.324
0.0,0.0,0.0,20.71
0.0,0.0,0.0,20.33
0.0,0.0,0.0,19.999
0.0,0.0,0.0,19.727
0.0,0.0,0.0,19.52
0.0,0.0,0.0,19.316
0.0,0.0,0.0,19.142
0.0,0.0,0.0,18.98
0.112,0.107,0.033,19.216
0.321,0.259,0.121,20.607
0.632,0.623,0.171,22.773
0.732,0.756,0.202,24.85
0.769,0.806,0.225,26.751
0.79,0.849,0.228,28.401
0.789,0.846,0.23800000000000002,29.603
0.768,0.795,0.257,30.159
0.748,0.765,0.253,30.311
0.672,0.623,0.267,29.857
0.62,0.585,0.221,28.984
0.422,0.342,0.18,27.533
0.264,0.227,0.094,25.823
0.041,0.05,0.012,23.905
0.0,0.0,0.0,22.402
0.0,0.0,0.0,21.401
0.0,0.0,0.0,20.748
0.0,0.0,0.0,20.337
0.0,0.0,0.0,20.004
0.0,0.0,0.0,19.702
0.0,0.0,0.0,19.384
0.0,0.0,0.0,18.922
0.0,0.0,0.0,18.5
0.0,0.0,0.0,18.058
0.311,0.334,0.03,18.145
0.495,0.484,0.111,20.12
0.6950000000000001,0.733,0.154,22.556
0.76,0.8170000000000001,0.185,24.732
0.79,0.86,0.20500000000000002,26.696
0.782,0.8130000000000001,0.248,28.153
0.745,0.6930000000000001,0.31,29.001
0.674,0.501,0.39,29.316
0.597,0.365,0.406,29.192
0.518,0.294,0.36,28.693
0.48,0.327,0.274,28.149
0.40700000000000003,0.317,0.184,27.316
0.297,0.267,0.095,26.065
0.069,0.082,0.013000000000000001,24.233
0.0,0.0,0.0,22.556
0.0,0.0,0.0,21.393
0.0,0.0,0.0,20.458
0.0,0.0,0.0,19.709
0.0,0.0,0.0,19.089
0.0,0.0,0.0,18.555
0.0,0.0,0.0,18.093
0.0,0.0,0.0,17.851
0.0,0.0,0.0,17.905
0.0,0.0,0.0,18.013
0.268,0.28500000000000003,0.03,18.042
0.47500000000000003,0.455,0.114,20.144
0.677,0.7010000000000001,0.162,23.033
0.745,0.787,0.197,25.835
0.775,0.8320000000000001,0.219,28.291
0.779,0.8180000000000001,0.255,30.468
0.772,0.801,0.272,32.205
0.749,0.749,0.292,33.408
0.6920000000000001,0.623,0.323,33.968
0.435,0.179,0.377,33.256
0.254,0.065,0.253,32.054
0.148,0.041,0.15,30.726
0.073,0.032,0.07,29.208
0.005,0.008,0.008,27.298
0.0,0.0,0.0,25.681
0.0,0.0,0.0,24.511
0.0,0.0,0.0,23.488
0.0,0.0,0.0,22.59
0.0,0.0,0.0,21.847
0.0,0.0,0.0,21.224
0.0,0.0,0.0,20.61
0.0,0.0,0.0,20.048
0.0,0.0,0.0,19.563
0.0,0.0,0.0,19.237
0.318,0.34400000000000003,0.031,19.557
0.456,0.432,0.11800000000000001,21.687
0.601,0.5720000000000001,0.185,24.634
0.726,0.755,0.211,27.908
0.766,0.8280000000000001,0.228,31.261
0.772,0.791,0.295,33.996
0.773,0.795,0.306,35.896
0.756,0.763,0.317,37.042
0.6970000000000001,0.623,0.354,37.34
0.492,0.243,0.404,36.604
0.242,0.05,0.259,35.122
0.11900000000000001,0.022,0.136,33.342
0.047,0.013000000000000001,0.058,31.262
0.002,0.004,0.007,28.896
0.0,0.0,0.0,26.632
0.0,0.0,0.0,24.575
0.0,0.0,0.0,23.362
0.0,0.0,0.0,22.822
0.0,0.0,0.0,22.638
0.0,0.0,0.0,22.485
0.0,0.0,0.0,22.418
0.0,0.0,0.0,22.346
0.0,0.0,0.0,22.257
0.0,0.0,0.0,22.235
0.002,0.002,0.007,22.25
0.025,0.004,0.038,22.432
0.09,0.009000000000000001,0.109,22.897
0.179,0.017,0.203,23.438
0.41600000000000004,0.101,0.405,24.7
0.552,0.211,0.485,26.979
0.524,0.151,0.514,28.863
0.393,0.053,0.436,29.204
0.356,0.049,0.393,29.33
0.259,0.029,0.292,29.049
0.164,0.017,0.189,28.562
0.093,0.013000000000000001,0.112,27.992
0.035,0.008,0.047,27.025
0.002,0.004,0.007,25.489
0.0,0.0,0.0,24.212
0.0,0.0,0.0,23.522
0.0,0.0,0.0,22.961
0.0,0.0,0.0,22.194
0.0,0.0,0.0,21.345
0.0,0.0,0.0,20.533
0.0,0.0,0.0,20.033
0.0,0.0,0.0,19.665
0.0,0.0,0.0,19.349
0.0,0.0,0.0,19.053
0.164,0.167,0.031,19.208
0.381,0.323,0.129,20.613
0.677,0.679,0.181,22.723
0.745,0.752,0.227,25.022
0.782,0.796,0.258,27.165
0.796,0.867,0.225,28.921
0.784,0.8310000000000001,0.248,30.11
0.775,0.8160000000000001,0.251,30.844
0.641,0.48,0.365,30.614
0.604,0.47100000000000003,0.315,29.976
0.369,0.17500000000000002,0.28,28.511
0.257,0.133,0.182,26.861
0.129,0.08,0.084,25.035
0.019,0.024,0.011,23.188
0.0,0.0,0.0,21.918
0.0,0.0,0.0,21.271
0.0,0.0,0.0,20.852
0.0,0.0,0.0,20.578
0.0,0.0,0.0,20.396
0.0,0.0,0.0,20.23
0.0,0.0,0.0,20.09
0.0,0.0,0.0,19.909
0.0,0.0,0.0,19.596
0.0,0.0,0.0,19.217
0.199,0.209,0.029,19.33
0.398,0.356,0.117,20.735
0.6880000000000001,0.718,0.159,22.713
0.762,0.8150000000000001,0.19,24.579
0.793,0.858,0.21,26.388
0.805,0.892,0.21,28.023
0.802,0.887,0.217,29.306
0.784,0.849,0.23,30.155
0.739,0.75,0.254,30.557
0.646,0.5760000000000001,0.277,30.473
0.5650000000000001,0.492,0.23600000000000002,30.057
0.302,0.19,0.183,29.021
0.201,0.16,0.09,27.729
0.042,0.052000000000000005,0.012,25.845
0.0,0.0,0.0,24.146
0.0,0.0,0.0,23.002
0.0,0.0,0.0,22.143
0.0,0.0,0.0,21.598
0.0,0.0,0.0,21.308
0.0,0.0,0.0,21.063
0.0,0.0,0.0,20.755
0.0,0.0,0.0,20.397
0.0,0.0,0.0,19.992
0.0,0.0,0.0,19.622
0.19,0.2,0.028,19.671
0.444,0.42,0.112,21.06
0.6930000000000001,0.734,0.153,23.197
0.763,0.8300000000000001,0.182,25.47
0.791,0.874,0.2,27.696
0.775,0.781,0.277,29.483
0.725,0.621,0.36,30.661
0.646,0.41600000000000004,0.441,31.303
0.515,0.20800000000000002,0.453,31.323
0.425,0.154,0.381,31.066
0.385,0.189,0.294,30.767
0.263,0.137,0.19,30.006
0.14200000000000002,0.091,0.09,28.576999999999998
0.015,0.02,0.01,26.475
0.0,0.0,0.0,24.688
0.0,0.0,0.0,23.329
0.0,0.0,0.0,22.194
0.0,0.0,0.0,21.449
0.0,0.0,0.0,20.964
0.0,0.0,0.0,20.596
0.0,0.0,0.0,20.276
0.0,0.0,0.0,20.026
0.0,0.0,0.0,19.905
0.0,0.0,0.0,19.832
0.052000000000000005,0.05,0.024,19.947
0.171,0.096,0.112,20.963
0.308,0.152,0.216,22.719
0.47000000000000003,0.262,0.315,24.954
0.627,0.45,0.357,27.392
0.6920000000000001,0.5650000000000001,0.354,29.506
0.705,0.586,0.364,31.125
0.6950000000000001,0.578,0.364,32.279
0.68,0.588,0.333,33.07
0.643,0.5700000000000001,0.292,33.399
0.507,0.389,0.267,33.028
0.336,0.232,0.19,32.103
0.224,0.186,0.094,30.587
0.033,0.042,0.011,28.122
0.0,0.0,0.0,25.981
0.0,0.0,0.0,24.348
0.0,0.0,0.0,23.098
0.0,0.0,0.0,22.327
0.0,0.0,0.0,21.855
0.0,0.0,0.0,21.494
0.0,0.0,0.0,21.168
0.0,0.0,0.0,20.852
0.0,0.0,0.0,20.641
0.0,0.0,0.0,20.496
0.054,0.053,0.023,20.605
0.192,0.12,0.113,21.827
0.31,0.161,0.212,23.739
0.486,0.298,0.304,26.03
0.648,0.516,0.329,28.495
0.753,0.769,0.26,30.785
0.752,0.767,0.272,32.312
0.754,0.791,0.257,33.281
0.685,0.626,0.305,33.422
0.585,0.455,0.316,32.922
0.37,0.187,0.278,31.63
0.298,0.186,0.184,29.95
0.213,0.17300000000000001,0.091,27.814
0.033,0.042,0.011,25.278
0.0,0.0,0.0,23.384
0.0,0.0,0.0,22.326
0.0,0.0,0.0,21.687
0.0,0.0,0.0,21.244
0.0,0.0,0.0,20.869
0.0,0.0,0.0,20.547
0.0,0.0,0.0,20.217
0.0,0.0,0.0,19.924
0.0,0.0,0.0,19.671
0.0,0.0,0.0,19.368
0.247,0.264,0.028,19.277
0.495,0.488,0.109,20.983
0.7030000000000001,0.749,0.153,23.319
0.767,0.833,0.184,25.449
0.794,0.875,0.203,27.553
0.801,0.88,0.224,29.379
0.792,0.858,0.24,30.744
0.744,0.728,0.292,31.491
0.665,0.545,0.343,31.554
0.584,0.434,0.327,31.15
0.506,0.382,0.263,30.346
0.381,0.289,0.184,29.096
0.227,0.187,0.092,27.394
0.038,0.047,0.011,25.252
0.0,0.0,0.0,23.483
0.0,0.0,0.0,22.22
0.0,0.0,0.0,21.253
0.0,0.0,0.0,20.57
0.0,0.0,0.0,20.182
0.0,0.0,0.0,19.952
0.0,0.0,0.0,19.709
0.0,0.0,0.0,19.435
0.0,0.0,0.0,19.162
0.0,0.0,0.0,18.904
0.111,0.113,0.027,18.949
0.23700000000000002,0.167,0.115,20.467
0.40800000000000003,0.281,0.21,22.667
0.529,0.367,0.29,24.664
0.648,0.512,0.324,26.53
0.726,0.671,0.297,28.193
0.746,0.721,0.289,29.469
0.737,0.71,0.289,30.261
0.72,0.6990000000000001,0.273,30.615
0.675,0.643,0.255,30.403
0.583,0.525,0.228,29.624
0.43,0.361,0.17300000000000001,28.356
0.23500000000000001,0.198,0.09,26.689
0.035,0.044,0.011,24.708
0.0,0.0,0.0,23.224
0.0,0.0,0.0,22.327
0.0,0.0,0.0,21.665
0.0,0.0,0.0,21.186
0.0,0.0,0.0,20.814
0.0,0.0,0.0,20.377
0.0,0.0,0.0,19.925
0.0,0.0,0.0,19.431
0.0,0.0,0.0,19.071
0.0,0.0,0.0,18.816
0.221,0.23500000000000001,0.027,19.089
0.399,0.362,0.113,21.195
0.6900000000000001,0.73,0.154,23.513
0.759,0.8160000000000001,0.187,25.282
0.786,0.85,0.209,26.92
0.776,0.759,0.292,28.215
0.795,0.81,0.28200000000000003,29.283
0.775,0.762,0.299,29.767
0.68,0.531,0.371,29.471
0.551,0.33,0.373,28.627
0.343,0.13,0.291,27.28
0.187,0.062,0.17,25.901
0.079,0.034,0.073,24.534
0.005,0.008,0.007,23.177
0.0,0.0,0.0,22.162
0.0,0.0,0.0,21.522
0.0,0.0,0.0,21.126
0.0,0.0,0.0,20.937
0.0,0.0,0.0,20.747
0.0,0.0,0.0,20.572
0.0,0.0,0.0,20.461
0.0,0.0,0.0,20.268
0.0,0.0,0.0,20.107
0.0,0.0,0.0,19.99
0.019,0.018000000000000002,0.017,20.032
0.085,0.029,0.083,20.788
0.192,0.052000000000000005,0.18,22.025
0.317,0.08700000000000001,0.293,23.377
0.381,0.08600000000000001,0.375,24.427
0.403,0.059000000000000004,0.432,25.164
0.405,0.049,0.446,25.655
0.41400000000000003,0.054,0.453,25.985
0.426,0.077,0.446,26.156
0.40700000000000003,0.105,0.393,26.072
0.304,0.081,0.28800000000000003,25.475
0.18,0.05,0.17200000000000001,24.549
0.06,0.019,0.065,23.344
0.002,0.004,0.006,22.062
0.0,0.0,0.0,21.194
0.0,0.0,0.0,20.721
0.0,0.0,0.0,20.413
0.0,0.0,0.0,20.204
0.0,0.0,0.0,20.039
0.0,0.0,0.0,19.858
0.0,0.0,0.0,19.673000000000002
0.0,0.0,0.0,19.457
0.0,0.0,0.0,19.286
0.0,0.0,0.0,19.187
0.016,0.014,0.017,19.295
0.08700000000000001,0.027,0.08600000000000001,20.191
0.185,0.043000000000000003,0.182,21.797
0.314,0.075,0.302,23.495
0.435,0.11800000000000001,0.41500000000000004,25.088
0.542,0.20500000000000002,0.47500000000000003,26.332
0.632,0.331,0.485,27.411
0.683,0.47000000000000003,0.431,28.43
0.656,0.458,0.401,28.795
0.586,0.391,0.361,28.484
0.404,0.199,0.30000000000000004,27.483
0.193,0.065,0.17300000000000001,26.05
0.053,0.017,0.059000000000000004,24.531
0.002,0.004,0.006,23.075
0.0,0.0,0.0,21.987
0.0,0.0,0.0,21.334
0.0,0.0,0.0,20.906
0.0,0.0,0.0,20.595
0.0,0.0,0.0,20.389
0.0,0.0,0.0,20.283
0.0,0.0,0.0,20.194
0.0,0.0,0.0,20.182
0.0,0.0,0.0,20.2
0.0,0.0,0.0,20.183
0.052000000000000005,0.051000000000000004,0.024,20.412
0.124,0.056,0.099,21.131
0.24,0.08700000000000001,0.201,22.015
0.356,0.11800000000000001,0.309,22.991
0.41500000000000004,0.111,0.393,24.234
0.421,0.076,0.438,25.275
0.428,0.066,0.458,25.724
0.437,0.073,0.464,26.025
0.41600000000000004,0.078,0.432,26.135
0.359,0.075,0.362,25.872
0.297,0.082,0.279,25.341
0.234,0.097,0.188,24.526
0.12,0.066,0.08600000000000001,23.307
0.01,0.013000000000000001,0.009000000000000001,21.827
0.0,0.0,0.0,20.903
0.0,0.0,0.0,20.533
0.0,0.0,0.0,20.37
0.0,0.0,0.0,20.263
0.0,0.0,0.0,20.127
0.0,0.0,0.0,19.97
0.0,0.0,0.0,19.793
0.0,0.0,0.0,19.57
0.0,0.0,0.0,19.423
0.0,0.0,0.0,19.288
0.106,0.108,0.027,19.469
0.251,0.177,0.122,20.335
0.34,0.181,0.223,21.412
0.427,0.191,0.325,22.859
0.518,0.225,0.41400000000000003,24.324
0.595,0.313,0.44,25.73
0.621,0.332,0.464,26.824
0.5700000000000001,0.244,0.47900000000000004,27.232
0.534,0.23,0.443,27.29
0.458,0.191,0.376,26.815
0.318,0.111,0.276,25.737
0.231,0.10200000000000001,0.178,24.576
0.124,0.075,0.082,23.33
0.016,0.021,0.009000000000000001,21.972
0.0,0.0,0.0,20.943
0.0,0.0,0.0,20.302
0.0,0.0,0.0,19.916
0.0,0.0,0.0,19.624
0.0,0.0,0.0,19.308
0.0,0.0,0.0,19.111
0.0,0.0,0.0,18.964
0.0,0.0,0.0,18.785
0.0,0.0,0.0,18.588
0.0,0.0,0.0,18.366
0.214,0.228,0.026000000000000002,18.605
0.466,0.445,0.113,20.36
0.6900000000000001,0.714,0.165,22.726
0.745,0.765,0.21,24.597
0.782,0.811,0.23600000000000002,26.163
0.797,0.869,0.215,27.541
0.77,0.789,0.253,28.458
0.771,0.809,0.24,29.086
0.738,0.746,0.247,29.22
0.669,0.626,0.253,28.743
0.606,0.5690000000000001,0.211,28.01
0.528,0.513,0.15,26.933
0.219,0.182,0.08600000000000001,25.465
0.037,0.047,0.01,23.733
0.0,0.0,0.0,22.182
0.0,0.0,0.0,21.079
0.0,0.0,0.0,20.076
0.0,0.0,0.0,19.131
0.0,0.0,0.0,18.381
0.0,0.0,0.0,17.764
0.0,0.0,0.0,17.185
0.0,0.0,0.0,16.719
0.0,0.0,0.0,16.392
0.0,0.0,0.0,16.142
0.315,0.342,0.024,16.417
0.62,0.664,0.096,19.168
0.736,0.808,0.14100000000000001,22.479
0.787,0.876,0.17,24.794
0.807,0.91,0.187,26.969
0.812,0.926,0.193,28.857
0.807,0.925,0.196,30.337
0.795,0.912,0.197,31.343
0.776,0.883,0.194,31.875
0.745,0.838,0.186,31.831
0.6920000000000001,0.764,0.166,31.296
0.588,0.629,0.134,30.256
0.377,0.386,0.08,28.633
0.054,0.069,0.009000000000000001,26.221
0.0,0.0,0.0,24.191
0.0,0.0,0.0,22.919
0.0,0.0,0.0,21.99
0.0,0.0,0.0,21.465
0.0,0.0,0.0,21.142
0.0,0.0,0.0,20.766
0.0,0.0,0.0,20.341
0.0,0.0,0.0,19.947
0.0,0.0,0.0,19.641
0.0,0.0,0.0,19.393
0.139,0.148,0.023,19.431
0.418,0.391,0.107,20.473
0.622,0.61,0.166,21.944
0.713,0.717,0.20400000000000001,23.821
0.711,0.667,0.26,25.506
0.739,0.68,0.303,27.123
0.753,0.712,0.302,28.473
0.717,0.62,0.337,29.007
0.667,0.532,0.34600000000000003,28.914
0.5690000000000001,0.389,0.336,28.207
0.489,0.34400000000000003,0.266,27.132
0.368,0.267,0.181,25.747
