electricity,irradiance_direct,irradiance_diffuse,temperature
0.809,0.893,0.20800000000000002,27.221
0.807,0.893,0.216,28.7
0.798,0.878,0.221,29.584
0.74,0.736,0.264,29.695
0.636,0.53,0.30000000000000004,29.131
0.468,0.301,0.28300000000000003,28.004
0.486,0.418,0.187,26.869
0.242,0.183,0.112,25.236
0.079,0.077,0.029,23.352
0.0,0.0,0.0,21.457
0.0,0.0,0.0,20.214
0.0,0.0,0.0,19.187
0.0,0.0,0.0,18.346
0.0,0.0,0.0,17.687
0.0,0.0,0.0,17.172
0.0,0.0,0.0,16.755
0.0,0.0,0.0,16.331
0.0,0.0,0.0,15.947
0.0,0.001,0.0,15.644
0.218,0.213,0.043000000000000003,16.349
0.506,0.491,0.114,18.419
0.714,0.759,0.149,21.109
0.775,0.843,0.176,23.71
0.801,0.884,0.194,25.782
0.811,0.912,0.194,27.322
0.804,0.894,0.20700000000000002,28.415
0.794,0.874,0.214,29.05
0.776,0.843,0.215,29.217
0.739,0.78,0.214,28.904
0.679,0.6940000000000001,0.197,28.125
0.588,0.589,0.159,27.002
0.436,0.432,0.10300000000000001,25.542
0.165,0.17200000000000001,0.031,23.53
0.0,0.0,0.0,21.253
0.0,0.0,0.0,19.815
0.0,0.0,0.0,18.592
0.0,0.0,0.0,17.649
0.0,0.0,0.0,16.981
0.0,0.0,0.0,16.468
0.0,0.0,0.0,16.001
0.0,0.0,0.0,15.547
0.0,0.0,0.0,15.086
0.0,0.001,0.0,14.542
0.27,0.271,0.042,15.184
0.624,0.658,0.1,17.377
0.744,0.811,0.138,20.314
0.792,0.88,0.163,23.091
0.8130000000000001,0.918,0.178,25.368
0.8200000000000001,0.937,0.183,27.192
0.8190000000000001,0.9430000000000001,0.186,28.611
0.812,0.9380000000000001,0.187,29.581
0.799,0.919,0.186,30.059
0.777,0.887,0.179,30.029
0.739,0.833,0.164,29.501
0.668,0.741,0.136,28.527
0.525,0.5660000000000001,0.094,27.081
0.221,0.23800000000000002,0.031,24.663
0.0,0.0,0.0,21.829
0.0,0.0,0.0,20.432
0.0,0.0,0.0,19.38
0.0,0.0,0.0,18.6
0.0,0.0,0.0,17.948
0.0,0.0,0.0,17.375
0.0,0.0,0.0,16.883
0.0,0.0,0.0,16.414
0.0,0.0,0.0,16.124
0.0,0.001,0.0,16.295
0.23700000000000002,0.23600000000000002,0.041,17.096
0.552,0.5630000000000001,0.106,19.323
0.686,0.729,0.149,23.494
0.75,0.8240000000000001,0.17500000000000002,26.851
0.78,0.868,0.191,28.51
0.766,0.785,0.26,29.733
0.708,0.601,0.35100000000000003,30.471
0.727,0.667,0.321,31.267
0.644,0.483,0.372,31.531
0.547,0.34800000000000003,0.359,31.334
0.361,0.156,0.295,30.554
0.188,0.06,0.176,29.367
0.097,0.041,0.088,27.942
0.026000000000000002,0.023,0.021,26.15
0.0,0.0,0.0,24.306
0.0,0.0,0.0,23.026
0.0,0.0,0.0,21.855
0.0,0.0,0.0,20.754
0.0,0.0,0.0,19.824
0.0,0.0,0.0,19.075
0.0,0.0,0.0,18.36
0.0,0.0,0.0,17.712
0.0,0.0,0.0,17.165
0.0,0.001,0.0,16.675
0.281,0.28400000000000003,0.044,17.166
0.5700000000000001,0.582,0.111,19.679
0.6970000000000001,0.739,0.158,23.9
0.752,0.8180000000000001,0.19,27.737
0.777,0.854,0.213,30.058
0.783,0.8210000000000001,0.267,31.527
0.783,0.812,0.28200000000000003,32.521
