electricity,irradiance_direct,irradiance_diffuse,temperature
0.776,0.853,0.217,30.862
0.772,0.838,0.23500000000000001,32.309
0.724,0.6960000000000001,0.299,33.099
0.683,0.605,0.324,33.554
0.613,0.484,0.333,33.678
0.542,0.417,0.293,33.598
0.43,0.317,0.232,33.205
0.257,0.17400000000000002,0.149,32.4
0.189,0.17300000000000001,0.067,31.032
0.011,0.02,0.005,27.652
0.0,0.0,0.0,26.183
0.0,0.0,0.0,25.288
0.0,0.0,0.0,24.401
0.0,0.0,0.0,23.538
0.0,0.0,0.0,22.734
0.0,0.0,0.0,22.06
0.0,0.0,0.0,21.558
0.0,0.0,0.0,21.157
0.0,0.0,0.0,20.816
0.20700000000000002,0.229,0.02,21.13
0.47600000000000003,0.489,0.091,23.224
0.636,0.677,0.14200000000000002,26.765
0.708,0.776,0.177,30.788
0.681,0.678,0.245,33.095
0.729,0.771,0.243,34.682
0.761,0.853,0.226,35.853
0.746,0.812,0.246,36.581
0.705,0.709,0.278,36.889
0.627,0.546,0.309,36.795
0.494,0.34500000000000003,0.304,36.344
0.545,0.524,0.2,36.111
0.47900000000000004,0.491,0.133,35.355
0.28200000000000003,0.291,0.066,33.585
0.014,0.024,0.005,29.597
0.0,0.0,0.0,28.034
0.0,0.0,0.0,27.358
0.0,0.0,0.0,26.821
0.0,0.0,0.0,26.129
0.0,0.0,0.0,25.296
0.0,0.0,0.0,24.548000000000002
0.0,0.0,0.0,24.0
0.0,0.0,0.0,23.555
0.0,0.0,0.0,23.128
0.202,0.226,0.02,23.114
0.47300000000000003,0.491,0.09,24.862
0.633,0.679,0.14,27.838
0.676,0.713,0.188,30.787
0.632,0.5710000000000001,0.272,32.923
0.608,0.444,0.368,34.232
0.64,0.482,0.386,35.283
0.501,0.186,0.46900000000000003,35.097
0.589,0.374,0.41500000000000004,35.403
0.525,0.303,0.387,35.045
0.45,0.257,0.324,34.282
0.456,0.356,0.231,33.793
0.47600000000000003,0.47500000000000003,0.138,33.175
0.264,0.262,0.068,31.53
0.011,0.019,0.005,28.829
0.0,0.0,0.0,27.714
0.0,0.0,0.0,26.927
0.0,0.0,0.0,26.061
0.0,0.0,0.0,25.128
0.0,0.0,0.0,24.32
0.0,0.0,0.0,23.742
0.0,0.0,0.0,23.281
0.0,0.0,0.0,22.749
0.0,0.0,0.0,22.052
0.194,0.215,0.02,22.065
0.468,0.48,0.093,24.042
0.635,0.671,0.145,26.526
0.712,0.772,0.182,29.679
0.75,0.8270000000000001,0.20600000000000002,32.119
0.774,0.896,0.19,33.515
0.782,0.914,0.192,34.377
0.782,0.918,0.192,34.705
0.776,0.909,0.19,34.75
0.76,0.885,0.184,34.647
0.73,0.841,0.17200000000000001,34.304
0.673,0.762,0.151,33.585
0.5650000000000001,0.622,0.116,32.255
0.339,0.359,0.063,29.97
0.018000000000000002,0.029,0.004,26.337
0.0,0.0,0.0,24.347
0.0,0.0,0.0,22.668
0.0,0.0,0.0,20.957
0.0,0.0,0.0,19.3
0.0,0.0,0.0,17.849
0.0,0.0,0.0,16.571
0.0,0.0,0.0,15.439
0.0,0.0,0.0,14.493
0.0,0.0,0.0,13.722
0.256,0.276,0.018000000000000002,13.299
0.5700000000000001,0.591,0.082,14.445
0.727,0.778,0.124,16.517
0.799,0.877,0.15,18.908
0.8320000000000001,0.933,0.163,21.113
0.844,0.962,0.169,23.011
0.846,0.976,0.17,24.646
0.84,0.976,0.171,25.893
0.8290000000000001,0.963,0.171,26.754
0.812,0.9380000000000001,0.168,27.065
0.783,0.894,0.159,26.825
0.727,0.8140000000000001,0.14200000000000002,26.029
0.619,0.672,0.111,24.583
0.38,0.394,0.061,22.435
0.02,0.032,0.004,19.75
0.0,0.0,0.0,17.778
0.0,0.0,0.0,16.347
0.0,0.0,0.0,15.307
0.0,0.0,0.0,14.482
0.0,0.0,0.0,13.829
0.0,0.0,0.0,13.411
0.0,0.0,0.0,13.198
0.0,0.0,0.0,13.093
0.0,0.0,0.0,13.126
0.21,0.225,0.019,13.75
0.453,0.441,0.089,16.057
0.655,0.675,0.136,19.162
0.715,0.734,0.178,21.782
0.745,0.761,0.21,23.715
0.709,0.64,0.28200000000000003,25.088
0.731,0.675,0.289,26.379
0.723,0.656,0.302,27.376
0.778,0.838,0.218,28.471
0.781,0.877,0.188,29.017
0.755,0.85,0.171,28.953
0.7000000000000001,0.777,0.149,28.328
0.595,0.646,0.113,27.205
0.366,0.384,0.062,25.372
0.019,0.031,0.004,21.798000000000002
0.0,0.0,0.0,20.444
0.0,0.0,0.0,19.5
0.0,0.0,0.0,18.413
0.0,0.0,0.0,17.345
0.0,0.0,0.0,16.376
0.0,0.0,0.0,15.455
0.0,0.0,0.0,14.595
0.0,0.0,0.0,13.802
0.0,0.0,0.0,13.123
0.267,0.28800000000000003,0.018000000000000002,13.185
0.588,0.62,0.081,15.215
0.733,0.794,0.124,17.863
0.796,0.88,0.151,20.35
