electricity,irradiance_direct,irradiance_diffuse,temperature
0.795,0.908,0.178,28.565
0.803,0.929,0.184,30.091
0.805,0.937,0.186,30.959
0.8,0.934,0.186,31.726
0.788,0.917,0.184,32.225
0.765,0.885,0.177,32.333
0.725,0.8300000000000001,0.161,32.033
0.653,0.734,0.134,31.322
0.506,0.553,0.091,30.125
0.20500000000000002,0.226,0.028,27.918
0.0,0.0,0.0,25.683
0.0,0.0,0.0,24.476
0.0,0.0,0.0,23.705
0.0,0.0,0.0,23.054
0.0,0.0,0.0,22.445
0.0,0.0,0.0,21.919
0.0,0.0,0.0,21.535
0.0,0.0,0.0,21.29
0.0,0.0,0.0,21.215
0.001,0.008,0.001,21.349
0.36,0.382,0.05,22.888
0.595,0.644,0.106,25.0
0.6960000000000001,0.775,0.145,28.319
0.74,0.845,0.17,31.907
0.761,0.886,0.185,34.635
0.771,0.907,0.192,36.04
0.774,0.915,0.195,36.8
0.769,0.909,0.196,37.249
0.757,0.892,0.193,37.498
0.735,0.859,0.184,37.391
0.6950000000000001,0.803,0.167,36.893
0.622,0.706,0.137,35.948
0.47500000000000003,0.523,0.092,34.366
0.181,0.203,0.028,31.831
0.0,0.0,0.0,29.362
0.0,0.0,0.0,27.522
0.0,0.0,0.0,25.962
0.0,0.0,0.0,24.762
0.0,0.0,0.0,23.944
0.0,0.0,0.0,23.274
0.0,0.0,0.0,22.781
0.0,0.0,0.0,22.36
0.0,0.0,0.0,21.964
0.001,0.007,0.001,21.427
0.368,0.39,0.049,21.87
0.612,0.663,0.105,23.431
0.718,0.798,0.14200000000000002,25.865
0.768,0.869,0.166,27.766
0.795,0.914,0.176,29.169
0.805,0.9380000000000001,0.181,30.361
0.807,0.9490000000000001,0.181,31.378
0.804,0.9490000000000001,0.179,32.09
0.791,0.929,0.179,32.232
0.77,0.892,0.17400000000000002,31.767
0.728,0.8250000000000001,0.161,30.66
0.651,0.717,0.135,28.878
0.492,0.52,0.092,26.686
0.179,0.193,0.028,24.681
0.0,0.0,0.0,23.081
0.0,0.0,0.0,22.052
0.0,0.0,0.0,21.209
0.0,0.0,0.0,20.354
0.0,0.0,0.0,19.531
0.0,0.0,0.0,18.906
0.0,0.0,0.0,18.429
0.0,0.0,0.0,17.96
0.0,0.0,0.0,17.474
0.001,0.006,0.001,17.049
0.363,0.374,0.049,17.128
0.653,0.7000000000000001,0.101,17.924
0.765,0.839,0.136,19.093
0.8160000000000001,0.908,0.157,20.369
0.837,0.9380000000000001,0.171,21.671
0.844,0.9530000000000001,0.178,22.822
0.843,0.9520000000000001,0.182,23.744
0.834,0.9400000000000001,0.185,24.414
0.8190000000000001,0.915,0.185,24.748
0.792,0.876,0.179,24.757
0.748,0.8170000000000001,0.164,24.46
0.669,0.719,0.135,23.856
0.511,0.534,0.091,22.869
0.193,0.20600000000000002,0.028,21.509
0.0,0.0,0.0,20.3
0.0,0.0,0.0,19.503
0.0,0.0,0.0,18.754
0.0,0.0,0.0,18.058
0.0,0.0,0.0,17.458
0.0,0.0,0.0,16.992
0.0,0.0,0.0,16.642
0.0,0.0,0.0,16.383
0.0,0.0,0.0,16.206
0.0,0.005,0.001,15.971
0.265,0.258,0.05,16.203
0.559,0.555,0.113,16.884
0.6920000000000001,0.7010000000000001,0.157,17.838
0.798,0.858,0.17,19.058
0.842,0.9380000000000001,0.169,20.363
0.851,0.9590000000000001,0.17300000000000001,21.466
0.851,0.964,0.17500000000000002,22.409
0.845,0.9580000000000001,0.176,23.105
0.8320000000000001,0.9390000000000001,0.17400000000000002,23.448
0.808,0.904,0.169,23.56
0.759,0.8320000000000001,0.158,23.357
0.679,0.732,0.131,22.848
0.519,0.544,0.089,22.021
0.194,0.20700000000000002,0.027,20.812
0.0,0.0,0.0,19.677
0.0,0.0,0.0,18.816
0.0,0.0,0.0,18.026
0.0,0.0,0.0,17.412
0.0,0.0,0.0,16.868
0.0,0.0,0.0,16.395
0.0,0.0,0.0,16.026
0.0,0.0,0.0,15.741
0.0,0.0,0.0,15.54
0.001,0.006,0.001,15.359
0.379,0.391,0.048,15.807
0.657,0.7010000000000001,0.101,16.873
0.762,0.8260000000000001,0.138,18.133
0.8190000000000001,0.905,0.158,19.426
0.841,0.9410000000000001,0.168,20.752
0.848,0.9590000000000001,0.17300000000000001,22.152
0.846,0.964,0.17500000000000002,23.501
0.838,0.9580000000000001,0.17500000000000002,24.635
0.8220000000000001,0.9380000000000001,0.17400000000000002,25.486
0.797,0.903,0.168,26.015
0.753,0.845,0.155,26.133
0.675,0.745,0.129,25.854
0.518,0.554,0.088,25.067
0.193,0.209,0.027,23.478
0.0,0.0,0.0,21.678
0.0,0.0,0.0,20.485
0.0,0.0,0.0,19.616
0.0,0.0,0.0,18.939
0.0,0.0,0.0,18.345
0.0,0.0,0.0,17.822
0.0,0.0,0.0,17.368
0.0,0.0,0.0,16.974
0.0,0.0,0.0,16.655
0.001,0.007,0.001,16.341
0.417,0.442,0.047,17.457
0.655,0.711,0.1,19.504
0.752,0.838,0.136,22.327
