electricity,irradiance_direct,irradiance_diffuse,temperature
0.656,0.443,0.391,23.924
0.626,0.341,0.453,24.692
0.597,0.28300000000000003,0.47000000000000003,25.107
0.5630000000000001,0.259,0.446,25.351
0.485,0.20400000000000001,0.394,25.334
0.41100000000000003,0.186,0.316,25.137
0.366,0.217,0.227,24.744
0.273,0.194,0.135,23.853
0.145,0.129,0.05,22.094
0.0,0.002,0.001,19.371
0.0,0.0,0.0,18.449
0.0,0.0,0.0,17.578
0.0,0.0,0.0,16.854
0.0,0.0,0.0,16.249
0.0,0.0,0.0,15.859
0.0,0.0,0.0,15.669
0.0,0.0,0.0,15.48
0.0,0.0,0.0,15.267
0.0,0.0,0.0,15.058
0.111,0.099,0.039,15.732
0.338,0.27,0.124,17.38
0.659,0.65,0.169,19.898
0.731,0.733,0.209,22.717
0.766,0.772,0.24,24.782
0.732,0.649,0.314,25.932
0.679,0.48,0.403,26.415
0.637,0.377,0.442,26.745
0.505,0.18,0.45,26.491
0.427,0.139,0.386,26.209
0.406,0.183,0.314,25.984
0.317,0.162,0.223,25.393
0.25,0.169,0.134,24.503
0.126,0.11,0.048,22.671
0.0,0.002,0.001,19.941
0.0,0.0,0.0,18.932
0.0,0.0,0.0,18.022
0.0,0.0,0.0,17.212
0.0,0.0,0.0,16.379
0.0,0.0,0.0,15.764
0.0,0.0,0.0,15.313
0.0,0.0,0.0,14.992
0.0,0.0,0.0,14.774000000000001
0.0,0.0,0.0,14.526
0.136,0.124,0.04,15.239
0.403,0.34900000000000003,0.122,16.721
0.667,0.662,0.167,19.408
0.756,0.793,0.195,23.662
0.787,0.842,0.217,26.688
0.802,0.871,0.228,28.56
0.804,0.878,0.23600000000000002,29.986
0.793,0.857,0.244,30.925
0.741,0.726,0.28500000000000003,31.106
0.581,0.393,0.36,30.42
0.327,0.106,0.299,29.095
0.125,0.02,0.14100000000000001,27.472
0.043000000000000003,0.008,0.058,25.87
0.014,0.007,0.022,24.194
0.0,0.001,0.001,23.033
0.0,0.0,0.0,22.682
0.0,0.0,0.0,21.177
0.0,0.0,0.0,20.045
0.0,0.0,0.0,19.698
0.0,0.0,0.0,19.32
0.0,0.0,0.0,18.711
0.0,0.0,0.0,17.867
0.0,0.0,0.0,17.335
0.0,0.001,0.0,16.943
0.221,0.219,0.042,18.112
0.525,0.523,0.112,20.37
0.67,0.6930000000000001,0.162,23.885
0.733,0.763,0.201,25.882
0.767,0.801,0.229,27.463
0.781,0.8270000000000001,0.23800000000000002,28.874
0.779,0.8140000000000001,0.255,29.94
0.757,0.755,0.28,30.58
0.711,0.652,0.306,30.797
0.616,0.47800000000000004,0.329,30.506
0.543,0.41400000000000003,0.281,29.913
0.47100000000000003,0.384,0.20800000000000002,28.968
0.41100000000000003,0.382,0.126,27.465
0.179,0.171,0.049,24.775
0.0,0.002,0.001,21.141
0.0,0.0,0.0,19.526
0.0,0.0,0.0,18.394
0.0,0.0,0.0,17.832
0.0,0.0,0.0,17.504
0.0,0.0,0.0,17.278
0.0,0.0,0.0,17.039
0.0,0.0,0.0,16.751
0.0,0.0,0.0,16.477
0.0,0.0,0.0,16.23
0.098,0.088,0.036000000000000004,16.635
0.28400000000000003,0.212,0.12,17.656
0.468,0.357,0.2,19.204
0.652,0.578,0.23800000000000002,21.322
0.773,0.789,0.227,23.746
0.781,0.793,0.25,25.589
0.756,0.71,0.297,26.615
0.752,0.707,0.299,27.308
0.727,0.667,0.299,27.527
0.7010000000000001,0.648,0.273,27.198
0.617,0.535,0.253,26.2
0.623,0.616,0.17300000000000001,24.662
0.318,0.248,0.131,21.895
0.124,0.107,0.046,18.45
0.0,0.001,0.001,15.523
0.0,0.0,0.0,14.177
0.0,0.0,0.0,13.753
0.0,0.0,0.0,13.385
