electricity,irradiance_direct,irradiance_diffuse,temperature
0.786,0.87,0.22,31.268
0.788,0.88,0.225,32.794
0.77,0.837,0.243,33.802
0.749,0.802,0.246,34.382
0.704,0.723,0.247,34.475
0.622,0.599,0.233,34.083
0.47200000000000003,0.41200000000000003,0.196,33.189
0.253,0.199,0.11900000000000001,31.853
0.039,0.035,0.027,29.438
0.0,0.0,0.0,27.168
0.0,0.0,0.0,26.246
0.0,0.0,0.0,25.023
0.0,0.0,0.0,23.627
0.0,0.0,0.0,22.382
0.0,0.0,0.0,21.359
0.0,0.0,0.0,20.575
0.0,0.0,0.0,19.925
0.0,0.0,0.0,19.361
0.0,0.0,0.0,18.769
0.243,0.252,0.035,19.349
0.529,0.542,0.10400000000000001,21.81
0.67,0.707,0.153,24.844
0.738,0.795,0.187,27.397
0.768,0.838,0.21,29.579
0.77,0.8280000000000001,0.23500000000000001,31.322
0.759,0.789,0.263,32.525
0.741,0.745,0.28200000000000003,33.347
0.716,0.7030000000000001,0.28400000000000003,33.889
0.66,0.612,0.28200000000000003,33.951
0.604,0.561,0.242,33.641
0.458,0.388,0.198,32.814
0.258,0.20400000000000001,0.11900000000000001,31.511
0.117,0.11900000000000001,0.034,29.288
0.0,0.0,0.0,26.558
0.0,0.0,0.0,25.385
0.0,0.0,0.0,24.037
0.0,0.0,0.0,22.868
0.0,0.0,0.0,21.856
0.0,0.0,0.0,20.999
0.0,0.0,0.0,20.227
0.0,0.0,0.0,19.461
0.0,0.0,0.0,18.766
0.0,0.0,0.0,18.175
0.263,0.275,0.035,18.692
0.547,0.5660000000000001,0.10200000000000001,21.198
0.683,0.727,0.15,24.369
0.746,0.81,0.184,27.177
0.776,0.856,0.20500000000000002,29.579
0.786,0.859,0.234,31.685
0.788,0.868,0.241,33.361
0.78,0.863,0.243,34.644
0.766,0.849,0.23700000000000002,35.465
0.735,0.803,0.229,35.748
0.683,0.734,0.20700000000000002,35.454
0.604,0.64,0.168,34.652
0.381,0.365,0.11800000000000001,33.268
0.078,0.075,0.033,30.639
0.0,0.0,0.0,27.837
0.0,0.0,0.0,26.612
0.0,0.0,0.0,25.333
0.0,0.0,0.0,24.287
0.0,0.0,0.0,23.323
0.0,0.0,0.0,22.469
0.0,0.0,0.0,21.679
0.0,0.0,0.0,20.992
0.0,0.0,0.0,20.624
0.0,0.0,0.0,20.584
0.063,0.061,0.026000000000000002,20.995
0.097,0.039,0.08700000000000001,22.487
0.16,0.04,0.159,24.104
0.328,0.112,0.28800000000000003,26.054
0.609,0.446,0.342,28.963
0.721,0.705,0.276,31.576999999999998
0.738,0.747,0.273,33.361
0.727,0.731,0.28,34.58
0.72,0.744,0.26,35.515
0.683,0.6970000000000001,0.247,35.943
0.672,0.73,0.195,36.038
0.5670000000000001,0.589,0.166,35.523
0.427,0.441,0.108,34.489
0.077,0.077,0.031,31.736
0.0,0.0,0.0,29.751
0.0,0.0,0.0,29.19
0.0,0.0,0.0,28.441
0.0,0.0,0.0,27.34
0.0,0.0,0.0,26.144
0.0,0.0,0.0,24.864
0.0,0.0,0.0,23.789
0.0,0.0,0.0,23.017
0.0,0.0,0.0,22.243
0.0,0.0,0.0,21.706
0.392,0.443,0.027,22.315
0.5670000000000001,0.614,0.097,25.156
0.686,0.768,0.14200000000000002,29.572
0.735,0.844,0.17200000000000001,33.44
0.759,0.88,0.192,35.48
0.751,0.837,0.233,36.839
0.649,0.514,0.38,37.13
0.62,0.435,0.41100000000000003,37.229
0.586,0.395,0.399,37.34
0.5680000000000001,0.425,0.339,37.307
0.601,0.578,0.23700000000000002,37.185
0.47400000000000003,0.428,0.192,36.139
0.313,0.28,0.11800000000000001,34.465
0.101,0.10200000000000001,0.033,31.614
0.0,0.0,0.0,28.234
0.0,0.0,0.0,26.559
0.0,0.0,0.0,24.98
0.0,0.0,0.0,23.471
0.0,0.0,0.0,21.802
0.0,0.0,0.0,20.587
0.0,0.0,0.0,19.668
0.0,0.0,0.0,19.049
0.0,0.0,0.0,18.53
0.0,0.0,0.0,18.149
0.253,0.269,0.028,18.406
0.451,0.429,0.11,20.034
0.6930000000000001,0.734,0.15,22.678
0.758,0.8190000000000001,0.183,25.235
0.788,0.861,0.20400000000000001,27.356
0.798,0.894,0.201,28.979
0.796,0.889,0.21,30.019
0.761,0.791,0.249,30.251
0.759,0.807,0.23,30.268
0.709,0.712,0.23700000000000002,29.767
0.621,0.577,0.227,28.757
0.505,0.45,0.182,27.414
0.397,0.375,0.11,25.627
0.169,0.17400000000000002,0.034,23.106
0.0,0.0,0.0,20.681
0.0,0.0,0.0,19.116
0.0,0.0,0.0,18.063
0.0,0.0,0.0,17.265
0.0,0.0,0.0,16.548000000000002
0.0,0.0,0.0,15.845
0.0,0.0,0.0,15.221
0.0,0.0,0.0,14.641
0.0,0.0,0.0,14.169
0.0,0.0,0.0,13.858
0.269,0.28200000000000003,0.027,14.146
0.482,0.462,0.10400000000000001,16.02
0.6000000000000001,0.5640000000000001,0.167,18.652
0.771,0.8260000000000001,0.17300000000000001,21.538
0.808,0.893,0.185,24.165
0.8170000000000001,0.927,0.182,26.312
0.8190000000000001,0.9430000000000001,0.182,28.001
0.81,0.936,0.183,29.219
0.798,0.921,0.18,29.849
0.777,0.89,0.17400000000000002,29.82
0.738,0.8310000000000001,0.162,29.104
0.666,0.732,0.137,27.736
0.509,0.536,0.097,25.683
0.188,0.196,0.033,23.032
0.0,0.0,0.0,20.746
0.0,0.0,0.0,19.45
0.0,0.0,0.0,18.587
0.0,0.0,0.0,17.969
0.0,0.0,0.0,17.513
0.0,0.0,0.0,17.105
