electricity,irradiance_direct,irradiance_diffuse,temperature
0.327,0.04,0.34800000000000003,21.385
0.369,0.048,0.395,22.497
0.41000000000000003,0.066,0.43,23.584
0.46900000000000003,0.127,0.448,24.765
0.612,0.41600000000000004,0.364,26.178
0.687,0.66,0.23800000000000002,27.004
0.613,0.596,0.191,27.025
0.494,0.484,0.131,26.486
0.259,0.256,0.059000000000000004,24.821
0.002,0.007,0.002,21.621
0.0,0.0,0.0,20.527
0.0,0.0,0.0,19.992
0.0,0.0,0.0,19.666
0.0,0.0,0.0,19.249
0.0,0.0,0.0,18.719
0.0,0.0,0.0,18.106
0.0,0.0,0.0,17.558
0.0,0.0,0.0,17.134
0.0,0.0,0.0,16.949
0.165,0.161,0.036000000000000004,17.529
0.34500000000000003,0.29,0.11800000000000001,19.529
0.41200000000000003,0.289,0.20500000000000002,21.859
0.538,0.387,0.28,24.21
0.765,0.79,0.233,26.813
0.78,0.84,0.221,28.635
0.769,0.801,0.248,29.571
0.765,0.792,0.253,30.065
0.742,0.746,0.261,30.202
0.733,0.761,0.231,30.201
0.6950000000000001,0.723,0.20500000000000002,30.0
0.626,0.647,0.169,29.486
0.51,0.525,0.11900000000000001,28.667
0.273,0.279,0.055,26.733
0.002,0.007,0.002,23.441
0.0,0.0,0.0,22.534
0.0,0.0,0.0,21.865
0.0,0.0,0.0,21.024
0.0,0.0,0.0,20.356
0.0,0.0,0.0,19.593
0.0,0.0,0.0,18.759
0.0,0.0,0.0,18.133
0.0,0.0,0.0,17.625
0.0,0.0,0.0,17.175
0.234,0.24,0.035,17.575
0.527,0.536,0.1,19.807
0.672,0.705,0.147,22.595
0.737,0.793,0.179,25.997
0.732,0.753,0.226,28.501
0.761,0.782,0.257,30.122
0.778,0.8230000000000001,0.254,31.439
0.773,0.8170000000000001,0.258,32.284
0.737,0.733,0.281,32.481
0.633,0.514,0.326,32.123
0.261,0.056,0.269,30.415
0.113,0.016,0.132,28.91
0.121,0.046,0.112,28.323
0.116,0.097,0.053,27.436
0.001,0.005,0.002,25.775
0.0,0.0,0.0,24.409
0.0,0.0,0.0,23.794
0.0,0.0,0.0,23.154
0.0,0.0,0.0,22.159
0.0,0.0,0.0,21.0
0.0,0.0,0.0,20.383
0.0,0.0,0.0,19.937
0.0,0.0,0.0,19.64
0.0,0.0,0.0,19.138
0.226,0.233,0.036000000000000004,19.901
0.51,0.517,0.105,22.597
0.648,0.676,0.158,26.057
0.72,0.759,0.196,27.866
0.743,0.767,0.234,29.057
0.744,0.746,0.263,30.093
0.718,0.653,0.318,30.736
0.711,0.633,0.329,31.236
0.7000000000000001,0.634,0.312,31.656
0.6900000000000001,0.662,0.27,31.99
0.669,0.675,0.221,31.975
0.594,0.598,0.18,31.585
0.203,0.123,0.132,30.411
0.064,0.047,0.044,28.845
0.0,0.002,0.001,27.11
0.0,0.0,0.0,25.003
0.0,0.0,0.0,23.019
0.0,0.0,0.0,21.558
0.0,0.0,0.0,20.597
0.0,0.0,0.0,19.622
0.0,0.0,0.0,18.719
0.0,0.0,0.0,18.001
0.0,0.0,0.0,17.383
0.0,0.0,0.0,17.011
0.247,0.254,0.035,17.666
0.536,0.546,0.101,19.679
0.6930000000000001,0.733,0.147,22.025
0.766,0.8290000000000001,0.177,23.83
0.802,0.879,0.195,25.23
0.8180000000000001,0.913,0.199,26.339
0.8220000000000001,0.922,0.203,27.209
0.8190000000000001,0.921,0.20400000000000001,27.933
0.807,0.905,0.201,28.387
0.786,0.877,0.194,28.557
0.748,0.8260000000000001,0.179,28.388
0.68,0.737,0.154,27.74
0.551,0.58,0.114,26.544
0.23900000000000002,0.23500000000000001,0.055,24.435
0.001,0.005,0.002,21.187
0.0,0.0,0.0,20.083
0.0,0.0,0.0,18.941
0.0,0.0,0.0,17.588
0.0,0.0,0.0,16.24
0.0,0.0,0.0,15.079
0.0,0.0,0.0,14.168
0.0,0.0,0.0,13.385
0.0,0.0,0.0,12.749
0.0,0.0,0.0,12.446
0.17200000000000001,0.169,0.033,12.781
0.38,0.328,0.11,14.174
0.433,0.313,0.192,15.967
0.516,0.34600000000000003,0.269,18.008
0.6890000000000001,0.588,0.278,20.418
0.753,0.6890000000000001,0.28800000000000003,22.674
0.746,0.654,0.32,24.074
0.633,0.367,0.434,24.337
0.664,0.47500000000000003,0.375,24.783
0.55,0.308,0.376,24.517
0.526,0.352,0.298,24.234
0.46,0.343,0.219,23.742
0.46,0.43,0.128,23.072
0.063,0.044,0.043000000000000003,21.45
0.0,0.002,0.001,19.243
0.0,0.0,0.0,18.131
0.0,0.0,0.0,16.727
0.0,0.0,0.0,15.483
0.0,0.0,0.0,14.072
0.0,0.0,0.0,12.751
0.0,0.0,0.0,11.783
0.0,0.0,0.0,11.157
0.0,0.0,0.0,10.732
0.0,0.0,0.0,10.397
0.44,0.47400000000000003,0.028,11.333
0.598,0.609,0.098,13.559
0.743,0.782,0.14100000000000001,16.129
0.803,0.864,0.171,19.053
0.8290000000000001,0.908,0.19,21.822
0.841,0.96,0.17400000000000002,24.14
0.838,0.967,0.176,26.017
0.8300000000000001,0.963,0.177,27.406
0.8180000000000001,0.9470000000000001,0.176,28.13
0.798,0.918,0.17200000000000001,28.226
0.764,0.867,0.162,27.886
0.7020000000000001,0.782,0.14,26.924
0.581,0.626,0.105,25.207
0.316,0.327,0.051000000000000004,22.61
0.001,0.007,0.002,19.465
0.0,0.0,0.0,17.919
0.0,0.0,0.0,16.641
0.0,0.0,0.0,15.375
0.0,0.0,0.0,14.294
0.0,0.0,0.0,13.402
0.0,0.0,0.0,12.606
0.0,0.0,0.0,11.948
0.0,0.0,0.0,11.463
0.0,0.0,0.0,11.069
0.505,0.557,0.025,11.838
0.651,0.6940000000000001,0.088,14.25
0.77,0.845,0.126,16.987
0.8170000000000001,0.912,0.151,19.728
0.837,0.9470000000000001,0.165,22.217
0.841,0.962,0.17400000000000002,24.226
0.839,0.967,0.177,25.837
0.8310000000000001,0.961,0.178,27.108
0.8170000000000001,0.9430000000000001,0.178,27.901
0.796,0.913,0.17300000000000001,28.254
0.761,0.864,0.162,28.182
0.7000000000000001,0.782,0.14,27.661
0.582,0.634,0.10400000000000001,26.698
0.324,0.341,0.051000000000000004,24.587
0.002,0.008,0.001,21.341
0.0,0.0,0.0,19.737
0.0,0.0,0.0,18.581
0.0,0.0,0.0,16.575
0.0,0.0,0.0,15.292
0.0,0.0,0.0,14.571
0.0,0.0,0.0,13.934
0.0,0.0,0.0,13.311
0.0,0.0,0.0,12.836
0.0,0.0,0.0,12.404
0.462,0.506,0.026000000000000002,12.804
0.635,0.674,0.089,15.154
0.754,0.8240000000000001,0.128,18.182
0.804,0.897,0.154,21.337
0.8220000000000001,0.935,0.169,24.586
0.8280000000000001,0.9540000000000001,0.176,26.593
0.8260000000000001,0.9580000000000001,0.18,27.973
0.8200000000000001,0.9530000000000001,0.181,28.96
0.807,0.936,0.18,29.667
0.786,0.908,0.17500000000000002,30.05
0.752,0.86,0.162,30.095
0.6880000000000001,0.774,0.14100000000000001,29.677
0.5680000000000001,0.622,0.105,28.67
0.308,0.324,0.051000000000000004,26.147
0.001,0.007,0.001,22.423
0.0,0.0,0.0,21.392
0.0,0.0,0.0,20.671
0.0,0.0,0.0,19.91
0.0,0.0,0.0,19.238
0.0,0.0,0.0,18.901
0.0,0.0,0.0,18.549
0.0,0.0,0.0,18.089
0.0,0.0,0.0,18.092
0.0,0.0,0.0,17.785
0.454,0.512,0.025,18.307
0.624,0.686,0.088,21.159
0.73,0.8280000000000001,0.128,25.282
0.774,0.895,0.155,28.36
0.795,0.929,0.171,30.251
0.802,0.929,0.194,31.772
0.803,0.935,0.198,32.891
0.798,0.932,0.199,33.639
0.786,0.914,0.197,34.116
0.762,0.878,0.192,34.243
0.722,0.8180000000000001,0.179,33.857
0.652,0.721,0.154,33.009
0.52,0.556,0.113,31.697
0.252,0.259,0.053,28.888
0.0,0.004,0.001,25.106
0.0,0.0,0.0,23.91
0.0,0.0,0.0,23.066
0.0,0.0,0.0,22.749
0.0,0.0,0.0,22.261
0.0,0.0,0.0,20.978
0.0,0.0,0.0,20.066
0.0,0.0,0.0,19.641
0.0,0.0,0.0,19.344
0.0,0.0,0.0,19.074
0.083,0.085,0.024,19.112
0.189,0.126,0.10200000000000001,20.624
0.41400000000000003,0.311,0.19,23.771
0.633,0.593,0.224,27.468
0.766,0.841,0.20400000000000001,29.855
0.796,0.924,0.189,31.707
0.796,0.929,0.193,33.109
0.789,0.925,0.194,34.124
0.776,0.907,0.192,34.734
0.755,0.876,0.186,34.953
0.717,0.8220000000000001,0.17200000000000001,34.786
0.652,0.735,0.147,34.168
0.525,0.5730000000000001,0.109,33.111
0.259,0.274,0.051000000000000004,31.247
0.0,0.004,0.001,27.462
0.0,0.0,0.0,25.139
0.0,0.0,0.0,23.64
0.0,0.0,0.0,20.025
0.0,0.0,0.0,18.791
0.0,0.0,0.0,18.282
0.0,0.0,0.0,17.585
0.0,0.0,0.0,16.705
0.0,0.0,0.0,16.116
0.0,0.0,0.0,15.673
0.387,0.424,0.025,15.871
0.596,0.63,0.092,17.881
0.724,0.786,0.134,20.725
0.779,0.864,0.163,23.715
0.801,0.905,0.18,26.897
0.806,0.922,0.191,29.473
0.803,0.928,0.195,31.431
0.795,0.922,0.196,32.819
0.78,0.904,0.195,33.757
0.757,0.872,0.188,34.212
0.719,0.8200000000000001,0.17300000000000001,34.174
0.653,0.732,0.148,33.659
0.527,0.5750000000000001,0.108,32.628
0.266,0.281,0.05,30.424
0.0,0.004,0.001,29.139
0.0,0.0,0.0,27.532
0.0,0.0,0.0,24.956
0.0,0.0,0.0,22.531
0.0,0.0,0.0,21.034
0.0,0.0,0.0,19.999
0.0,0.0,0.0,19.162
0.0,0.0,0.0,18.185
0.0,0.0,0.0,17.365
0.0,0.0,0.0,16.927
0.264,0.28400000000000003,0.026000000000000002,17.183
0.527,0.538,0.097,19.506
0.6910000000000001,0.742,0.14100000000000001,22.948
0.747,0.8150000000000001,0.17400000000000002,26.273
0.751,0.811,0.20700000000000002,29.576999999999998
0.724,0.6900000000000001,0.297,32.021
0.666,0.509,0.39,33.125
0.611,0.37,0.444,33.589
0.536,0.253,0.448,33.63
0.448,0.178,0.397,33.387
0.355,0.135,0.314,32.952
0.253,0.101,0.217,32.278
0.155,0.076,0.124,31.314
0.07100000000000001,0.055,0.045,29.45
0.0,0.002,0.001,27.138
0.0,0.0,0.0,25.147
0.0,0.0,0.0,23.384
0.0,0.0,0.0,22.491
0.0,0.0,0.0,22.04
0.0,0.0,0.0,21.033
0.0,0.0,0.0,19.722
0.0,0.0,0.0,18.994
0.0,0.0,0.0,18.485
0.0,0.0,0.0,18.151
