electricity,irradiance_direct,irradiance_diffuse,temperature
0.765,0.846,0.216,32.393
0.778,0.884,0.213,34.138
0.774,0.887,0.213,35.427
0.76,0.87,0.212,36.241
0.736,0.836,0.20400000000000001,36.475
0.6890000000000001,0.764,0.189,36.083
0.603,0.652,0.157,35.158
0.305,0.274,0.112,33.557
0.114,0.128,0.023,31.485
0.0,0.0,0.0,29.48
0.0,0.0,0.0,27.949
0.0,0.0,0.0,26.367
0.0,0.0,0.0,25.088
0.0,0.0,0.0,24.031
0.0,0.0,0.0,23.141
0.0,0.0,0.0,22.38
0.0,0.0,0.0,21.745
0.0,0.0,0.0,21.197
0.0,0.0,0.0,20.769
0.029,0.039,0.008,20.677
0.29,0.266,0.08,22.068
0.5690000000000001,0.5660000000000001,0.146,24.547
0.73,0.801,0.168,27.397
0.766,0.858,0.19,30.204
0.78,0.896,0.193,32.494
0.782,0.908,0.198,34.228
0.777,0.906,0.2,35.518
0.765,0.893,0.197,36.342
0.743,0.864,0.19,36.654
0.705,0.81,0.17400000000000002,36.406
0.633,0.714,0.145,35.643
0.484,0.53,0.097,34.277
0.198,0.228,0.022,31.679
0.0,0.0,0.0,29.284
0.0,0.0,0.0,27.971
0.0,0.0,0.0,26.194
0.0,0.0,0.0,24.641
0.0,0.0,0.0,23.418
0.0,0.0,0.0,22.46
0.0,0.0,0.0,21.657
0.0,0.0,0.0,21.008
0.0,0.0,0.0,20.485
0.0,0.0,0.0,20.042
0.049,0.063,0.008,19.802
0.465,0.486,0.074,21.581
0.658,0.713,0.127,24.369
0.737,0.8190000000000001,0.161,27.302
0.769,0.873,0.182,30.329
0.781,0.9,0.193,32.794
0.782,0.911,0.198,34.595
0.776,0.909,0.199,35.878
0.764,0.893,0.198,36.637
0.741,0.86,0.191,36.873
0.7020000000000001,0.803,0.176,36.548
0.628,0.706,0.146,35.762
0.47500000000000003,0.517,0.098,34.409
0.176,0.202,0.022,31.639
0.0,0.0,0.0,28.829
0.0,0.0,0.0,27.823
0.0,0.0,0.0,26.638
0.0,0.0,0.0,25.076
0.0,0.0,0.0,23.808
0.0,0.0,0.0,22.914
0.0,0.0,0.0,22.187
0.0,0.0,0.0,21.562
0.0,0.0,0.0,21.015
0.0,0.0,0.0,20.49
0.042,0.055,0.008,20.213
0.443,0.458,0.075,22.112
0.647,0.6970000000000001,0.129,24.948
0.728,0.809,0.164,28.413
0.761,0.865,0.185,31.619
0.773,0.881,0.20700000000000002,33.999
0.775,0.89,0.214,35.799
0.768,0.885,0.217,37.064
0.75,0.854,0.22,37.797
0.684,0.711,0.247,37.928
0.624,0.632,0.223,37.725
0.495,0.46900000000000003,0.185,37.07
0.14200000000000002,0.085,0.10300000000000001,35.692
0.051000000000000004,0.056,0.021,33.861
0.0,0.0,0.0,31.626
0.0,0.0,0.0,30.456
0.0,0.0,0.0,29.441
0.0,0.0,0.0,28.261
0.0,0.0,0.0,27.004
0.0,0.0,0.0,25.958
0.0,0.0,0.0,25.117
0.0,0.0,0.0,24.298
0.0,0.0,0.0,23.665
0.0,0.0,0.0,23.167
0.037,0.049,0.008,22.822
0.422,0.435,0.078,24.156
0.618,0.654,0.138,26.775
0.704,0.763,0.178,29.908
0.741,0.8210000000000001,0.20400000000000001,33.011
0.755,0.8210000000000001,0.244,35.402
0.759,0.8310000000000001,0.254,37.13
0.75,0.8130000000000001,0.263,38.276
0.712,0.726,0.28700000000000003,38.777
0.672,0.667,0.276,38.916
0.585,0.54,0.257,38.56
0.358,0.248,0.216,37.592
0.136,0.076,0.105,36.294
0.025,0.027,0.017,34.396
0.0,0.0,0.0,32.422
0.0,0.0,0.0,31.528
0.0,0.0,0.0,30.526
0.0,0.0,0.0,29.315
0.0,0.0,0.0,27.982
0.0,0.0,0.0,26.79
0.0,0.0,0.0,25.965
0.0,0.0,0.0,25.401
0.0,0.0,0.0,25.023
0.0,0.0,0.0,24.931
0.003,0.007,0.005,24.812
0.09,0.054,0.066,25.62
0.28400000000000003,0.17200000000000001,0.17500000000000002,27.022
0.512,0.39,0.259,29.094
0.582,0.427,0.33,31.012
0.622,0.41500000000000004,0.41100000000000003,32.697
0.628,0.382,0.46,33.957
0.559,0.233,0.504,34.36
0.454,0.11900000000000001,0.465,34.049
0.34,0.065,0.365,33.189
0.266,0.056,0.278,32.101
0.17300000000000001,0.042,0.178,30.61
0.057,0.014,0.069,28.643
0.006,0.006,0.011,26.895
0.0,0.0,0.0,25.814
0.0,0.0,0.0,25.194
0.0,0.0,0.0,24.735
0.0,0.0,0.0,24.358
0.0,0.0,0.0,24.009
0.0,0.0,0.0,23.673000000000002
0.0,0.0,0.0,23.361
0.0,0.0,0.0,23.118
0.0,0.0,0.0,22.802
0.0,0.0,0.0,22.381
0.02,0.028,0.008,22.067
0.302,0.276,0.08600000000000001,23.332
0.528,0.491,0.168,25.926
0.661,0.645,0.222,28.71
0.734,0.747,0.251,31.056
0.77,0.858,0.217,33.062
0.766,0.846,0.233,34.595
0.758,0.833,0.23900000000000002,35.719
0.732,0.782,0.249,36.349
0.6960000000000001,0.727,0.242,36.508
0.641,0.658,0.216,36.151
0.437,0.366,0.198,35.049
0.337,0.316,0.111,33.832
0.10300000000000001,0.116,0.022,31.798000000000002
0.0,0.0,0.0,29.496
0.0,0.0,0.0,28.263
0.0,0.0,0.0,26.884
0.0,0.0,0.0,25.555
0.0,0.0,0.0,24.419
0.0,0.0,0.0,23.473
0.0,0.0,0.0,22.661
0.0,0.0,0.0,21.979
0.0,0.0,0.0,21.463
0.0,0.0,0.0,21.061
0.018000000000000002,0.026000000000000002,0.007,20.815
0.213,0.179,0.078,22.016
0.543,0.523,0.152,24.362
0.741,0.8180000000000001,0.169,27.423
0.772,0.867,0.192,30.248
0.783,0.884,0.211,32.539
0.784,0.892,0.218,34.337
0.776,0.886,0.22,35.592
0.761,0.864,0.219,36.354
0.73,0.8150000000000001,0.214,36.661
0.677,0.739,0.197,36.448
0.606,0.66,0.157,35.833
0.402,0.40800000000000003,0.107,34.589
0.097,0.111,0.021,32.189
0.0,0.0,0.0,30.185
0.0,0.0,0.0,29.737
0.0,0.0,0.0,28.557
0.0,0.0,0.0,27.138
0.0,0.0,0.0,25.636
0.0,0.0,0.0,24.407
0.0,0.0,0.0,23.497
0.0,0.0,0.0,22.85
0.0,0.0,0.0,22.43
0.0,0.0,0.0,22.099
0.003,0.007,0.005,21.913
0.082,0.049,0.06,22.795
0.298,0.19,0.17,24.729
0.598,0.542,0.225,27.767
0.719,0.742,0.231,30.946
0.766,0.848,0.223,33.421
0.776,0.88,0.222,35.333
0.734,0.763,0.272,36.444
0.601,0.418,0.394,36.526
0.454,0.20700000000000002,0.385,36.097
0.462,0.308,0.295,36.08
0.5700000000000001,0.595,0.166,35.99
0.41200000000000003,0.424,0.105,34.889
0.133,0.153,0.022,32.694
0.0,0.0,0.0,30.501
0.0,0.0,0.0,29.689
0.0,0.0,0.0,28.632
0.0,0.0,0.0,27.442
0.0,0.0,0.0,26.417
0.0,0.0,0.0,25.596
0.0,0.0,0.0,24.854
0.0,0.0,0.0,24.112
0.0,0.0,0.0,23.436
0.0,0.0,0.0,22.886
0.03,0.042,0.007,22.627
0.387,0.39,0.078,24.088
0.613,0.645,0.14,26.875
0.705,0.764,0.181,30.267
0.743,0.8240000000000001,0.20700000000000002,33.626
0.756,0.8270000000000001,0.244,35.897
0.76,0.838,0.253,37.578
0.741,0.789,0.276,38.686
0.731,0.79,0.261,39.398
0.705,0.763,0.243,39.633
0.587,0.548,0.255,39.2
0.325,0.20400000000000001,0.217,38.103
0.149,0.089,0.108,36.915
0.032,0.035,0.018000000000000002,35.013
0.0,0.0,0.0,33.278
0.0,0.0,0.0,32.567
0.0,0.0,0.0,31.738
0.0,0.0,0.0,30.702
0.0,0.0,0.0,29.636
0.0,0.0,0.0,28.603
0.0,0.0,0.0,27.511
0.0,0.0,0.0,26.328
0.0,0.0,0.0,25.344
0.0,0.0,0.0,24.792
0.001,0.004,0.004,24.605
0.094,0.059000000000000004,0.065,25.327
0.25,0.137,0.17,27.177
0.379,0.197,0.274,29.421
0.526,0.326,0.353,31.73
0.657,0.495,0.394,34.066
0.7000000000000001,0.58,0.392,35.859
0.674,0.504,0.429,36.812
0.612,0.383,0.45,37.156
0.422,0.132,0.41600000000000004,36.5
0.218,0.031,0.248,35.161
0.115,0.016,0.138,33.809
0.035,0.006,0.051000000000000004,32.33
0.002,0.002,0.007,30.825
0.0,0.0,0.0,29.431
0.0,0.0,0.0,28.17
0.0,0.0,0.0,26.906
0.0,0.0,0.0,25.838
0.0,0.0,0.0,25.127
0.0,0.0,0.0,24.75
0.0,0.0,0.0,24.499
0.0,0.0,0.0,24.299
0.0,0.0,0.0,24.108
0.0,0.0,0.0,23.915
0.0,0.002,0.003,23.777
0.073,0.038,0.062,24.42
0.281,0.16,0.183,26.335
0.419,0.231,0.291,28.715
0.495,0.245,0.386,30.553
0.504,0.19,0.456,31.661
0.486,0.13,0.492,32.056
0.47600000000000003,0.114,0.495,32.226
0.455,0.114,0.466,32.241
0.406,0.111,0.402,31.993
0.356,0.127,0.32,31.627
0.317,0.17200000000000001,0.225,31.252
0.23700000000000002,0.17500000000000002,0.121,30.269
0.039,0.038,0.022,27.658
0.0,0.0,0.0,26.186
0.0,0.0,0.0,25.314
0.0,0.0,0.0,24.659
0.0,0.0,0.0,24.226
0.0,0.0,0.0,23.885
0.0,0.0,0.0,23.499
0.0,0.0,0.0,23.224
0.0,0.0,0.0,23.06
0.0,0.0,0.0,22.936
0.0,0.0,0.0,22.755
0.012,0.018000000000000002,0.006,22.629
0.192,0.154,0.081,23.389
0.316,0.2,0.182,24.604
0.41100000000000003,0.218,0.28600000000000003,25.945
0.512,0.265,0.378,27.233
0.579,0.294,0.448,28.459
0.622,0.33,0.481,29.656
0.623,0.327,0.489,30.48
0.5720000000000001,0.266,0.47500000000000003,30.724
0.458,0.16,0.417,30.2
0.307,0.078,0.301,28.968
0.163,0.034,0.171,27.34
0.066,0.018000000000000002,0.075,25.603
0.008,0.007,0.013000000000000001,24.028
0.0,0.0,0.0,23.029
0.0,0.0,0.0,22.374
0.0,0.0,0.0,21.852
0.0,0.0,0.0,21.428
0.0,0.0,0.0,21.056
0.0,0.0,0.0,20.76
0.0,0.0,0.0,20.503
0.0,0.0,0.0,20.314
0.0,0.0,0.0,20.259
0.0,0.0,0.0,20.276
0.012,0.019,0.006,20.362
0.201,0.161,0.081,21.383
0.309,0.188,0.182,22.997
0.41200000000000003,0.215,0.28700000000000003,24.61
0.522,0.273,0.378,26.108
0.5650000000000001,0.243,0.47400000000000003,27.356
0.555,0.182,0.524,28.111
0.531,0.145,0.528,28.423
0.445,0.08600000000000001,0.46900000000000003,28.19
0.36,0.061,0.382,27.627
0.249,0.037,0.268,26.624
0.15,0.025,0.163,25.416
0.056,0.012,0.069,24.12
0.004,0.003,0.01,22.896
0.0,0.0,0.0,22.131
0.0,0.0,0.0,21.764
0.0,0.0,0.0,21.423
0.0,0.0,0.0,20.984
0.0,0.0,0.0,20.575
0.0,0.0,0.0,20.322
0.0,0.0,0.0,20.227
0.0,0.0,0.0,20.276
0.0,0.0,0.0,20.388
0.0,0.0,0.0,20.459
0.0,0.003,0.004,20.485
0.07200000000000001,0.036000000000000004,0.061,20.975
0.19,0.067,0.163,22.15
0.293,0.082,0.269,23.517
0.428,0.134,0.388,24.896
0.538,0.188,0.486,26.117
0.586,0.212,0.534,27.092
0.606,0.23800000000000002,0.541,27.766
0.541,0.17300000000000001,0.512,27.827
0.366,0.059000000000000004,0.389,27.025
0.202,0.02,0.23,25.834
0.109,0.011,0.129,24.674
0.043000000000000003,0.007,0.058,23.578
0.004,0.003,0.01,22.492
0.0,0.0,0.0,21.749
0.0,0.0,0.0,21.4
0.0,0.0,0.0,21.218
0.0,0.0,0.0,21.095
0.0,0.0,0.0,20.961
0.0,0.0,0.0,20.819
0.0,0.0,0.0,20.697
0.0,0.0,0.0,20.598
0.0,0.0,0.0,20.583
0.0,0.0,0.0,20.617
0.0,0.001,0.002,20.701
0.024,0.007,0.034,21.066
0.092,0.014,0.106,21.828
0.166,0.018000000000000002,0.186,22.776
0.264,0.028,0.29,23.854
0.355,0.036000000000000004,0.395,24.816
0.427,0.05,0.47300000000000003,25.583
0.438,0.052000000000000005,0.486,25.993
0.34700000000000003,0.028,0.395,25.748
0.221,0.011,0.258,24.992
0.135,0.006,0.164,24.327
0.077,0.005,0.099,23.854
0.037,0.005,0.053,23.367
0.004,0.003,0.01,22.606
0.0,0.0,0.0,21.972
0.0,0.0,0.0,21.647
0.0,0.0,0.0,21.468
0.0,0.0,0.0,21.353
0.0,0.0,0.0,21.178
0.0,0.0,0.0,20.931
0.0,0.0,0.0,20.663
0.0,0.0,0.0,20.432
0.0,0.0,0.0,20.27
0.0,0.0,0.0,20.191
0.0,0.0,0.001,20.225
