electricity,irradiance_direct,irradiance_diffuse,temperature
0.808,0.859,0.2,21.643
0.8200000000000001,0.887,0.201,22.692
0.8230000000000001,0.9,0.198,23.412
0.8140000000000001,0.889,0.196,23.773
0.797,0.865,0.191,23.756
0.766,0.8240000000000001,0.179,23.419
0.6900000000000001,0.715,0.165,22.744
0.616,0.641,0.125,21.752
0.435,0.441,0.078,20.352
0.177,0.196,0.016,17.668
0.0,0.0,0.0,15.566
0.0,0.0,0.0,14.562
0.0,0.0,0.0,13.698
0.0,0.0,0.0,12.968
0.0,0.0,0.0,12.203
0.0,0.0,0.0,11.567
0.0,0.0,0.0,11.285
0.0,0.0,0.0,11.251
0.0,0.005,0.001,11.402
0.337,0.34400000000000003,0.042,13.638
0.585,0.608,0.094,16.693
0.681,0.709,0.138,19.0
0.76,0.8150000000000001,0.163,20.733
0.804,0.881,0.176,22.04
0.8130000000000001,0.859,0.22,23.002
0.8150000000000001,0.85,0.23600000000000002,23.681
0.799,0.807,0.256,24.057
0.783,0.778,0.258,24.249
0.605,0.401,0.358,23.975
0.374,0.131,0.319,23.172
0.448,0.297,0.244,22.713
0.459,0.396,0.158,21.941
0.275,0.23900000000000002,0.088,20.632
0.08700000000000001,0.097,0.016,18.511
0.0,0.0,0.0,17.175
0.0,0.0,0.0,16.584
0.0,0.0,0.0,16.032
0.0,0.0,0.0,15.653
0.0,0.0,0.0,15.405
0.0,0.0,0.0,15.29
0.0,0.0,0.0,15.734
0.0,0.0,0.0,16.078
0.0,0.001,0.0,16.23
0.099,0.08700000000000001,0.038,16.841
0.219,0.147,0.112,18.44
0.326,0.191,0.194,19.736
0.41400000000000003,0.218,0.276,20.716
0.629,0.482,0.303,21.852
0.775,0.72,0.29,22.302
0.762,0.647,0.34,21.814
0.6930000000000001,0.45,0.424,20.73
0.545,0.193,0.464,18.832
0.433,0.109,0.399,17.092
0.195,0.017,0.212,15.188
0.133,0.014,0.147,13.812
0.062,0.007,0.076,12.854
0.044,0.013000000000000001,0.05,12.249
0.024,0.026000000000000002,0.014,11.372
0.0,0.0,0.0,10.858
0.0,0.0,0.0,10.407
0.0,0.0,0.0,10.104
0.0,0.0,0.0,10.1
0.0,0.0,0.0,10.023
0.0,0.0,0.0,10.148
0.0,0.0,0.0,10.234
0.0,0.0,0.0,10.046
0.0,0.0,0.0,9.685
0.023,0.014,0.024,9.448
0.218,0.131,0.117,9.769
0.558,0.454,0.191,10.744
0.507,0.296,0.28800000000000003,11.585
0.6000000000000001,0.353,0.354,12.588
0.793,0.7020000000000001,0.28600000000000003,13.96
0.88,0.911,0.223,15.221
0.875,0.904,0.227,15.892
0.853,0.856,0.23800000000000002,16.031
0.739,0.611,0.303,15.615
0.541,0.31,0.327,14.757
0.302,0.105,0.242,13.828
0.211,0.088,0.156,13.036
0.094,0.047,0.07100000000000001,12.013
0.012,0.015,0.01,10.708
0.0,0.0,0.0,9.73
0.0,0.0,0.0,9.183
0.0,0.0,0.0,8.902
0.0,0.0,0.0,8.789
0.0,0.0,0.0,8.739
0.0,0.0,0.0,8.664
0.0,0.0,0.0,8.525
0.0,0.0,0.0,8.43
0.0,0.0,0.0,8.378
0.011,0.006,0.016,8.471
0.084,0.027,0.078,8.975999999999999
0.23,0.082,0.179,9.829
0.47200000000000003,0.258,0.28200000000000003,11.096
0.5730000000000001,0.322,0.34800000000000003,12.324
0.666,0.452,0.34800000000000003,13.511
0.768,0.651,0.302,14.771
0.8130000000000001,0.768,0.26,15.651
0.836,0.847,0.222,16.152
0.84,0.881,0.194,16.198
0.8160000000000001,0.857,0.177,15.739
0.748,0.763,0.161,14.842
0.603,0.581,0.134,13.762
0.294,0.252,0.084,12.513
0.029,0.034,0.011,11.004
0.0,0.0,0.0,9.977
0.0,0.0,0.0,8.98
0.0,0.0,0.0,8.162
0.0,0.0,0.0,7.65
0.0,0.0,0.0,7.235
0.0,0.0,0.0,6.934
0.0,0.0,0.0,6.799
0.0,0.0,0.0,6.796
0.0,0.002,0.001,6.896
0.14,0.126,0.038,8.199
0.396,0.338,0.11,10.706
0.582,0.517,0.167,12.85
0.629,0.525,0.228,14.555
0.676,0.547,0.277,15.786
0.668,0.458,0.359,16.666
0.725,0.548,0.356,17.457
0.783,0.6950000000000001,0.303,18.173
0.704,0.519,0.359,18.221
0.606,0.366,0.368,17.791
0.525,0.306,0.319,17.179
0.392,0.20800000000000002,0.249,16.352
0.30000000000000004,0.181,0.165,15.479
0.184,0.132,0.084,14.466
0.089,0.096,0.015,12.72
0.0,0.0,0.0,10.873
0.0,0.0,0.0,10.008
0.0,0.0,0.0,9.296
0.0,0.0,0.0,8.72
0.0,0.0,0.0,8.345
0.0,0.0,0.0,7.99
0.0,0.0,0.0,7.696
0.0,0.0,0.0,7.493
0.0,0.002,0.001,7.596
0.186,0.17200000000000001,0.041,9.653
0.383,0.324,0.114,12.41
0.47300000000000003,0.363,0.188,14.668
0.41000000000000003,0.202,0.275,15.756
0.593,0.386,0.327,16.915
0.6880000000000001,0.508,0.34500000000000003,18.171
0.6980000000000001,0.498,0.376,19.251
0.68,0.452,0.4,20.031
0.516,0.182,0.44,20.13
0.47700000000000004,0.178,0.394,20.023
0.34700000000000003,0.099,0.31,19.362
0.249,0.07100000000000001,0.221,18.26
0.188,0.075,0.148,17.168
0.10200000000000001,0.056,0.07200000000000001,15.985
0.028,0.032,0.012,14.504
0.0,0.0,0.0,13.286
0.0,0.0,0.0,12.712
0.0,0.0,0.0,12.109
0.0,0.0,0.0,11.584
