electricity,irradiance_direct,irradiance_diffuse,temperature
0.8240000000000001,0.905,0.179,21.26
0.8320000000000001,0.926,0.184,22.888
0.833,0.933,0.185,24.021
0.8280000000000001,0.928,0.186,24.53
0.8140000000000001,0.909,0.184,24.756
0.79,0.874,0.177,24.684
0.746,0.8140000000000001,0.161,24.299
0.666,0.715,0.133,23.533
0.51,0.531,0.09,22.196
0.199,0.211,0.029,20.262
0.0,0.0,0.0,18.472
0.0,0.0,0.0,18.07
0.0,0.0,0.0,18.104
0.0,0.0,0.0,18.031
0.0,0.0,0.0,17.906
0.0,0.0,0.0,17.825
0.0,0.0,0.0,17.753
0.0,0.0,0.0,17.673000000000002
0.0,0.0,0.0,17.598
0.028,0.041,0.005,17.615
0.435,0.456,0.059000000000000004,19.2
0.645,0.6950000000000001,0.109,20.859
0.736,0.81,0.14400000000000002,23.272
0.773,0.869,0.166,26.641
0.787,0.901,0.18,29.666
0.792,0.915,0.187,31.571
0.792,0.917,0.191,32.237
0.789,0.909,0.192,32.061
0.779,0.891,0.189,31.451
0.76,0.859,0.18,30.562
0.72,0.801,0.163,29.408
0.648,0.708,0.134,27.753
0.502,0.532,0.09,25.366
0.201,0.216,0.028,23.027
0.0,0.0,0.0,21.206
0.0,0.0,0.0,20.42
0.0,0.0,0.0,20.055
0.0,0.0,0.0,19.762
0.0,0.0,0.0,19.468
0.0,0.0,0.0,19.134
0.0,0.0,0.0,18.625
0.0,0.0,0.0,18.102
0.0,0.0,0.0,17.745
0.031,0.045,0.005,17.552
0.464,0.493,0.058,18.627
0.671,0.73,0.106,19.791
0.764,0.844,0.138,20.701
0.81,0.903,0.159,21.532
0.8320000000000001,0.926,0.176,22.021
0.843,0.9400000000000001,0.183,22.158
0.847,0.9430000000000001,0.186,22.034
0.843,0.931,0.188,21.668
0.8270000000000001,0.898,0.19,21.193
0.799,0.853,0.185,20.54
0.749,0.786,0.169,19.949
0.66,0.678,0.139,19.378
0.49,0.49,0.093,18.717
0.176,0.182,0.028,17.853
0.0,0.0,0.0,17.034
0.0,0.0,0.0,16.419
0.0,0.0,0.0,15.842
0.0,0.0,0.0,15.417
0.0,0.0,0.0,15.281
0.0,0.0,0.0,15.148
0.0,0.0,0.0,15.335
0.0,0.0,0.0,15.429
0.0,0.0,0.0,15.435
0.01,0.018000000000000002,0.004,15.463
0.265,0.245,0.062,15.8
0.519,0.487,0.128,16.463
0.68,0.667,0.169,17.171
0.732,0.707,0.209,17.651
0.803,0.8150000000000001,0.213,18.101
0.834,0.871,0.211,18.494
0.833,0.861,0.221,18.666
0.8290000000000001,0.854,0.22,18.687
0.8200000000000001,0.849,0.21,18.615
0.801,0.837,0.192,18.452
0.76,0.791,0.169,18.14
0.664,0.675,0.14,17.598
0.499,0.497,0.093,16.884
0.18,0.185,0.028,16.016
0.0,0.0,0.0,15.409
0.0,0.0,0.0,15.144
0.0,0.0,0.0,14.894
0.0,0.0,0.0,14.675
0.0,0.0,0.0,14.372
0.0,0.0,0.0,14.242
0.0,0.0,0.0,14.15
0.0,0.0,0.0,14.313
0.0,0.0,0.0,14.355
0.014,0.024,0.004,14.361
0.255,0.233,0.062,15.039
0.523,0.488,0.128,15.665
0.579,0.494,0.198,16.049
0.657,0.55,0.25,16.363
0.713,0.59,0.292,16.644
0.789,0.728,0.27,17.021
0.798,0.739,0.276,17.268
0.802,0.759,0.264,17.512
0.789,0.757,0.248,17.776
0.804,0.8310000000000001,0.197,17.81
0.683,0.636,0.20600000000000002,17.514
0.633,0.62,0.15,17.067
0.343,0.295,0.10400000000000001,16.489
0.091,0.09,0.026000000000000002,15.859
0.0,0.0,0.0,15.466
0.0,0.0,0.0,15.409
0.0,0.0,0.0,15.237
0.0,0.0,0.0,15.154
0.0,0.0,0.0,14.876
0.0,0.0,0.0,14.778
0.0,0.0,0.0,14.502
0.0,0.0,0.0,14.398
0.0,0.0,0.0,14.282
0.011,0.019,0.004,14.226
0.31,0.294,0.063,14.76
0.47700000000000004,0.423,0.135,15.592
0.55,0.447,0.20700000000000002,16.462
0.752,0.735,0.209,17.34
0.8,0.8150000000000001,0.209,18.158
0.84,0.898,0.196,18.934
0.854,0.935,0.186,19.454
0.846,0.92,0.189,19.674
0.834,0.904,0.185,19.572
0.805,0.857,0.18,19.164
0.751,0.783,0.166,18.531
0.667,0.686,0.135,17.768
0.493,0.492,0.091,16.927
0.165,0.17,0.027,16.15
0.0,0.0,0.0,15.756
0.0,0.0,0.0,15.852
0.0,0.0,0.0,16.007
0.0,0.0,0.0,16.126
0.0,0.0,0.0,16.181
0.0,0.0,0.0,16.111
0.0,0.0,0.0,15.884
0.0,0.0,0.0,15.529
0.0,0.0,0.0,15.186
0.021,0.032,0.004,14.981
0.442,0.457,0.058,15.926
0.66,0.6990000000000001,0.109,17.137
0.759,0.8180000000000001,0.14400000000000002,18.592
0.806,0.881,0.166,20.181
0.8290000000000001,0.919,0.176,21.71
0.836,0.935,0.182,23.001
0.835,0.9380000000000001,0.184,23.914
0.8280000000000001,0.929,0.184,24.435
0.8130000000000001,0.906,0.183,24.609
0.786,0.867,0.176,24.417
0.739,0.8,0.161,23.814
0.655,0.6940000000000001,0.133,22.816
0.487,0.5,0.09,21.493
0.167,0.176,0.027,20.02
0.0,0.0,0.0,18.896
0.0,0.0,0.0,18.524
0.0,0.0,0.0,18.43
0.0,0.0,0.0,18.419
0.0,0.0,0.0,18.574
0.0,0.0,0.0,18.801
0.0,0.0,0.0,18.948
0.0,0.0,0.0,18.838
0.0,0.0,0.0,18.483
0.021,0.033,0.004,18.057
0.458,0.487,0.057,19.07
0.666,0.727,0.106,20.932
0.75,0.84,0.14,23.939
0.788,0.898,0.162,26.388
0.806,0.927,0.17500000000000002,27.882
0.812,0.9400000000000001,0.181,29.009
0.809,0.9400000000000001,0.184,30.186
0.799,0.926,0.186,31.073
0.783,0.904,0.184,31.489
0.757,0.865,0.177,31.448
0.708,0.793,0.163,31.146
0.623,0.683,0.134,30.729
0.457,0.485,0.09,30.079
