electricity,irradiance_direct,irradiance_diffuse,temperature
0.796,0.921,0.17400000000000002,29.456
0.8,0.9400000000000001,0.179,31.747
0.798,0.9460000000000001,0.181,33.287
0.79,0.9400000000000001,0.182,34.335
0.776,0.919,0.181,34.975
0.752,0.883,0.17500000000000002,35.098
0.711,0.8230000000000001,0.159,34.642
0.636,0.721,0.132,33.603
0.484,0.531,0.089,31.875
0.184,0.20400000000000001,0.026000000000000002,27.824
0.0,0.0,0.0,24.464
0.0,0.0,0.0,23.117
0.0,0.0,0.0,22.034
0.0,0.0,0.0,21.031
0.0,0.0,0.0,20.188
0.0,0.0,0.0,19.528
0.0,0.0,0.0,19.105
0.0,0.0,0.0,18.884
0.0,0.0,0.0,18.91
0.018000000000000002,0.029,0.004,19.107
0.41100000000000003,0.434,0.058,21.56
0.619,0.675,0.109,24.89
0.704,0.793,0.146,29.522
0.739,0.856,0.17,33.845
0.756,0.888,0.186,36.338
0.763,0.905,0.193,37.962
0.762,0.908,0.197,39.081
0.756,0.901,0.198,39.686
0.743,0.881,0.195,39.779
0.721,0.845,0.186,39.172
0.676,0.773,0.17,37.799
0.543,0.5680000000000001,0.152,35.902
0.405,0.422,0.095,33.866
0.157,0.17500000000000002,0.026000000000000002,30.534
0.0,0.0,0.0,27.401
0.0,0.0,0.0,26.037
0.0,0.0,0.0,24.719
0.0,0.0,0.0,23.387
0.0,0.0,0.0,22.319
0.0,0.0,0.0,21.399
0.0,0.0,0.0,20.601
0.0,0.0,0.0,19.969
0.0,0.0,0.0,19.464
0.019,0.03,0.004,19.075
0.438,0.466,0.057,20.69
0.652,0.716,0.107,22.666
0.739,0.837,0.14,26.255
0.776,0.901,0.161,29.704
0.788,0.936,0.17200000000000001,33.013
0.794,0.9540000000000001,0.177,34.579
0.795,0.9570000000000001,0.179,35.05
0.792,0.9480000000000001,0.181,34.731
0.784,0.927,0.179,33.951
0.766,0.893,0.17200000000000001,32.673
0.728,0.8290000000000001,0.158,30.855
0.652,0.719,0.132,28.596
0.492,0.522,0.089,26.084
0.178,0.192,0.026000000000000002,23.142
0.0,0.0,0.0,20.151
0.0,0.0,0.0,17.872
0.0,0.0,0.0,16.365
0.0,0.0,0.0,15.503
0.0,0.0,0.0,14.766
0.0,0.0,0.0,14.125
0.0,0.0,0.0,13.546
0.0,0.0,0.0,13.218
0.0,0.0,0.0,13.302
0.006,0.014,0.003,13.456
0.212,0.189,0.058,14.347
0.585,0.582,0.11800000000000001,16.057
0.733,0.769,0.151,18.21
0.807,0.886,0.165,20.44
0.8280000000000001,0.925,0.17500000000000002,22.546
0.834,0.9450000000000001,0.179,24.276
0.833,0.9500000000000001,0.181,25.478
0.8260000000000001,0.9410000000000001,0.182,26.015
0.8140000000000001,0.922,0.18,26.014
0.793,0.889,0.17200000000000001,25.491
0.751,0.8280000000000001,0.157,24.492
0.673,0.725,0.13,23.067
0.51,0.53,0.088,21.064
0.184,0.195,0.026000000000000002,18.556
0.0,0.0,0.0,16.37
0.0,0.0,0.0,15.019
0.0,0.0,0.0,14.129
0.0,0.0,0.0,13.566
0.0,0.0,0.0,13.083
0.0,0.0,0.0,12.703
0.0,0.0,0.0,12.415
0.0,0.0,0.0,12.165
0.0,0.0,0.0,11.855
0.01,0.019,0.003,11.643
0.336,0.325,0.059000000000000004,12.812
0.611,0.613,0.115,14.533
0.772,0.8280000000000001,0.14200000000000002,16.424
0.8260000000000001,0.91,0.159,18.543
0.849,0.9590000000000001,0.163,20.621
0.853,0.975,0.167,22.279
0.85,0.976,0.168,23.315
0.843,0.967,0.17,23.933
0.8310000000000001,0.9470000000000001,0.169,24.088
0.808,0.912,0.163,23.724
0.763,0.843,0.152,22.982
0.685,0.739,0.127,21.692
0.523,0.545,0.08600000000000001,19.786
0.192,0.203,0.025,17.429
0.0,0.0,0.0,15.45
0.0,0.0,0.0,14.331
0.0,0.0,0.0,13.721
0.0,0.0,0.0,13.302
0.0,0.0,0.0,12.86
0.0,0.0,0.0,12.395
0.0,0.0,0.0,11.932
0.0,0.0,0.0,11.468
0.0,0.0,0.0,10.985
0.017,0.027,0.003,10.57
0.467,0.48,0.056,11.776
0.685,0.724,0.105,14.1
0.791,0.863,0.135,16.368
0.8310000000000001,0.924,0.154,18.793
0.844,0.9510000000000001,0.166,21.189
0.846,0.965,0.171,23.324
0.84,0.968,0.17200000000000001,25.071
0.8290000000000001,0.9560000000000001,0.17400000000000002,26.369
0.812,0.934,0.17400000000000002,27.166
0.786,0.895,0.168,27.453
0.742,0.833,0.154,27.024
0.662,0.725,0.128,25.721
0.497,0.522,0.08700000000000001,23.473
0.169,0.18,0.025,20.298
0.0,0.0,0.0,17.412
0.0,0.0,0.0,15.735
0.0,0.0,0.0,14.71
0.0,0.0,0.0,14.283
0.0,0.0,0.0,14.056
0.0,0.0,0.0,13.861
0.0,0.0,0.0,13.61
0.0,0.0,0.0,13.208
0.0,0.0,0.0,12.842
0.016,0.026000000000000002,0.003,12.653
0.463,0.483,0.055,14.465
0.676,0.727,0.105,17.574
0.762,0.843,0.139,21.006
0.799,0.904,0.159,24.322
0.8140000000000001,0.936,0.171,26.843
0.8170000000000001,0.9510000000000001,0.176,28.657
0.8140000000000001,0.9530000000000001,0.178,30.109
0.805,0.9440000000000001,0.179,31.068
0.789,0.919,0.178,31.539
0.763,0.88,0.17200000000000001,31.604
0.717,0.8130000000000001,0.158,31.236
0.635,0.704,0.131,30.41
0.47000000000000003,0.503,0.088,29.016
0.156,0.171,0.025,25.621
0.0,0.0,0.0,22.935
0.0,0.0,0.0,21.852
0.0,0.0,0.0,21.086
0.0,0.0,0.0,20.474
0.0,0.0,0.0,19.965
0.0,0.0,0.0,19.442
0.0,0.0,0.0,18.862
0.0,0.0,0.0,18.393
0.0,0.0,0.0,18.123
0.014,0.025,0.003,17.713
0.456,0.486,0.055,18.914
0.664,0.733,0.105,22.041
0.743,0.848,0.138,26.892
0.777,0.907,0.159,30.029
0.793,0.937,0.171,32.101
0.797,0.9520000000000001,0.177,33.572
0.795,0.9520000000000001,0.179,34.576
0.786,0.9410000000000001,0.18,35.307
0.771,0.918,0.179,35.754
0.745,0.878,0.17300000000000001,35.823
0.6990000000000001,0.808,0.159,35.38
0.617,0.6950000000000001,0.132,34.464
0.429,0.456,0.09,32.954
0.139,0.154,0.024,28.966
0.0,0.0,0.0,26.049
0.0,0.0,0.0,24.917
0.0,0.0,0.0,23.981
0.0,0.0,0.0,23.136
0.0,0.0,0.0,22.563
0.0,0.0,0.0,22.309
0.0,0.0,0.0,22.108
0.0,0.0,0.0,21.828
0.0,0.0,0.0,21.536
0.013000000000000001,0.024,0.003,21.233
0.438,0.47400000000000003,0.055,22.623
0.643,0.716,0.106,25.604
0.723,0.834,0.14100000000000001,30.204
0.759,0.895,0.163,33.336
0.774,0.92,0.18,35.436
0.778,0.935,0.186,37.083
0.776,0.937,0.188,38.241
0.767,0.925,0.19,38.933
0.752,0.9,0.188,39.16
0.724,0.85,0.183,38.798
0.638,0.6930000000000001,0.186,37.677
0.561,0.602,0.145,35.967
0.391,0.404,0.093,33.6
0.124,0.138,0.024,29.798000000000002
0.0,0.0,0.0,26.501
0.0,0.0,0.0,25.085
0.0,0.0,0.0,23.863
0.0,0.0,0.0,23.105
0.0,0.0,0.0,22.174
0.0,0.0,0.0,21.112
0.0,0.0,0.0,19.987
0.0,0.0,0.0,19.053
0.0,0.0,0.0,18.23
0.008,0.016,0.003,17.486
0.383,0.393,0.057,18.081
0.594,0.615,0.115,20.516
0.673,0.6960000000000001,0.164,23.923000000000002
0.747,0.812,0.185,27.376
0.776,0.878,0.191,30.835
0.774,0.891,0.2,34.188
0.782,0.93,0.189,36.029
0.773,0.918,0.19,36.741
0.759,0.894,0.188,36.664
0.734,0.851,0.181,35.982
0.684,0.771,0.167,34.775
0.598,0.653,0.137,33.056
0.425,0.445,0.09,30.763
0.123,0.135,0.023,27.543
0.0,0.0,0.0,24.363
0.0,0.0,0.0,21.973
0.0,0.0,0.0,20.124
0.0,0.0,0.0,18.894
0.0,0.0,0.0,18.033
0.0,0.0,0.0,17.301
0.0,0.0,0.0,16.641
0.0,0.0,0.0,16.156
0.0,0.0,0.0,15.746
0.009000000000000001,0.018000000000000002,0.003,15.394
0.423,0.439,0.055,16.421
0.648,0.6910000000000001,0.109,18.974
0.743,0.8150000000000001,0.145,22.389
0.783,0.879,0.168,25.855
0.793,0.895,0.195,29.316
0.793,0.911,0.203,32.578
0.787,0.914,0.20500000000000002,34.906
0.776,0.905,0.20500000000000002,36.219
0.76,0.88,0.202,36.532
0.733,0.836,0.193,35.942
0.683,0.761,0.17500000000000002,34.606
0.595,0.642,0.14300000000000002,32.877
0.417,0.431,0.093,30.7
0.113,0.123,0.023,27.462
0.0,0.0,0.0,24.545
0.0,0.0,0.0,22.781
0.0,0.0,0.0,21.306
0.0,0.0,0.0,20.143
0.0,0.0,0.0,19.188
0.0,0.0,0.0,18.428
0.0,0.0,0.0,17.838
0.0,0.0,0.0,17.444
0.0,0.0,0.0,17.641
0.002,0.007,0.002,17.886
0.14100000000000001,0.121,0.052000000000000005,19.709
0.244,0.159,0.133,21.975
0.372,0.231,0.222,25.793
0.489,0.323,0.298,30.491
0.5740000000000001,0.41100000000000003,0.34600000000000003,33.629
0.599,0.41500000000000004,0.388,35.134
0.625,0.454,0.394,35.788
0.65,0.532,0.358,36.225
0.633,0.53,0.332,36.165
0.64,0.609,0.262,35.815
0.656,0.707,0.187,35.19
0.587,0.634,0.14400000000000002,34.035
0.41200000000000003,0.43,0.093,32.314
0.112,0.124,0.023,28.624
0.0,0.0,0.0,25.61
0.0,0.0,0.0,24.206
0.0,0.0,0.0,22.921
0.0,0.0,0.0,21.885
0.0,0.0,0.0,21.202
0.0,0.0,0.0,20.678
0.0,0.0,0.0,19.959
0.0,0.0,0.0,19.107
0.0,0.0,0.0,18.435
0.006,0.014,0.002,17.863
0.387,0.4,0.057,19.241
0.615,0.65,0.115,21.854
0.714,0.779,0.156,26.023
0.754,0.848,0.183,30.749
0.772,0.905,0.184,34.396
0.777,0.922,0.189,36.328
0.775,0.926,0.191,37.48
0.767,0.917,0.191,38.005
0.753,0.893,0.188,37.934
0.724,0.839,0.183,37.296
0.661,0.735,0.17300000000000001,36.278
0.5670000000000001,0.611,0.14100000000000001,34.923
0.40700000000000003,0.428,0.09,33.153
0.121,0.136,0.022,29.638
0.0,0.0,0.0,26.663
0.0,0.0,0.0,25.095
0.0,0.0,0.0,23.702
0.0,0.0,0.0,22.571
0.0,0.0,0.0,21.658
0.0,0.0,0.0,20.901
0.0,0.0,0.0,20.322
0.0,0.0,0.0,19.931
0.0,0.0,0.0,19.605
0.008,0.017,0.002,19.362
0.431,0.464,0.054,21.789
0.643,0.713,0.107,24.904
0.722,0.8250000000000001,0.14400000000000002,29.485
0.712,0.788,0.19,33.608
0.711,0.761,0.229,35.622
0.756,0.873,0.20800000000000002,37.299
