electricity,irradiance_direct,irradiance_diffuse,temperature
0.773,0.912,0.17200000000000001,33.596
0.783,0.9380000000000001,0.178,35.372
0.783,0.9480000000000001,0.179,36.677
0.778,0.9470000000000001,0.179,37.663
0.767,0.932,0.178,38.365
0.747,0.903,0.17200000000000001,38.739
0.711,0.851,0.158,38.674
0.638,0.747,0.134,38.119
0.509,0.584,0.09,37.11
0.217,0.249,0.028,34.043
0.0,0.0,0.0,31.402
0.0,0.0,0.0,30.163
0.0,0.0,0.0,29.12
0.0,0.0,0.0,28.257
0.0,0.0,0.0,27.508
0.0,0.0,0.0,26.849
0.0,0.0,0.0,26.269
0.0,0.0,0.0,25.65
0.0,0.0,0.0,24.988
0.0,0.0,0.0,24.474
0.315,0.354,0.027,24.958
0.496,0.52,0.1,27.172
0.663,0.743,0.14,31.178
0.722,0.841,0.165,35.188
0.739,0.859,0.199,38.229
0.75,0.881,0.211,40.056
0.752,0.889,0.216,41.19
0.747,0.885,0.216,42.014
0.734,0.866,0.213,42.514
0.71,0.8310000000000001,0.20400000000000001,42.656
0.666,0.77,0.185,42.455
0.5710000000000001,0.636,0.156,41.886
0.40900000000000003,0.441,0.10300000000000001,40.96
0.092,0.10300000000000001,0.027,38.894
0.0,0.0,0.0,37.159
0.0,0.0,0.0,36.037
0.0,0.0,0.0,34.829
0.0,0.0,0.0,33.723
0.0,0.0,0.0,32.686
0.0,0.0,0.0,31.329
0.0,0.0,0.0,29.617
0.0,0.0,0.0,28.274
0.0,0.0,0.0,27.394
0.0,0.0,0.0,26.77
0.117,0.125,0.027,26.877
0.219,0.161,0.111,28.541
0.313,0.19,0.201,31.146
0.395,0.213,0.291,33.891
0.451,0.213,0.377,36.903
0.498,0.23,0.436,39.189
0.543,0.28300000000000003,0.46,40.784
0.606,0.438,0.41100000000000003,41.918
0.668,0.659,0.301,42.732
0.633,0.624,0.276,42.892
0.5740000000000001,0.5630000000000001,0.23800000000000002,42.683
0.40900000000000003,0.34900000000000003,0.196,41.987
0.272,0.245,0.112,40.936
0.068,0.074,0.026000000000000002,37.986
0.0,0.0,0.0,35.339
0.0,0.0,0.0,34.145
0.0,0.0,0.0,32.186
0.0,0.0,0.0,29.636
0.0,0.0,0.0,27.844
0.0,0.0,0.0,26.531
0.0,0.0,0.0,25.203
0.0,0.0,0.0,23.718
0.0,0.0,0.0,22.248
0.0,0.0,0.0,21.018
0.334,0.368,0.028,20.456
0.562,0.589,0.101,21.713
0.705,0.764,0.147,24.062
0.768,0.852,0.176,26.807
0.797,0.93,0.169,29.671
0.802,0.9540000000000001,0.17400000000000002,32.299
0.797,0.96,0.176,34.517
0.787,0.9540000000000001,0.177,36.234
0.771,0.932,0.178,37.334
0.747,0.893,0.17400000000000002,37.741
0.709,0.838,0.16,37.554
0.622,0.709,0.138,36.755
0.381,0.388,0.101,35.361
0.077,0.084,0.025,33.188
0.0,0.0,0.0,30.925
0.0,0.0,0.0,29.332
0.0,0.0,0.0,27.636
0.0,0.0,0.0,26.207
0.0,0.0,0.0,24.896
0.0,0.0,0.0,23.352
0.0,0.0,0.0,21.782
0.0,0.0,0.0,20.368
0.0,0.0,0.0,19.105
0.0,0.0,0.0,18.119
0.389,0.431,0.026000000000000002,17.718
0.608,0.65,0.092,18.837
0.74,0.8140000000000001,0.131,20.783
0.797,0.897,0.154,23.097
0.8210000000000001,0.9500000000000001,0.16,25.558
0.8260000000000001,0.972,0.164,27.896
0.8210000000000001,0.979,0.165,29.995
0.811,0.974,0.165,31.574
0.798,0.9580000000000001,0.165,32.526
0.777,0.926,0.161,32.888
0.741,0.873,0.149,32.764
0.674,0.779,0.126,32.028
0.531,0.594,0.08700000000000001,30.739
0.214,0.23900000000000002,0.027,28.375
0.0,0.0,0.0,25.637
0.0,0.0,0.0,24.581
0.0,0.0,0.0,23.424
0.0,0.0,0.0,22.044
0.0,0.0,0.0,20.501
0.0,0.0,0.0,19.106
0.0,0.0,0.0,17.877
0.0,0.0,0.0,16.882
0.0,0.0,0.0,16.103
0.0,0.0,0.0,15.531
0.441,0.489,0.024,15.596
0.647,0.705,0.088,17.803
0.763,0.86,0.123,21.087
0.81,0.934,0.14400000000000002,23.95
0.8290000000000001,0.977,0.152,26.26
0.833,0.996,0.155,28.16
0.8290000000000001,1.002,0.155,29.72
0.8230000000000001,1.002,0.154,30.971
0.81,0.984,0.154,31.799
0.789,0.9520000000000001,0.152,32.257
0.754,0.898,0.14300000000000002,32.235
0.6880000000000001,0.805,0.121,31.682
0.55,0.624,0.084,30.591
0.23600000000000002,0.264,0.027,27.4
0.0,0.0,0.0,24.287
0.0,0.0,0.0,23.258
0.0,0.0,0.0,22.319
0.0,0.0,0.0,21.454
0.0,0.0,0.0,20.712
