electricity,irradiance_direct,irradiance_diffuse,temperature
0.516,0.217,0.41200000000000003,22.104
0.68,0.498,0.372,23.755
0.793,0.8160000000000001,0.246,25.388
0.79,0.8320000000000001,0.23,26.468
0.753,0.774,0.231,27.03
0.718,0.744,0.20500000000000002,27.239
0.651,0.67,0.17200000000000001,27.041
0.534,0.543,0.126,26.455
0.308,0.309,0.064,25.188
0.015,0.025,0.004,22.48
0.0,0.0,0.0,21.05
0.0,0.0,0.0,20.32
0.0,0.0,0.0,19.846
0.0,0.0,0.0,19.413
0.0,0.0,0.0,18.836
0.0,0.0,0.0,18.325
0.0,0.0,0.0,17.91
0.0,0.0,0.0,17.54
0.0,0.0,0.0,17.199
0.234,0.243,0.033,17.912
0.518,0.528,0.097,20.318
0.663,0.6940000000000001,0.145,22.789
0.734,0.783,0.179,25.178
0.769,0.8320000000000001,0.201,27.235
0.786,0.848,0.225,28.916
0.79,0.854,0.23500000000000001,30.165
0.781,0.837,0.244,31.065
0.754,0.779,0.258,31.639
0.715,0.717,0.256,31.904
0.6920000000000001,0.717,0.217,31.844
0.631,0.657,0.178,31.455
0.40700000000000003,0.368,0.14200000000000002,30.683
0.136,0.113,0.062,28.585
0.007,0.014,0.004,25.487
0.0,0.0,0.0,24.245
0.0,0.0,0.0,23.412
0.0,0.0,0.0,22.626
0.0,0.0,0.0,21.895
0.0,0.0,0.0,21.28
0.0,0.0,0.0,20.735
0.0,0.0,0.0,20.242
0.0,0.0,0.0,19.711
0.0,0.0,0.0,19.128
0.147,0.148,0.031,19.536
0.327,0.28,0.109,21.19
0.273,0.14,0.188,22.861
0.425,0.23900000000000002,0.279,24.521
0.629,0.504,0.303,26.579
0.706,0.62,0.317,28.653
0.7030000000000001,0.587,0.354,30.079
0.592,0.31,0.46,30.347
0.259,0.022,0.299,29.332
0.308,0.049,0.332,29.24
0.649,0.601,0.253,29.829
0.604,0.589,0.194,29.472
0.47700000000000004,0.461,0.138,28.761
0.243,0.232,0.067,27.397
0.008,0.016,0.004,24.65
0.0,0.0,0.0,23.198
0.0,0.0,0.0,22.372
0.0,0.0,0.0,21.826
0.0,0.0,0.0,21.143
0.0,0.0,0.0,20.578
0.0,0.0,0.0,20.109
0.0,0.0,0.0,19.726
0.0,0.0,0.0,19.491
0.0,0.0,0.0,19.443
0.154,0.161,0.027,20.073
0.291,0.23600000000000002,0.111,21.8
0.587,0.5660000000000001,0.169,23.963
0.644,0.599,0.229,26.163
0.716,0.6940000000000001,0.255,27.744
0.724,0.6970000000000001,0.271,28.858
0.72,0.665,0.303,29.736
0.745,0.74,0.274,30.611
0.747,0.773,0.25,31.312
0.749,0.8160000000000001,0.214,31.772
0.722,0.794,0.189,31.757
0.646,0.6900000000000001,0.166,31.039
0.531,0.554,0.123,29.723
0.298,0.302,0.063,27.244
0.012,0.021,0.004,24.212
0.0,0.0,0.0,22.308
0.0,0.0,0.0,20.722
0.0,0.0,0.0,19.379
0.0,0.0,0.0,18.379
0.0,0.0,0.0,17.646
0.0,0.0,0.0,17.031
0.0,0.0,0.0,16.501
0.0,0.0,0.0,16.102
0.0,0.0,0.0,15.972
0.23800000000000002,0.251,0.027,16.377
0.381,0.343,0.10400000000000001,18.007
0.423,0.317,0.185,19.822
0.63,0.559,0.224,21.408
0.633,0.5,0.296,22.777
0.671,0.519,0.337,23.996
0.629,0.387,0.41100000000000003,24.81
0.718,0.606,0.333,25.667
0.716,0.631,0.309,26.262
0.672,0.5730000000000001,0.297,26.205
0.633,0.557,0.252,25.669
0.395,0.248,0.23,24.31
0.387,0.324,0.14200000000000002,22.731
0.225,0.20500000000000002,0.063,20.981
0.01,0.018000000000000002,0.004,18.992
0.0,0.0,0.0,18.012
0.0,0.0,0.0,17.237
0.0,0.0,0.0,16.346
0.0,0.0,0.0,15.615
0.0,0.0,0.0,15.173
0.0,0.0,0.0,14.622
0.0,0.0,0.0,14.096
0.0,0.0,0.0,13.725999999999999
0.0,0.0,0.0,13.36
0.377,0.40800000000000003,0.026000000000000002,13.844
0.559,0.5680000000000001,0.095,15.62
0.709,0.74,0.14,17.428
0.784,0.837,0.169,19.337
0.8250000000000001,0.903,0.183,21.161
0.84,0.9490000000000001,0.17200000000000001,22.689
0.841,0.9570000000000001,0.17500000000000002,23.855
