electricity,irradiance_direct,irradiance_diffuse,temperature
0.74,0.778,0.245,33.237
0.746,0.79,0.254,34.794
0.734,0.763,0.266,35.724
0.727,0.773,0.249,36.241
0.6970000000000001,0.732,0.23600000000000002,36.1
0.642,0.662,0.209,35.301
0.493,0.462,0.177,33.705
0.28200000000000003,0.25,0.10300000000000001,31.51
0.074,0.085,0.017,29.032
0.0,0.0,0.0,27.043
0.0,0.0,0.0,25.636
0.0,0.0,0.0,24.57
0.0,0.0,0.0,23.807
0.0,0.0,0.0,23.265
0.0,0.0,0.0,22.844
0.0,0.0,0.0,22.466
0.0,0.0,0.0,22.042
0.0,0.0,0.0,21.556
0.0,0.0,0.0,21.121
0.092,0.106,0.013000000000000001,21.013
0.422,0.421,0.089,22.997
0.643,0.682,0.14200000000000002,25.656
0.729,0.799,0.17500000000000002,28.335
0.763,0.852,0.196,30.954
0.776,0.887,0.2,33.182
0.777,0.898,0.20400000000000001,34.915
0.771,0.893,0.20600000000000002,36.112
0.756,0.873,0.20500000000000002,36.764
0.731,0.835,0.197,36.732
0.685,0.767,0.18,35.969
0.591,0.638,0.15,34.455
0.391,0.397,0.097,32.198
0.117,0.135,0.017,29.319
0.0,0.0,0.0,26.956
0.0,0.0,0.0,25.464
0.0,0.0,0.0,24.381
0.0,0.0,0.0,23.571
0.0,0.0,0.0,22.981
0.0,0.0,0.0,22.514
0.0,0.0,0.0,22.048
0.0,0.0,0.0,21.492
0.0,0.0,0.0,20.922
0.0,0.0,0.0,20.495
0.101,0.117,0.013000000000000001,20.622
0.47300000000000003,0.49,0.085,23.057
0.657,0.708,0.136,25.728
0.734,0.8140000000000001,0.169,28.38
0.767,0.869,0.187,31.063
0.777,0.884,0.20700000000000002,33.372
0.778,0.894,0.212,35.158
0.771,0.887,0.214,36.409
0.75,0.848,0.22,37.043
0.711,0.779,0.22,37.076
0.597,0.5760000000000001,0.229,36.423
0.386,0.302,0.193,35.168
0.217,0.17400000000000002,0.10200000000000001,33.55
0.029,0.035,0.014,31.092
0.0,0.0,0.0,28.626
0.0,0.0,0.0,26.69
0.0,0.0,0.0,25.388
0.0,0.0,0.0,24.545
0.0,0.0,0.0,23.839
0.0,0.0,0.0,23.211
0.0,0.0,0.0,22.64
0.0,0.0,0.0,22.054
0.0,0.0,0.0,21.499
0.0,0.0,0.0,21.06
0.097,0.112,0.013000000000000001,21.19
0.468,0.484,0.08700000000000001,23.628
0.647,0.6910000000000001,0.14100000000000001,26.291
0.724,0.792,0.177,29.007
0.757,0.846,0.199,31.948
0.769,0.866,0.219,34.686
0.769,0.875,0.225,36.674
0.759,0.861,0.23,38.017
0.735,0.8150000000000001,0.23700000000000002,38.687
0.674,0.6920000000000001,0.253,38.74
0.618,0.631,0.22,38.429
0.355,0.261,0.198,37.273
0.124,0.074,0.092,35.77
0.016,0.02,0.012,33.548
0.0,0.0,0.0,31.001
0.0,0.0,0.0,28.206
0.0,0.0,0.0,26.175
0.0,0.0,0.0,25.23
0.0,0.0,0.0,24.777
0.0,0.0,0.0,24.568
0.0,0.0,0.0,24.399
0.0,0.0,0.0,24.282
0.0,0.0,0.0,24.29
0.0,0.0,0.0,24.167
0.031,0.039,0.011,24.08
0.38,0.371,0.092,25.625
0.601,0.623,0.152,28.494
0.6900000000000001,0.739,0.192,31.955
0.729,0.797,0.218,34.902
0.735,0.752,0.29,37.074
0.71,0.657,0.35000000000000003,38.443
0.675,0.551,0.398,39.167
0.609,0.41500000000000004,0.424,39.371
0.501,0.271,0.4,39.151
0.47700000000000004,0.33,0.304,38.966
0.334,0.219,0.213,38.139
0.101,0.049,0.091,36.606
0.014,0.017,0.013000000000000001,34.255
0.0,0.0,0.0,31.64
0.0,0.0,0.0,29.044
0.0,0.0,0.0,27.386
0.0,0.0,0.0,26.643
0.0,0.0,0.0,26.169
0.0,0.0,0.0,25.837
0.0,0.0,0.0,25.575
0.0,0.0,0.0,25.245
0.0,0.0,0.0,24.89
0.0,0.0,0.0,24.595
0.0,0.002,0.005,24.453
0.036000000000000004,0.011,0.046,24.862
0.14200000000000002,0.034,0.145,26.116
0.312,0.101,0.28200000000000003,27.969
0.449,0.17300000000000001,0.391,29.684
0.554,0.255,0.462,31.135
0.634,0.374,0.47000000000000003,32.348
0.637,0.384,0.46900000000000003,33.095
0.581,0.306,0.46,33.174
0.394,0.106,0.391,32.142
0.179,0.02,0.20600000000000002,30.07
0.08600000000000001,0.01,0.107,27.992
0.036000000000000004,0.007,0.049,26.479
0.005,0.005,0.009000000000000001,25.145
0.0,0.0,0.0,24.064
0.0,0.0,0.0,23.334
0.0,0.0,0.0,22.821
0.0,0.0,0.0,22.452
0.0,0.0,0.0,22.181
0.0,0.0,0.0,22.025
0.0,0.0,0.0,21.971
0.0,0.0,0.0,21.915
0.0,0.0,0.0,21.919
0.0,0.0,0.0,21.819
0.024,0.029,0.012,21.911
0.229,0.179,0.098,23.582
0.47900000000000004,0.404,0.191,26.285
0.6000000000000001,0.512,0.262,28.881
0.676,0.593,0.309,30.947
0.71,0.645,0.323,32.593
0.724,0.663,0.336,33.845
0.62,0.375,0.456,34.094
0.554,0.278,0.452,34.036
0.559,0.365,0.371,34.008
0.393,0.19,0.308,33.058
0.274,0.139,0.20400000000000001,31.877
0.161,0.10300000000000001,0.10200000000000001,30.504
0.033,0.038,0.016,28.704
0.0,0.0,0.0,27.277
0.0,0.0,0.0,26.247
0.0,0.0,0.0,25.134
0.0,0.0,0.0,24.18
0.0,0.0,0.0,23.388
0.0,0.0,0.0,22.723
0.0,0.0,0.0,22.208
0.0,0.0,0.0,21.768
0.0,0.0,0.0,21.541
0.0,0.0,0.0,21.569
0.019,0.023,0.011,21.854
0.1,0.053,0.076,23.235
0.258,0.129,0.185,25.237
0.595,0.508,0.254,27.829
0.7000000000000001,0.66,0.278,30.263
0.781,0.874,0.217,32.554
0.783,0.886,0.221,34.165
0.776,0.879,0.224,35.186
0.76,0.856,0.221,35.76
0.728,0.808,0.214,35.911
0.67,0.722,0.196,35.526
0.583,0.62,0.155,34.724
0.364,0.361,0.1,33.323
0.057,0.068,0.016,30.501
0.0,0.0,0.0,28.528
0.0,0.0,0.0,27.19
0.0,0.0,0.0,25.698
0.0,0.0,0.0,24.606
0.0,0.0,0.0,23.902
0.0,0.0,0.0,23.485
0.0,0.0,0.0,23.294
0.0,0.0,0.0,22.967
0.0,0.0,0.0,22.68
0.0,0.0,0.0,22.49
0.011,0.015,0.009000000000000001,22.514
0.14400000000000002,0.098,0.083,24.068
0.375,0.275,0.184,26.135
0.524,0.402,0.261,28.22
0.611,0.484,0.314,30.368
0.707,0.66,0.302,32.499
0.765,0.8280000000000001,0.249,34.411
0.758,0.8220000000000001,0.251,35.616
0.736,0.787,0.251,36.292
0.68,0.683,0.257,36.394
0.434,0.269,0.293,35.47
0.185,0.065,0.17400000000000002,34.177
0.11,0.059000000000000004,0.088,32.967
0.041,0.048,0.016,30.928
0.0,0.0,0.0,28.657
0.0,0.0,0.0,26.97
0.0,0.0,0.0,25.866
0.0,0.0,0.0,25.145
0.0,0.0,0.0,24.574
0.0,0.0,0.0,24.081
0.0,0.0,0.0,23.651
0.0,0.0,0.0,23.268
0.0,0.0,0.0,22.936
0.0,0.0,0.0,22.605
0.075,0.089,0.012,22.642
0.41500000000000004,0.41500000000000004,0.09,24.76
0.583,0.585,0.158,27.5
0.678,0.7000000000000001,0.20400000000000001,30.61
0.716,0.749,0.23800000000000002,33.813
0.723,0.6980000000000001,0.315,36.038
0.713,0.647,0.358,37.516
0.712,0.659,0.352,38.608
0.683,0.613,0.35000000000000003,39.163
0.614,0.506,0.341,39.149
0.47900000000000004,0.331,0.305,38.591
0.222,0.089,0.198,37.275
0.074,0.028,0.078,35.587
0.006,0.008,0.01,33.247
0.0,0.0,0.0,30.575
0.0,0.0,0.0,28.207
0.0,0.0,0.0,26.785
0.0,0.0,0.0,26.124
0.0,0.0,0.0,25.824
0.0,0.0,0.0,25.634
0.0,0.0,0.0,25.48
0.0,0.0,0.0,25.359
0.0,0.0,0.0,25.281
0.0,0.0,0.0,25.246
0.002,0.004,0.006,25.292
0.043000000000000003,0.014,0.051000000000000004,26.015
0.109,0.021,0.122,27.208
0.20500000000000002,0.034,0.221,28.639
0.355,0.083,0.36,30.698
0.507,0.187,0.47000000000000003,33.144
0.634,0.392,0.468,35.453
0.67,0.501,0.427,37.078
0.641,0.47400000000000003,0.41000000000000003,37.797
0.531,0.311,0.399,37.516
0.255,0.055,0.272,36.098
0.14100000000000001,0.029,0.156,34.793
0.051000000000000004,0.014,0.064,33.408
0.002,0.004,0.007,31.7
0.0,0.0,0.0,30.119
0.0,0.0,0.0,28.717
0.0,0.0,0.0,27.484
0.0,0.0,0.0,26.51
0.0,0.0,0.0,25.799
0.0,0.0,0.0,25.282
0.0,0.0,0.0,24.874
0.0,0.0,0.0,24.565
0.0,0.0,0.0,24.311
0.0,0.0,0.0,24.087
0.002,0.004,0.006,23.98
0.067,0.028,0.065,24.592
0.24,0.107,0.186,26.1
0.421,0.22,0.303,28.465
0.587,0.397,0.368,31.022
0.712,0.62,0.357,33.473
0.74,0.686,0.352,35.087
0.6970000000000001,0.554,0.41100000000000003,35.663
0.559,0.261,0.481,35.147
0.35000000000000003,0.069,0.375,33.696
0.266,0.056,0.278,32.377
0.167,0.04,0.17300000000000001,30.94
0.08,0.029,0.081,29.394
0.008,0.009000000000000001,0.011,27.58
0.0,0.0,0.0,26.139
0.0,0.0,0.0,25.189
0.0,0.0,0.0,24.472
0.0,0.0,0.0,23.875
0.0,0.0,0.0,23.401
0.0,0.0,0.0,23.022
0.0,0.0,0.0,22.771
