electricity,irradiance_direct,irradiance_diffuse,temperature
0.757,0.8170000000000001,0.227,31.971
0.768,0.848,0.227,33.653
0.769,0.866,0.221,34.959
0.76,0.866,0.212,35.835
0.736,0.833,0.203,36.131
0.687,0.76,0.188,35.817
0.581,0.613,0.161,34.892
0.41400000000000003,0.425,0.10300000000000001,33.478
0.078,0.089,0.02,31.297
0.0,0.0,0.0,29.387
0.0,0.0,0.0,27.824
0.0,0.0,0.0,26.117
0.0,0.0,0.0,24.776
0.0,0.0,0.0,23.718
0.0,0.0,0.0,22.781
0.0,0.0,0.0,22.013
0.0,0.0,0.0,21.425
0.0,0.0,0.0,21.064
0.0,0.0,0.0,20.894
0.038,0.048,0.009000000000000001,20.919
0.322,0.301,0.085,22.239
0.647,0.6880000000000001,0.135,24.453
0.731,0.798,0.17,26.991
0.767,0.854,0.192,29.579
0.783,0.893,0.196,31.838
0.784,0.904,0.201,33.634
0.779,0.904,0.201,34.972
0.766,0.89,0.199,35.811
0.744,0.861,0.191,36.107
0.705,0.807,0.17400000000000002,35.875
0.631,0.709,0.14400000000000002,35.08
0.47700000000000004,0.519,0.096,33.683
0.20800000000000002,0.241,0.021,30.976
0.0,0.0,0.0,28.691
0.0,0.0,0.0,27.417
0.0,0.0,0.0,25.615
0.0,0.0,0.0,24.227
0.0,0.0,0.0,23.27
0.0,0.0,0.0,22.405
0.0,0.0,0.0,21.595
0.0,0.0,0.0,20.937
0.0,0.0,0.0,20.524
0.0,0.0,0.0,20.175
0.05,0.062,0.01,20.145
0.34500000000000003,0.329,0.083,21.885
0.656,0.705,0.131,24.338
0.738,0.8140000000000001,0.165,26.99
0.772,0.87,0.184,29.704
0.784,0.901,0.193,32.075
0.785,0.911,0.198,33.908
0.779,0.909,0.198,35.238
0.766,0.892,0.197,36.012
0.743,0.859,0.19,36.31
0.7010000000000001,0.801,0.17500000000000002,36.063
0.624,0.6990000000000001,0.145,35.324
0.465,0.504,0.097,34.05
0.192,0.221,0.021,31.108
0.0,0.0,0.0,28.767
0.0,0.0,0.0,28.12
0.0,0.0,0.0,26.559
0.0,0.0,0.0,24.647
0.0,0.0,0.0,23.354
0.0,0.0,0.0,22.625
0.0,0.0,0.0,22.008
0.0,0.0,0.0,21.437
0.0,0.0,0.0,20.921
0.0,0.0,0.0,20.412
0.063,0.077,0.01,20.237
0.459,0.47700000000000004,0.079,22.308
0.653,0.705,0.131,25.104
0.731,0.809,0.166,28.132
0.761,0.863,0.186,31.526
0.772,0.877,0.21,34.124
0.773,0.886,0.216,36.018
0.766,0.881,0.219,37.33
0.738,0.8200000000000001,0.233,38.093
0.678,0.6980000000000001,0.251,38.225
0.645,0.682,0.209,38.054
0.47500000000000003,0.439,0.187,37.273
0.152,0.098,0.10300000000000001,35.88
0.031,0.035,0.017,33.83
0.0,0.0,0.0,31.891
0.0,0.0,0.0,30.784
0.0,0.0,0.0,29.441
0.0,0.0,0.0,27.918
0.0,0.0,0.0,26.691
0.0,0.0,0.0,25.974
0.0,0.0,0.0,25.571
0.0,0.0,0.0,25.048
0.0,0.0,0.0,24.43
0.0,0.0,0.0,23.792
0.051000000000000004,0.064,0.01,23.33
0.429,0.442,0.082,24.765
0.619,0.657,0.14100000000000001,27.634
0.7010000000000001,0.763,0.181,31.049
0.739,0.8200000000000001,0.20600000000000002,33.855
0.747,0.791,0.263,35.964
0.741,0.764,0.292,37.443
0.729,0.734,0.307,38.417
0.71,0.708,0.302,38.98
0.652,0.607,0.302,39.041
0.554,0.47300000000000003,0.276,38.653
0.245,0.109,0.20700000000000002,37.404
0.10200000000000001,0.046,0.093,36.09
0.009000000000000001,0.01,0.012,34.239
0.0,0.0,0.0,32.39
0.0,0.0,0.0,31.231
0.0,0.0,0.0,30.214
0.0,0.0,0.0,29.19
0.0,0.0,0.0,28.029
0.0,0.0,0.0,26.962
0.0,0.0,0.0,26.231
0.0,0.0,0.0,25.698
0.0,0.0,0.0,25.312
0.0,0.0,0.0,25.024
0.003,0.005,0.006,24.914
0.074,0.037,0.064,25.526
0.20700000000000002,0.088,0.168,26.694
0.386,0.193,0.28500000000000003,28.438
0.555,0.357,0.357,30.372
0.618,0.395,0.421,32.01
0.65,0.429,0.445,33.301
0.586,0.277,0.498,33.626
0.47200000000000003,0.137,0.47000000000000003,33.08
0.279,0.035,0.314,31.58
0.182,0.02,0.209,29.898
0.148,0.029,0.16,28.516
0.07200000000000001,0.022,0.078,27.166
0.011,0.011,0.013000000000000001,26.013
0.0,0.0,0.0,25.267
0.0,0.0,0.0,24.819
0.0,0.0,0.0,24.414
0.0,0.0,0.0,23.944
0.0,0.0,0.0,23.376
0.0,0.0,0.0,22.728
0.0,0.0,0.0,22.236
0.0,0.0,0.0,21.954
0.0,0.0,0.0,21.685
0.0,0.0,0.0,21.342
0.03,0.039,0.01,21.122
0.297,0.264,0.092,22.809
0.482,0.41600000000000004,0.181,25.707
0.634,0.585,0.23900000000000002,28.366
0.715,0.6920000000000001,0.272,30.603
0.766,0.835,0.229,32.562
0.777,0.87,0.227,34.157
0.768,0.854,0.234,35.234
0.733,0.776,0.254,35.771
0.715,0.769,0.229,35.961
0.659,0.6950000000000001,0.20700000000000002,35.62
0.5660000000000001,0.583,0.167,34.767
0.378,0.373,0.107,33.347
0.157,0.18,0.021,30.923000000000002
0.0,0.0,0.0,28.809
0.0,0.0,0.0,27.544
0.0,0.0,0.0,26.274
0.0,0.0,0.0,25.148
0.0,0.0,0.0,24.185
0.0,0.0,0.0,23.41
0.0,0.0,0.0,22.715
0.0,0.0,0.0,21.94
