electricity,wind_speed
0.0,0.0
0.0,0.833
0.004,2.385
0.027,3.507
0.064,4.422
0.081,4.7219999999999995
0.08,4.714
0.077,4.64
0.093,4.937
0.229,6.596
0.425,8.272
0.454,8.49
0.437,8.37
0.398,8.059
0.35000000000000003,7.666
0.323,7.452
0.318,7.402
0.323,7.439
0.34900000000000003,7.658
0.37,7.837
0.23,6.604
0.073,4.5809999999999995
0.079,4.699
0.268,6.973
0.35000000000000003,7.67
0.373,7.857
0.34700000000000003,7.639
0.289,7.151
0.266,6.942
0.28400000000000003,7.102
0.289,7.158
0.261,6.909
0.264,6.92
0.352,7.693
0.395,8.033
0.333,7.5280000000000005
0.247,6.773
0.151,5.747
0.10200000000000001,5.062
0.073,4.59
0.08,4.703
0.153,5.766
0.264,6.924
0.359,7.747
0.317,7.394
0.367,7.816
0.325,7.466
0.297,7.226
0.383,7.939
0.503,8.88
0.5740000000000001,9.434
0.636,9.948
0.683,10.367
0.717,10.699
0.748,11.019
0.765,11.199
0.776,11.324
0.783,11.409
0.745,10.982
0.706,10.586
0.627,9.877
0.5660000000000001,9.374
0.51,8.923
0.45,8.468
0.457,8.518
0.431,8.316
0.329,7.493
0.381,7.917
0.393,8.022
0.47500000000000003,8.652
0.457,8.516
0.448,8.45
0.462,8.56
0.502,8.874
0.591,9.573
0.705,10.573
0.765,11.204
0.765,11.202
0.749,11.03
0.791,11.501
0.837,12.121
0.863,12.521
0.871,12.659
0.851,12.329
0.804,11.662
0.753,11.065
0.731,10.829
0.669,10.243
0.598,9.638
0.541,9.175
0.518,8.99
0.495,8.814
0.533,9.114
0.561,9.336
0.535,9.133
0.547,9.228
0.581,9.489
0.632,9.914
0.682,10.356
0.71,10.621
0.726,10.791
0.769,11.243
0.8240000000000001,11.932
0.858,12.444
0.879,12.812
0.872,12.688
0.8150000000000001,11.807
0.717,10.7
0.635,9.936
0.544,9.195
0.453,8.487
0.398,8.06
0.383,7.939
0.386,7.97
0.40900000000000003,8.143
0.443,8.41
0.398,8.055
0.535,9.127
0.443,8.403
0.34500000000000003,7.631
0.28200000000000003,7.093
0.257,6.865
0.264,6.931
0.299,7.238
0.364,7.785
0.462,8.55
0.5640000000000001,9.36
0.658,10.145
0.759,11.123
0.8140000000000001,11.797
0.8220000000000001,11.91
0.794,11.535
0.733,10.859
0.683,10.368
0.643,10.015
0.581,9.489
0.516,8.981
0.47700000000000004,8.679
0.466,8.591
0.457,8.511
0.402,8.087
0.553,9.262
0.373,7.854
0.214,6.44
0.134,5.525
0.08700000000000001,4.828
0.052000000000000005,4.147
0.027,3.524
0.014,3.063
0.006,2.576
0.003,2.25
0.002,2.196
0.002,2.18
0.001,1.8439999999999999
0.009000000000000001,2.7640000000000002
0.107,5.141
0.373,7.854
0.652,10.089
0.749,11.023
0.753,11.069
0.715,10.676
0.675,10.297
0.633,9.922
0.596,9.622
0.44,8.387
0.337,7.566
0.659,10.146
0.736,10.882
0.5670000000000001,9.383
0.354,7.709
0.2,6.302
0.113,5.235
0.067,4.469
0.043000000000000003,3.947
0.03,3.616
0.021,3.303
0.021,3.321
0.085,4.783
0.18,6.083
0.30000000000000004,7.245
0.34,7.586
0.274,7.022
0.162,5.883
0.14100000000000001,5.618
0.329,7.498
0.577,9.456
0.684,10.378
0.685,10.39
0.511,8.944
0.337,7.568
0.468,8.609
0.546,9.22
0.485,8.733
0.40700000000000003,8.127
0.339,7.578
0.301,7.255
0.334,7.538
0.43,8.302
0.47000000000000003,8.62
0.437,8.369
0.398,8.053
0.406,8.118
0.45,8.472
0.47300000000000003,8.643
0.463,8.566
0.43,8.308
0.41000000000000003,8.148
0.43,8.3
0.456,8.507
0.503,8.879
0.524,9.031
0.545,9.211
0.631,9.9
0.6990000000000001,10.52
0.615,9.772
0.535,9.131
0.465,8.576
0.382,7.934
0.342,7.604
0.394,8.025
0.48,8.695
0.5680000000000001,9.389
0.634,9.933
0.687,10.398
0.731,10.828
0.737,10.891
0.6970000000000001,10.504
0.654,10.113
0.585,9.525
0.545,9.211
0.531,9.101
0.507,8.899000000000001
0.462,8.556000000000001
0.41500000000000004,8.197
0.381,7.917
0.354,7.708
0.335,7.551
0.31,7.333
0.185,6.141
0.096,4.981
0.051000000000000004,4.131
0.038,3.817
0.051000000000000004,4.127
0.082,4.747
0.12,5.329
0.162,5.872
0.20600000000000002,6.361
0.261,6.906
0.382,7.933
