electricity,wind_speed
0.0,1.308
0.0,1.005
0.0,0.385
0.0,0.0
0.0,1.7429999999999999
0.011,2.9050000000000002
0.054,4.206
0.133,5.515
0.247,6.763
0.232,6.626
0.127,5.437
0.059000000000000004,4.31
0.067,4.476
0.08600000000000001,4.806
0.091,4.895
0.136,5.543
0.198,6.286
0.258,6.872
0.25,6.804
0.226,6.571
0.125,5.401
0.067,4.475
0.221,6.518
0.41400000000000003,8.185
0.466,8.585
0.399,8.071
0.304,7.281
0.191,6.202
0.099,5.019
0.039,3.857
0.021,3.321
0.044,3.98
0.115,5.26
0.136,5.539
0.14200000000000002,5.636
0.082,4.74
0.019,3.2560000000000002
0.014,3.05
0.097,5.0
0.213,6.433
0.137,5.558
0.079,4.693
0.121,5.355
0.093,4.923
0.042,3.922
0.054,4.198
0.157,5.813
0.212,6.427
0.28800000000000003,7.142
0.402,8.089
0.466,8.581
0.436,8.359
0.41600000000000004,8.201
0.399,8.071
0.385,7.96
0.37,7.839
0.34,7.586
0.256,6.858
0.166,5.921
0.191,6.206
0.166,5.925
0.137,5.564
0.11900000000000001,5.323
0.077,4.654
0.053,4.195
0.065,4.44
0.083,4.756
0.10200000000000001,5.071
0.14300000000000002,5.641
0.272,7.003
0.279,7.07
0.28700000000000003,7.135
0.312,7.349
0.34400000000000003,7.628
0.395,8.028
0.47500000000000003,8.661
0.516,8.981
0.501,8.865
0.458,8.525
0.441,8.393
0.45,8.465
0.40800000000000003,8.141
0.355,7.718
0.317,7.394
0.23,6.603
0.169,5.9510000000000005
0.228,6.583
0.304,7.281
0.364,7.781
0.37,7.84
0.402,8.083
0.394,8.024
0.495,8.817
0.659,10.146
0.708,10.61
0.75,11.034
0.765,11.196
0.764,11.19
0.745,10.981
0.7030000000000001,10.562
0.657,10.138
0.662,10.175
0.672,10.27
0.66,10.158
0.603,9.672
0.466,8.596
0.38,7.912
0.373,7.859
0.382,7.93
0.395,8.034
0.37,7.834
0.321,7.428
0.271,6.987
0.23700000000000002,6.673
0.201,6.317
0.188,6.172
0.184,6.129
0.225,6.558
0.185,6.142
0.155,5.789
0.151,5.746
0.182,6.097
0.25,6.799
0.334,7.536
0.404,8.098
0.462,8.556000000000001
0.501,8.866
0.514,8.961
0.48,8.689
0.331,7.51
0.24,6.703
0.2,6.306
0.178,6.067
0.197,6.263
0.247,6.765
0.195,6.245
0.171,5.98
0.155,5.781
0.157,5.816
0.176,6.03
0.148,5.702
0.312,7.35
0.342,7.599
0.382,7.927
