country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,ninja,Kevan,11.0,-30.5,152.5,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2023,1,1,0,0,13,-163,48.4,9.3,0,0.0,0,0.0,0,1001.6,59.5,5.199,114,,
2023,1,1,1,0,13.1,-149,69.2,9.6,0,0.0,0,0.0,0,1001.2,68.1,4.807,109,,
2023,1,1,2,0,13.2,-136,80.9,10,0,0.0,0,0.0,0,1000.7,245.4,4.45,102,,
2023,1,1,3,0,13.4,-125,79.4,10.5,0,0.0,0,0.0,0,1000.8,215.1,4.6,94,,
2023,1,1,4,0,13.6,-116,86.8,11.1,6,0.0,0,0.0,0,1001.2,191.0,4.567,84,,
2023,1,1,5,0,13.8,-107,88.2,11.8,29,0.0,0,0.0,0,1001.7,179.3,4.484,73,,
2023,1,1,6,0,14.2,-98,82.3,12.5,78,96.0,0,44.21191375033865,0,1002.3,159.8,4.032,62,,
2023,1,1,7,0,14.8,-88,90.4,13.2,52,185.0,0,171.393719239281,0,1003,138.1,3.331,51,,
2023,1,1,8,0,15.4,-76,88.5,13.9,95,330.0,0,359.0205414067864,0,1003.7,28.5,3.496,40,,
2023,1,1,9,0,15.9,-60,80.8,13.5,179,691.0000000000001,0,649.4944834720081,0,1004,263.1,3.439,30,,
2023,1,1,10,0,16.4,-33,59.9,12.3,405,757.0,7,834.3836632926427,0,1004.1,258.3,3.748,21,,
2023,1,1,11,0,16.9,6,25.9,10.9,426,794.0,353,962.1105571702028,0,1004.2,235.9,4.434,19,,
2023,1,1,12,0,17.1,42,5.9,9.7,228,756.0,734,1010.537572455596,0,1004.4,243.1,5.294,23,,
2023,1,1,13,0,17.2,65,7.9,8.6,236,765.0,628,1029.2610775520689,0,1004.7,234.4,6.122,32,,
2023,1,1,14,0,17.2,80,4.1,7.6,155,686.0,606,942.2866175869558,0,1005,232.8,6.8260000000000005,43,,
2023,1,1,15,0,16.9,91,0,7,74,618.0,544,810.7589116555183,0,1005.3,227.0,7.561,54,,
2023,1,1,16,0,16.3,100,0.2,6.8,65,482.0,349,604.994951964595,0,1005.7,217.0,8.336,66,,
2023,1,1,17,0,15.6,109,12.4,6.7,75,362.0,117,393.1734054740393,0,1006.1,220.5,8.959,77,,
2023,1,1,18,0,14.7,118,6.9,6.7,30,153.0,10,159.43246107842631,0,1006.5,221.9,8.882,87,,
2023,1,1,19,0,13.5,129,0.6,6.8,0,74.0,0,31.08639241590366,0,1006.9,210.6,7.826,96,,
2023,1,1,20,0,12.3,140,32.9,6.8,0,0.0,0,0.0,0,1007.3,198.9,6.571,104,,
2023,1,1,21,0,11.6,153,18.4,7,0,0.0,0,0.0,0,1007.4,202.4,5.599,111,,
2023,1,1,22,0,11.3,167,0.6,7.3,0,0.0,0,0.0,0,1007.2,198.5,4.63,115,,
2023,1,1,23,0,11,-178,33.5,7.6,0,0.0,0,0.0,0,1007,181.4,4.256,116,,
2023,1,2,0,0,10.9,-163,49.4,7.9,0,0.0,0,0.0,0,1006.8,139.9,3.909,114,,
2023,1,2,1,0,11,-149,41.5,8.2,0,0.0,0,0.0,0,1006.7,93.8,3.618,109,,
2023,1,2,2,0,11.1,-136,13.7,8.5,0,0.0,0,0.0,0,1006.6,85.9,3.007,102,,
2023,1,2,3,0,11.8,-126,0.7,9.1,1,0.0,0,0.0,0,1006.6,95.5,2.995,94,,
2023,1,2,4,0,12.9,-116,34.1,10,36,0.0,0,0.0,0,1006.8,89.6,3.667,84,,
2023,1,2,5,0,14.1,-107,62.1,10.9,84,0.0,0,0.0,0,1007.1,78.4,4.187,74,,
2023,1,2,6,0,15.5,-98,66.4,11.7,147,121.0,0,45.53027742470149,0,1007,74.0,3.943,62,,
2023,1,2,7,0,17.1,-88,49.3,12.4,326,342.0,3,201.74530913992623,0,1006.8,84.0,3.541,51,,
2023,1,2,8,0,18.7,-76,27.8,13.1,431,758.0,148,476.3341934327986,0,1006.5,85.9,3.698,40,,
2023,1,2,9,0,19.5,-60,23.1,13.4,492,850.0,211,701.8658767727733,0,1006.1,83.1,3.798,30,,
2023,1,2,10,0,19.8,-33,47.7,13.3,440,859.0,72,872.2912836051718,0,1005.5,83.5,4.064,22,,
2023,1,2,11,0,19.9,6,51.5,13.2,487,829.0000000000001,0,979.6535271940952,0,1005,83.1,4.692,19,,
